SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,tier,confidence_score,flags,reasons,ean_exact_match,Category,v2_tier,v2_confidence,v2_flags
Smart Choice Christmas Spiky Triple Rubber Ring Dog Toy 22cm,"Sistema KLIP IT PLUS Leakproof Food Storage Containers | 2.2 L | Airtight, Stackable & Nestable Meal Prep Containers with Lids | School Lunch Boxes | 3 Count",5052516111744,,B08PNQFM3G,1.692,8.56,1.693333333,86.39455782,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,TITLE_MISMATCH,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Very weak title match (sim=0.13, shared=0)",False,Wholesale Christmas,TIER_3_NEEDS_REVIEW,18,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH
"Dekton Taping Knife 8""","CASOMAN 6PCS ABS Socket Organizer, 1/4-Inch, 3/8-Inch, 1/2-Inch, Premium Quality Socket Holders, Blue & Red Socket Rails",55055441428710,5016743105068.0,B081Q1JR5V,3.204,13.27,2.778333333,86.28364389,TIER_4_REJECTED,0,"EAN_MISMATCH,TITLE_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=55055441428710 vs amazon=5016743105068,Very weak title match (sim=0.08, shared=0)",False,Wholesale Painting Decorating,TIER_4_REJECTED,9,EAN_MISMATCH | TITLE_MISMATCH | BRAND_MISMATCH
Nuage 3-In-1 Micellar Cleansing Water 700ml,"ANUA Heartleaf Quercetinol Pore Deep Cleansing Foam – Deep Pore Cleanser with BHA & Hyaluronic Acid, Daily Face Wash for Oily Skin, Vegan Facial Cleanser, Korean Skincare (150ml / 5.07 fl. oz.)",5053249269252,8809640735622.0,B0DKSVZR69,2.34,11.12,2.156666667,86.26666667,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5053249269252 vs amazon=8809640735622,Weak title match (sim=0.22, shared=1)",False,Wholesale Skin Care,TIER_3_NEEDS_REVIEW,17,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH
Pan Aroma Pet Odour Eliminating Citrus Fruits Scented Candle 120g,"Pressure Relief Valve for Triton 6Pcs, Mellbree PRD Disc Seals Cover Valve Shower Spares Parts Compatible with Triton Electric Showers",5053249270050,,B0DFW3PP68,1.116,5.99,1.271666667,85.92342342,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.22, shared=0)",False,Wholesale Home Fragrance Candles Accessories,TIER_3_NEEDS_REVIEW,20,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH
Soft Plush Dinosaur In Cage Toy CDU Assorted,"Cpoeof Cute Dinosaur Plush Toys, Soft Dinosaur Stuffed Animals Toys,Dino Plushie Birthday Gifts for Kids Girls,30cm",5413247018656,,B0CT2JC2RJ,3.576,13.99,3.028333333,85.7884797,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.35, shared=3)",False,Wholesale Dolls Soft Toys,TIER_3_NEEDS_REVIEW,42,AMAZON_EAN_MISSING
Kingdom Squeaky Fox Dog Toy,"Sharples Dog Shake 'a' Fox, Large",5056283844614,,B09ST56R5V,1.272,8.28,1.38,85.71428571,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.42, shared=2)",False,Wholesale Dog,TIER_3_NEEDS_REVIEW,33,AMAZON_EAN_MISSING | BRAND_MISMATCH
Cooper & Pals Pet Odour Eliminator 500g Assorted,Simple Solution Pet Carpet Freshener with Enzymatic Cleaning Granules - 500g,5056175974757,,B0BF15ZRT5,0.948,7.99,1.148333333,85.69651741,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.31, shared=2)",False,Floor Carpet Cleaners,TIER_3_NEEDS_REVIEW,26,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH
Jump Ladies Memory Foam Insoles Size 4-8,"ISQFIQ Memory Foam Inner Soles, Cushioned Replacement Shoe Insoles for Men Women, Soft Inserts for Walking Boots, Trainers, Wellie",5053249280851,,B0D9213DTP,0.984,6.99,1.17125,85.49270073,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.33, shared=3)",False,Wholesale Foot Care,TIER_3_NEEDS_REVIEW,42,AMAZON_EAN_MISSING
"Waxworks White 8 Hour Straight Candle 8"" 4 Pack","Avlash ® 8 Hour Tea Light Candles Pack of 50-8 Hour Burn Time - Shrink Wrapped, Unscented Tea Lights - White",5053249251967,5065009030064.0,B09LDFVM21,1.14,7.61,1.281666667,85.44444444,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5053249251967 vs amazon=5065009030064,Weak title match (sim=0.39, shared=2)",False,Wholesale Home Fragrance Candles Accessories,TIER_3_NEEDS_REVIEW,32,EAN_MISMATCH | BRAND_MISMATCH
Prima Steel Core Clothesline 10m Assorted Colours,"Everlasto 'Everstrong' Premium Quality Steel Core PVC Clothesline Washing Line 4.7mm Thick (Green, 4.7mm x 10M)",5038673240602,5010467004751.0,B0DZDWGWC8,0.744,6.85,0.998333333,85.32763533,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5038673240602 vs amazon=5010467004751,Moderate title match (sim=0.42, shared=4)",False,Laundry,TIER_3_NEEDS_REVIEW,47,EAN_MISMATCH
Procamp Insulated Metal Flask with Handle 1.1L,"Moon Bottles - Insulated Water Bottle That Lasts Forever - 18/8 Stainless Steel Vacuum Flask - Double Walled Drink Bottle - Thermal Metal Flasks, Leakproof, 24hrs Cold & 12 Hot (260ml, Silver)",5056283879920,,B07G819SLK,6.948,19.99,5.409583333,85.32465825,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.26, shared=3)",False,Wholesale Camping,TIER_3_NEEDS_REVIEW,34,AMAZON_EAN_MISSING | BRAND_MISMATCH
Dekton 5 Litre Paint Mixer,Navaris Paint Stirrer - Paint Mixer for Drill - Mixing Paddle - Heavy Duty Plaster Mixer for Standard Drills - Steel Drill Whisk Tool Resin Painting and Plastering,5055441428796,4063004020005.0,B07YDHZLBR,1.908,9.99,1.825,85.28037383,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5055441428796 vs amazon=4063004020005,Weak title match (sim=0.18, shared=2)",False,Wholesale Painting Decorating,TIER_3_NEEDS_REVIEW,26,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH
Smart Choice TPR Squeaky Spiky Baton Dog Toy 18cm Assorted Colours,Side Handle Rotary Hammer Replacement Part Compatible for Bosch 11311EVS MH10-SE GSH 11E Power Tool Accessory Black,5052516125185,,B0FKGP29QV,1.476,8.05,1.512083333,84.94850187,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.33, shared=0)",False,Wholesale Pet Toys Treats,TIER_3_NEEDS_REVIEW,27,AMAZON_EAN_MISSING | TITLE_WEAK
Prima Non-Stick Concave Tawa 35cm,"BEZGAR TB141 Remote Control Cars - 1:14 Scale RC Car, 2WD 20KM/H All-Terrains Toy Off Road Vehicle Monster Truck with Two Rechargeable Batteries for Boys Kids Adults and Girls, Red",5038673153001,,B07WZRM6WK,14.04,39.99,10.345,84.44897959,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.17, shared=0)",False,Wholesale Cooking,TIER_4_REJECTED,12,AMAZON_EAN_MISSING | TITLE_MISMATCH | BRAND_MISMATCH
"Iron G Clamp 1""","Faithfull FAIHC1 Mini G Clamp 25 mm (1 Inch) Capacity, 16 mm Throat, Blue",5038673610337,5023969222738.0,B0001IWRU2,0.816,5.6,1.036666667,84.28184282,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5038673610337 vs amazon=5023969222738,Weak title match (sim=0.29, shared=1)",False,Other,TIER_3_NEEDS_REVIEW,36,EAN_MISMATCH | BRAND_MISMATCH
"Marksman Radiator Roller With 2 Gloss Sleeves 4""",Mini Paint Roller Sleeve – 4 inch(100MM) Small Painting Roller for Emulsion Paint and Gloss Paints with High Density Foam Roller | Pack of 10,5038673641249,5060514902806.0,B07YHQ81G1,1.26,7.99,1.348333333,84.27083333,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5038673641249 vs amazon=5060514902806,Weak title match (sim=0.28, shared=2)",False,Wholesale Painting Decorating,TIER_3_NEEDS_REVIEW,30,EAN_MISMATCH | BRAND_MISMATCH
Bubble Kidz Bubble Whale Machine with Bubble Tub,KandyToys Bubble Machine for Kids - Automatic Bubble Maker with Bubble Solution Included,5033849011062,,B07D5HG34F,3.504,12.42,2.9175,84.0778098,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.47, shared=2)",False,Wholesale Outdoor Toys,TIER_3_NEEDS_REVIEW,45,AMAZON_EAN_MISSING
Handy Homes Knife & Scraper Set 3pc,"DIY Doctor 4-Piece Wallpaper Scraper Set – Includes 3 Strippers & 1 Multifunctional Putty Scraper – Paint Scraper Tools in Sizes 1.5"", 2.5"", 3.5"" – Perfect for Wallpaper Removal, DIY & Painting Tasks",5056175990641,5060616864828.0,B0B75KNW5N,0.828,6.95,1.041666667,84.00537634,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5056175990641 vs amazon=5060616864828,Weak title match (sim=0.21, shared=1)",False,Wholesale Painting Decorating,TIER_3_NEEDS_REVIEW,22,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH
SQUEEZ-EMS SCENTED SUPER SQUISHY LARGE UNICORN,Strongthium 3/16 Fuel Line Hose Set with 10 Pieces Clamps Rubber Gas Tube for ATV Go-carts Mini Bikes 196cc 212cc 6.5hp 5.5hp 8hp 9hp 11hp 13hp Small Engines Generators,5050837440017,,B0FD8J93MP,2.664,9.99,2.325,83.93501805,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.22, shared=0)",False,Wholesale Slime Squish Toys,TIER_4_REJECTED,14,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH
Maxifix 100pc 6mm Red Plastic Wall Plugs,"GTSE 100 Red Plastic Masonry Wall Plugs, 6.0mm Fixing Hole Diameter, Ideal for Stone, Brick or Concrete",55055441403262,5056394711201.0,B09BD8PC6P,0.744,6.49,0.978333333,83.61823362,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=55055441403262 vs amazon=5056394711201,Moderate title match (sim=0.39, shared=4)",False,Wholesale Painting Decorating,TIER_3_NEEDS_REVIEW,42,EAN_MISMATCH | BRAND_MISMATCH
Magical Unicorn Play Set 8pc,"Dislocati Karaoke Machine 2 Microphones Kids, Unicorn Gifts for Girls Kids Microphone Birthday Presents Girls Toys Age 3-12 Year Old Girls Gifts Kids Wireless Bluetooth Speaker Easter Gifts for Kids",5413247003270,,B0D9V9DZ9P,5.328,17.99,4.161666667,83.4001336,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.20, shared=1)",False,Wholesale Games Activity Toys,TIER_3_NEEDS_REVIEW,19,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH
Uk Visitor Adaptor 1 Pack Blister,"Status India to UK Power Adaptor, India to UK Travel Adapter for Visitors, White, Pack of 1 (INDIATOUKTAB112)",5022822159914,5022822223172.0,B0F44SLX44,1.056,7.49,1.191666667,83.33333333,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5022822159914 vs amazon=5022822223172,Weak title match (sim=0.31, shared=1)",False,Wholesale Electronic Accessories,TIER_3_NEEDS_REVIEW,47,EAN_VARIANT
Prima Bamboo Chopping Board 34cm X 24cm,Acense Professional Large Chopping Board Catering Food Prep Cutting Colour Coded (Green),5038673185385,5060880060674.0,B09JX1DHMF,2.64,11.99,2.291666667,83.33333333,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5038673185385 vs amazon=5060880060674,Weak title match (sim=0.42, shared=2)",False,Wholesale Chopping Boards Graters,TIER_3_NEEDS_REVIEW,28,EAN_MISMATCH | BRAND_MISMATCH
"Space Gun Assault Rifle 17"" With Light & Sound",12V Power Adapter Compatible with BT-Openreach ONT EchoLife-HG612-Fibre-optic-Modem Power Supply 1.5 M 5.5mm x 2.1mm for desk Lamp Atomizer Security Camera Monitor Wireless Routers WIFI IP Audio,2019052200151,,B0FHKKDT8D,3.912,12.89,3.171666667,83.24584427,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.19, shared=0)",False,Combat Shooting Military,TIER_4_REJECTED,14,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH
Car Pride All Seasons Screen Wash Tablets 2pc,"50 Pieces Screen Wash Tablets, 200L Concentrated Screenwash Screenwash Tablets, Windscreen Washer Tablets, Screen Wash Tabs, 1 Tablet Equal to 4 Liters of Windshield Washer.",5053249256832,715072688932.0,B0B294899V,0.888,5.99,1.071666667,83.0749354,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5053249256832 vs amazon=715072688932,Weak title match (sim=0.27, shared=3)",False,Wholesale Car Care,TIER_3_NEEDS_REVIEW,35,EAN_MISMATCH | BRAND_MISMATCH
Smart Choice Polished Stainless Steel Paw Print Dog Bowl 1400ml,"Bonza Double Cat Bowls Feeding Station, 400ml Premium Stainless Steel Dog and Cat Food or Water Bowls with Non-Spill Silicone Base, for Small Dogs and Cats",5052516213677,,B01LZLXOU2,1.68,9.99,1.615,82.82051282,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.33, shared=3)",False,Pet Bowls,TIER_3_NEEDS_REVIEW,33,AMAZON_EAN_MISSING | BRAND_MISMATCH
Pan Aroma Soothing Lavender Scented Sachet 2 Pack,"10Pcs Lavender Bags for Wardrobes,Muslin Empty Sachets Bag,Fresheners Scent Potpourri Pouches Aroma for Fill Dry Dried Lavendar Flower,Closet Cupboard Drawers Fragrance,Storage Repellent Scented Smell",5053249255842,,B0CMLC7F9S,0.888,5.59,1.068333333,82.81653747,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.18, shared=3)",False,Wholesale Home Fragrance Candles Accessories,TIER_3_NEEDS_REVIEW,32,AMAZON_EAN_MISSING | BRAND_MISMATCH
Artbox A4 Black Scrapbook 24 Sheets,ART BOXArtbox Scrap Book,5013922030609,,B0036R0QYO,0.72,6.37,0.952083333,82.78985507,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.54, shared=0)",False,Stationery Pound Lines,TIER_3_NEEDS_REVIEW,35,AMAZON_EAN_MISSING
"Marksman Stiff Black PVC Broom Head 11.5""","Heavy Duty Broom Head 40cm (16”) - Extra Stiff PVC Bristles for Driveways, Patios & Garages - Outdoor/Indoor Yard Brush with Handle Bracket - Tough Sweeping Brush for Caravans, Warehouses & Gardens",5038673240114,,B0BSVM3WCR,3.06,11.4,2.565,82.74193548,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.14, shared=4)",False,Brooms Mops Brushes,TIER_3_NEEDS_REVIEW,35,AMAZON_EAN_MISSING | BRAND_MISMATCH
Big K Compressed Saw Dust Heat Logs 10kg,"TOSY Flying Disc - 108 RGB Multicolor LEDs, Super Bright, Smart Modes, Christmas Stocking Stuffers Gift, Camping Toy for Kid/Teen/Adult, Auto Light Up, Rechargeable, Waterproof, 175g",5010743890665,810096710888.0,B0C3ZTKRGX,8.34,24.81,6.205,82.73333333,TIER_4_REJECTED,0,"EAN_MISMATCH,TITLE_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5010743890665 vs amazon=810096710888,Very weak title match (sim=0.09, shared=0)",False,Wholesale Winter Essentials,TIER_4_REJECTED,14,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH
DID Nail Brushes 3 Assorted Colours 3pc,"Flintronic 5Pcs Nail Art Liner Brushes, Painting Design Brush Set, Fine Drawing Nail Dotting Drawing Tool for Long Lines, Thin Details, Fine Drawing Sizes 4/8/12/20/25mm for DIY & Professional",5056338332516,,B0FF9TJSMC,0.672,4.69,0.918333333,82.73273273,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.19, shared=2)",False,Wholesale Hand Nail,TIER_3_NEEDS_REVIEW,22,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH
Excelltec Alkaline Lr03 1.5V AAA Batteries 5 Pack,"5pk 9V Zinc Carbon Batteries, Heavy Duty PP3 9V Battery, Long-Lasting Power, Reliable Performance, Ideal for Smoke Alarms, Toys, Remote Controls, Clocks, Small Electronics, and Everyday Use",5055566990925,5055566990949.0,B07S944FVT,0.852,5.89,1.038333333,82.40740741,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5055566990925 vs amazon=5055566990949,Weak title match (sim=0.18, shared=1)",False,Wholesale Batteries,TIER_3_NEEDS_REVIEW,25,EAN_VARIANT | TITLE_WEAK | BRAND_MISMATCH
Alya Woody Oriental Air Freshener Automatic Spray 250ml,"Ibergrif M20202 Shower Head, High Pressure Square Shower Heads, Universal Handheld Shower Head, Saving Shower Head, Rainfall Shower Head for Bath Taps, 1/2"" Connection, Chrome",8696601040808,,B081HDTW6S,0.984,6.99,1.125,82.11678832,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.16, shared=0)",False,Wholesale Home Fragrance Candles Accessories,TIER_3_NEEDS_REVIEW,17,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH
Hoot Pop-Up Sun Tent,"NHOWIN Pop Up Beach Tent for 2-3 Persons, 2025 Upgraded Windproof Pop Up Tent with 4 Wind Ropes & 8 Nails, 50+ UV Sun Protection Beach Shelter Portable & Easy Set Up Sun Shade for Park Garden Picnic",5056283867064,,B0DTTKWPJT,8.016,21.99,5.93625,82.10580913,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.14, shared=3)",False,Wholesale Camping,TIER_3_NEEDS_REVIEW,45,AMAZON_EAN_MISSING
"Dekton 8.5"" Stainless Steel Scissors","Dekton 4 PC Scissors Set – Includes 5.5"", 6.5"", 8.5"", and 10"" Scissors | Sharp & Durable Blades | Ideal for Crafting, Office and Home Use | Comfortable Grip | Versatile for Various Materials",5055441457680,5055441457741.0,B0DKK1T6NR,0.804,5.99,1.001666667,82.10382514,TIER_4_REJECTED,0,EAN_MISMATCH,"EAN mismatch: supplier=5055441457680 vs amazon=5055441457741,Weak title match (sim=0.16, shared=2),Brand match: dekton",False,Wholesale Hand Tools,TIER_3_NEEDS_REVIEW,51,EAN_VARIANT
Giftmaker Recyclable Gift Wrap Assorted 3m CDU,Bonkee Wrapping Paper Birthday Gift Wrap Set with Tag String-Eco Gift Wrapping Paper Sheets Recyclable Kraft Present Wrapping Paper Birhtday Paper Birthday Wrap for Men Women Girl Boy,5012213535618,,B09Q89BDDZ,0.852,6.64,1.033333333,82.01058201,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.30, shared=3)",False,Wholesale Christmas,TIER_3_NEEDS_REVIEW,35,AMAZON_EAN_MISSING | BRAND_MISMATCH
Wooden Handle Hand Shovel,"Hardys Coal Shovel - Small Hand Shovel with Detachable Wooden Handle for Fireplace Ash, Garden BBQ, Gardening - Durable Alloy Steel - Rust-Resistant - 44 x 22 x 4cm",5038673703824,5055521181412.0,B0D25Z1PWH,1.104,9.99,1.205,81.97278912,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5038673703824 vs amazon=5055521181412,Weak title match (sim=0.20, shared=4)",False,Garden Tools,TIER_3_NEEDS_REVIEW,45,EAN_MISMATCH | BRAND_MISMATCH
Marksman Engineers Screwdriver Set 5pc,"JOREST 59Pcs Small Precision Screwdriver Set with Torx T5, T6, T8, Mini Repair Tool Kit for MacBook, Computer, Laptop, iPhone, PS4 PS5, Xbox, Switch, Eyeglasses, Watch, PC, Ring Doorbell, Electronic",5038673541181,,B0DMNDCNNJ,4.884,14.99,3.761666667,81.42135642,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.23, shared=1)",False,Wholesale Hand Tools,TIER_3_NEEDS_REVIEW,28,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH
Whoopee Cushion 15cm Assorted Colours,"fKiZanthene Whoopee Cushion 4-Pack, Classic Fart Prank Toys for Kids & Adults, Assorted Colours for Parties, Pranks & Laughter",5413247099532,716695491817.0,B0FDKLR845,1.416,6.79,1.408333333,81.40655106,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5413247099532 vs amazon=716695491817,Moderate title match (sim=0.43, shared=4)",False,Wholesale Slime Squish Toys,TIER_3_NEEDS_REVIEW,48,EAN_MISMATCH
First Steps 10 Stacker Blocks Play Set,Jaques of London Wooden Shape Sorter for 1 Year Old | Montessori Wooden Toys | Toddler Learning Toys | Premium Gifts Since 1795,5015302118044,5060267853691.0,B07NCZKFSJ,3.24,13.23,2.645,81.38461538,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5015302118044 vs amazon=5060267853691,Weak title match (sim=0.22, shared=0)",False,Wholesale Baby Infant Toys,TIER_4_REJECTED,14,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH
Bettina 'Clean And Spray' Spray Mop 125cm,"Spray Mop Hardwood Floor Mops for Cleaning - Dry Wet Microfibre Floor Cleaning Mop with 3 Washable Reusable Pads Refills, Wet Spray Mop Refillable Dust Flat Mop for Wood Laminate Tile Floors",5052578046206,,B0DCHY45CK,6.18,17.99,4.632916667,81.27923977,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.22, shared=2)",False,Brooms Mops Brushes,TIER_3_NEEDS_REVIEW,22,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH
Smart Choice Squeaky Plush Candy Cane Dog Toy 35cm Assorted,Christmas Pet Toy Red Gonk Plush Rope With Squeak Toy Tug Of War Dog Puppy Interactive Game,5052516114998,5056657511937.0,B0CB44LSMN,1.944,8.95,1.759583333,81.08678955,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5052516114998 vs amazon=5056657511937,Moderate title match (sim=0.39, shared=3)",False,Wholesale Christmas,TIER_3_NEEDS_REVIEW,31,EAN_MISMATCH | BRAND_MISMATCH
Forever Beautiful Contour Brush,"TEOYALL Foundation Contour Conceal Brush Set, 3PCS Angled Synthetic Kabuki Brush for Blending Setting Buffing with Liquid, Cream and Powder Cosmetic",5056170379557,,B0CD3ZB5DQ,1.104,7.16,1.191666667,81.06575964,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.21, shared=2)",False,Wholesale Makeup Supplies,TIER_3_NEEDS_REVIEW,33,AMAZON_EAN_MISSING | TITLE_WEAK
Royale Home Measuring Jugs 1000ml 2 Pack,RSW Measuring Jug 1000ml,5015302450724,,B007PBN5AE,0.912,6.75,1.06125,81.01145038,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.69, shared=2)",False,Wholesale Baking,TIER_2_LIKELY,57,AMAZON_EAN_MISSING
Surprises Farm Animal Assorted 10 Pack,Dymo LetraTag 200B Bluetooth Label Maker | Compact Label Printer | Connects Through Bluetooth Wireless Technology to iOS and Android | Includes 1 White Paper Label Tape | Black,5413247094025,3026981728556.0,B0B7NV87X7,7.8,20.69,5.701666667,80.87470449,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5413247094025 vs amazon=3026981728556,Weak title match (sim=0.17, shared=0)",False,Animals,TIER_4_REJECTED,14,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH
Hoot Foam Play Mat 9 Pack,Yum Yum's 27 Pack of Multi Colour Baby Play Mat – 29x29cm EVA Foam Mats for Kids – Soft & Non Slip Interlocking Floor Mats – Waterproof 7mm Thick Foam Play Mat -Safe and Comfortable for Children,5056283881879,5059059054316.0,B0F19GBWVJ,4.848,18.95,3.711666667,80.86419753,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5056283881879 vs amazon=5059059054316,Weak title match (sim=0.20, shared=3)",False,Wholesale Baby Infant Toys,TIER_3_NEEDS_REVIEW,39,EAN_MISMATCH | BRAND_MISMATCH
Smart Choice Squeaky Crinkle Plush Dog Toy Assorted,Instant Pot Cheat Sheet Magnetic Cooking Guide Booklet - 2025 Newest Instant Magnet Cheat Sheet Set Instant Pot Accessories - Cooking Instapot Accessory Kitchen Gadgets Pot Cheat Sheets,5052516115025,761645828588.0,B0CP3RCXCM,1.956,7.99,1.758333333,80.65749235,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5052516115025 vs amazon=761645828588,Weak title match (sim=0.22, shared=0)",False,Wholesale Pet Toys Treats,TIER_3_NEEDS_REVIEW,16,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH
Bello Elegant Swirl Pitcher With Lid 2l,"Plastic Jug 2L (2 Pack) Swirl Design Plastic Pitcher Jug with Lid & Vented Spout - Pimms, Summer Juices, Picnics and BBQ Garden Parties - Clear Design",5015302420444,5060766076645.0,B0CX5Q8DF8,3.456,15.99,2.765,80.6122449,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH","EAN mismatch: supplier=5015302420444 vs amazon=5060766076645,Weak title match (sim=0.32, shared=3)",False,Wholesale Plastic Disposable,TIER_3_NEEDS_REVIEW,42,EAN_MISMATCH | BRAND_MISMATCH
