SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,title_similarity,shared_tokens,prob_estimate,sup_pack,amz_pack,pack_bucket,SupplierURL,AmazonURL,fba_seller_count,Category
AIRWICK FRESHMATIC REFILL MANGO PK4,"Air Wick Cherry Blossom & Raspberry Essential Mist Twin Refill 20ml, Lasting for up to 45 days per refill, Air Freshener",5011417572337.0,5059001021533.0,B0DP7L6X6D,10.068,7.62,-5.69,-63.64653243847873,3000.0,,3000,TIER_4_REJECTED,3,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.026,Char TF-IDF cosine=0.233,Word TF-IDF cosine=0.055,Shared tokens=1",false,0.371,1,0.0259,4,,ONLY_SUP,https://www.efghousewares.co.uk/airwick-freshmatic-refill-mango-pk4-122536,https://www.amazon.co.uk/dp/B0DP7L6X6D,Available (see Keepa data),Air Fresheners
AMTECH TELESCOPIC MAG SCREWDRIVER 8PC SET,Amtech S0570 5 Piece Painting Knife Set,5032759041398.0,,B004TRSUAW,1.692,3.64,-1.1266666666666665,-57.48299319727891,,,0,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.027,Char TF-IDF cosine=0.072,Word TF-IDF cosine=0.060,Shared tokens=1",false,0.5,1,0.0272,8,5,BOTH_DIFFERENT,https://www.efghousewares.co.uk/amtech-telescopic-mag-screwdriver-8pc-set,https://www.amazon.co.uk/dp/B004TRSUAW,,Amtech Tools
INTERDENTAL BRUSHES 5PK,"TePe Interdental Brush, Original, Red, 0.5mm/ISO 2, 8pcs, efficient Cleaning Between Teeth, Plaque Remover and Dental flosser for Narrow Gaps",5056239471031.0,7317400015330.0,B0056F762E,1.008,3.96,0.1000000000000002,7.194244604316561,10000.0,,10000,TIER_4_REJECTED,3,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.027,Char TF-IDF cosine=0.352,Word TF-IDF cosine=0.075,Shared tokens=1,Pack-count difference detected",false,0.266,1,0.0274,5,8,BOTH_DIFFERENT,https://www.efghousewares.co.uk/interdental-brushes-5pk,https://www.amazon.co.uk/dp/B0056F762E,Available (see Keepa data),Bathroom   Cosmetics   Beauty
DISPOSABLE DECORATING COVERALL 135CM X 175CM,"Ansell AlphaTec Bodysuit, Disposable Work Overall with Hood, Chemical Protection, Industrial Safety Workwear, Men Women (1 Unit)",5056338360274.0,,B005C2NDBO,1.476,4.19,-1.4983333333333329,-84.17602996254678,400.0,400.0,400,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,UNPROFITABLE,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.027,Char TF-IDF cosine=0.229,Word TF-IDF cosine=0.134,Shared tokens=1",false,0.325,1,0.0274,,,NEITHER,https://www.efghousewares.co.uk/disposable-decorating-coverall-135cm-x-175cm-121490,https://www.amazon.co.uk/dp/B005C2NDBO,,Diy   Tools
EXPRESS DECANTER SQUARE 1160ML,"BarCraft Wine Decanter, Wine Aeration Glass, Wide-Base Design, 1.5 Litre",6261686802553.0,5028250434074.0,B0095ILIDG,2.8920000000000003,12.99,1.0450000000000017,35.304054054054106,50.0,50.0,50,TIER_4_REJECTED,3,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.025,Char TF-IDF cosine=0.223,Word TF-IDF cosine=0.121,Shared tokens=1",false,0.303,1,0.0253,,,NEITHER,https://www.efghousewares.co.uk/express-decanter-square-1160ml-124002,https://www.amazon.co.uk/dp/B0095ILIDG,,Glass Tableware
BLOC BUNGEE CORD SET 1.8M,"Bison Gear Premium Bungee Cords with Hooks - UV Resistant Heavy Duty Cords with Non-Scratch Hooks, Including Mini Cords, Tarp Clips and Bungee Ties, Multi Use (28 Piece Set)",5056170305754.0,,B00Y4NN952,1.008,13.99,6.109583333333334,439.5383693045564,200.0,200.0,200,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.025,Char TF-IDF cosine=0.333,Word TF-IDF cosine=0.089,Shared tokens=1",false,0.187,1,0.0252,,28,ONLY_AMZ,https://www.efghousewares.co.uk/bloc-bungee-cord-set-1-8m,https://www.amazon.co.uk/dp/B00Y4NN952,,Diy   Tools
PEDICURE PADDLE,"Pedicure Foot File and Callus Remover for Hard Skin Professional, Stainless Steel Foot Rasp File with Ten Free Refill Grits Double-Sided Replacement Pads Easy Feet Scrubber for Bath Pedicure Salon",6923456799141.0,6935409505365.0,B073RMYWRB,0.852,7.56,1.7700000000000002,140.47619047619048,500.0,500.0,500,TIER_4_REJECTED,3,EAN_MISMATCH,"Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.028,Char TF-IDF cosine=0.366,Word TF-IDF cosine=0.146,Shared tokens=1",false,0.133,1,0.0282,,,NEITHER,https://www.efghousewares.co.uk/pedicure-paddle-113674,https://www.amazon.co.uk/dp/B073RMYWRB,Available (see Keepa data),Bathroom   Cosmetics   Beauty
XOXO HAIR SCRUNCHIE IRIDESCENT,"Hair Scrunchies, 8 Pack Shiny Metallic Scrunchies Elastic Hair Ties Colorful Mermaid Hair Bands Ponytail Holders Soft Hair Scrunchy Bobbles Hair Accessories for Women Girls, Gym Dance Party or Club",5050565566508.0,745302704996.0,B07NMLJY9B,1.008,5.27,1.0616666666666668,76.378896882494,500.0,500.0,500,TIER_4_REJECTED,3,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.027,Char TF-IDF cosine=0.376,Word TF-IDF cosine=0.094,Shared tokens=1",false,0.222,1,0.0272,,8,ONLY_AMZ,https://www.efghousewares.co.uk/xoxo-hair-scrunchie-iridescent-108295,https://www.amazon.co.uk/dp/B07NMLJY9B,Available (see Keepa data),Bathroom   Cosmetics   Beauty
RAPIDE PAINT BRUSHES 4PC,"Rapide | Professional Masonry Brush| 115mm (4½"")| Large Medium Stiff Bristles",5055319529358.0,5060717450418.0,B07Z9Q83HQ,1.14,4.99,-0.4116666666666657,-27.444444444444382,,,0,TIER_4_REJECTED,3,"EAN_MISMATCH,UNPROFITABLE","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.031,Char TF-IDF cosine=0.278,Word TF-IDF cosine=0.133,Shared tokens=1",false,0.387,1,0.0313,4,,ONLY_SUP,https://www.efghousewares.co.uk/rapide-paint-brushes-4pc-111609,https://www.amazon.co.uk/dp/B07Z9Q83HQ,,Diy   Tools
BEAU UNICORNHAIR CLIPS 6PC,20 PCS Unicorn Hair Clips Cute Unicorn Hair Barrettes Cartoon Hairpins for Kids Girls Children,5050565847461.0,619156355515.0,B07ZXBBWXQ,1.008,5.29,1.0783333333333334,77.57793764988008,100.0,100.0,100,TIER_4_REJECTED,3,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.033,Char TF-IDF cosine=0.476,Word TF-IDF cosine=0.073,Shared tokens=1,Pack-count difference detected",false,0.35,1,0.0334,6,20,BOTH_DIFFERENT,https://www.efghousewares.co.uk/beau-unicornhair-clips-6pc-120116,https://www.amazon.co.uk/dp/B07ZXBBWXQ,Available (see Keepa data),Bathroom   Cosmetics   Beauty
BLACKSPUR WALLPAPER SCISSORS 12 INCH,Harris Seriously Good Paperhanging Scissors 12in 102054001,5017403147787.0,5056287403091.0,B084KWZP5Z,1.416,6.16,-0.2166666666666663,-12.524084778420018,1000.0,,1000,TIER_4_REJECTED,3,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.035,Char TF-IDF cosine=0.286,Word TF-IDF cosine=0.110,Shared tokens=1,Measurement closeness=1.000",false,0.447,1,0.0348,,,NEITHER,https://www.efghousewares.co.uk/blackspur-wallpaper-scissors-12-inch-121968,https://www.amazon.co.uk/dp/B084KWZP5Z,,Diy   Tools
CARRIERS BAGS SMALL PK100,"100 x Strong Medium White Plastic Vest Carrier Bags 10x15x18""",5022458005470.0,769322131488.0,B085GDPDLZ,0.924,3.99,-1.2950000000000002,-98.1060606060606,2000.0,,2000,TIER_4_REJECTED,3,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.031,Char TF-IDF cosine=0.343,Word TF-IDF cosine=0.062,Shared tokens=1",false,0.353,1,0.0312,100,,ONLY_SUP,https://www.efghousewares.co.uk/carriers-bags-small-pk100,https://www.amazon.co.uk/dp/B085GDPDLZ,Available (see Keepa data),Bin Bag Carrier Bag Paper Bag
AIRWICK PLUG COMPLETE MALIBU PK4,Air Wick Air Freshener Electrical Plug in Bundle Pack (2 Plug in Gadgets + 6 Refills),5059001021892.0,5059001503879.0,B087DGHX8Z,13.428,19.99,0.2583333333333317,2.200454287336727,100.0,100.0,100,TIER_4_REJECTED,3,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.025,Char TF-IDF cosine=0.198,Word TF-IDF cosine=0.119,Shared tokens=1",false,0.348,1,0.0253,4,2,BOTH_DIFFERENT,https://www.efghousewares.co.uk/airwick-plug-complete-malibu-pk4-124966,https://www.amazon.co.uk/dp/B087DGHX8Z,,Air Fresheners
KEY RING WITH TAG 5PC,"Key Tags , Pack of 10 Key Tags with Labels Key Fobs ID Plastic Key Tags Key Labels with Split Rings for Luggage Pet Name Memory Stick Tags-10 Colors",5056338360090.0,616985918812.0,B08L83W777,0.744,2.98,-1.5566666666666669,-133.04843304843308,2000.0,,2000,TIER_4_REJECTED,3,"EAN_MISMATCH,UNPROFITABLE","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.028,Char TF-IDF cosine=0.409,Word TF-IDF cosine=0.216,Shared tokens=1,Pack-count difference detected",false,0.204,1,0.0283,5,10,BOTH_DIFFERENT,https://www.efghousewares.co.uk/key-ring-with-tag-5pc-121511,https://www.amazon.co.uk/dp/B08L83W777,Available (see Keepa data),Diy   Tools
CINTRONELLA CANDLE,"Natural Soy Wax Citronella Candles Outdoor/Indoor | Long-Lasting for Garden, Camping, Picnic | Essential Oil Aromatherapy Citronella Candle Outdoor | Gardening Gifts & Presents for Women",5056175915910.0,619660683401.0,B08P5HNCSN,1.008,18.97,8.228333333333333,591.9664268585132,50.0,50.0,50,TIER_4_REJECTED,3,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.028,Char TF-IDF cosine=0.384,Word TF-IDF cosine=0.033,Shared tokens=1",false,0.175,1,0.0283,,,NEITHER,https://www.efghousewares.co.uk/cintronella-candle,https://www.amazon.co.uk/dp/B08P5HNCSN,,Candles Air Fresheners Diffuse
BLACKSPUR KNIFE BLADE SNAP10PC BOTH,Blue Spot Tools 29191 12 Piece Precision Hobby Knife Blades,5017403143109.0,5028734291919.0,B09CLDS726,1.008,3.59,-0.3883333333333335,-27.937649880095933,500.0,500.0,500,TIER_4_REJECTED,3,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.027,Char TF-IDF cosine=0.226,Word TF-IDF cosine=0.074,Shared tokens=1",false,0.383,1,0.0268,10,12,BOTH_DIFFERENT,https://www.efghousewares.co.uk/blackspur-knife-blade-snap10pc-both,https://www.amazon.co.uk/dp/B09CLDS726,,Diy   Tools
BLACKSPUR TWEEZER SET 4PC UP,NARZ 4Pcs Professional Tweezer for Facial Hair Women & Men Stainless Steel Precision Tweezers for Ingrown Hair Tweezers for Men & Women (Black Set),5017403106265.0,758890779611.0,B09JLXKWB5,1.008,2.99,-0.6683333333333329,-48.081534772182216,7000.0,,7000,TIER_4_REJECTED,3,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.032,Char TF-IDF cosine=0.504,Word TF-IDF cosine=0.114,Shared tokens=1",false,0.213,1,0.0319,4,4,BOTH_EQUAL,https://www.efghousewares.co.uk/blackspur-tweezer-set-4pc-up,https://www.amazon.co.uk/dp/B09JLXKWB5,Available (see Keepa data),Diy   Tools
PUMP DISPENSER REFILABLE 180ML,Single 200ML Soap Dispenser Bathroom Wall Mounted Shower Gel Shampoo and Conditioner Dispenser Kitchen Dish Detergent Container Hand Body Wash Liquid Soap Dispenser for Home Hotel Restaurant,5056170343510.0,,B0B2D9YLYZ,1.008,13.99,6.448333333333334,463.90887290167865,200.0,200.0,200,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.029,Char TF-IDF cosine=0.393,Word TF-IDF cosine=0.142,Shared tokens=1,Measurement closeness=0.900",false,0.145,1,0.0289,,,NEITHER,https://www.efghousewares.co.uk/pump-dispenser-refilable-180ml,https://www.amazon.co.uk/dp/B0B2D9YLYZ,Available (see Keepa data),Bathroom   Cosmetics   Beauty
BRASS PADLOCKS 20MM 2PC,"HOLULO Safety Lockout Padlocks with Keys, 10 Padlocks with 20 Keys Different, Insulation Outdoor Padlock,Red Safety Locks Off kit for Electricians",5056338360168.0,,B0B4D99NCM,1.344,39.99,24.24625,1451.8712574850297,,,0,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,EXTREME_ROI,EXTREME_PRICE_RATIO,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.028,Char TF-IDF cosine=0.368,Word TF-IDF cosine=0.120,Shared tokens=1,Suspiciously high ROI: 1452%,Price ratio 29.8x",false,0.192,1,0.0283,2,,ONLY_SUP,https://www.efghousewares.co.uk/brass-padlocks-20mm-2pc-118634,https://www.amazon.co.uk/dp/B0B4D99NCM,,Diy   Tools
LIFETIME NAIL CLIPPERS,"BEZOX Well-Made Nail Clipper Set 2 Pcs, Wide Jaw Opening Nail Clipper for Fingernail and Toenail, Premium Stainless Steel Sharp Sturdy Finger Nail Clipper",8711252542379.0,,B0BXX1FJNK,0.936,5.99,1.5116666666666665,113.65914786967416,5000.0,,5000,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.032,Char TF-IDF cosine=0.429,Word TF-IDF cosine=0.115,Shared tokens=1",false,0.195,1,0.0324,,2,ONLY_AMZ,https://www.efghousewares.co.uk/lifetime-nail-clippers-2pc-116163,https://www.amazon.co.uk/dp/B0BXX1FJNK,Available (see Keepa data),Bathroom   Cosmetics   Beauty
CHUNKY HAIR TIES 8PC,"AXEN 8PCS Elastic Hair Tie for Women Girls, Cotton Bands Soft Woven Ponytail Holders for Thick Hair and Curly Hair, Pink Series",5050565765192.0,,B0C4N7BX55,1.008,8.99,2.961666666666668,213.06954436450843,,,0,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.027,Char TF-IDF cosine=0.206,Word TF-IDF cosine=0.107,Shared tokens=1",false,0.193,1,0.0272,8,8,BOTH_EQUAL,https://www.efghousewares.co.uk/chunky-hair-ties-8pc-120115,https://www.amazon.co.uk/dp/B0C4N7BX55,Available (see Keepa data),Bathroom   Cosmetics   Beauty
ASHLEY SUCTION HOOK SET 12PC,"Pack of 12 40mm Suction Cup Hooks - Premium PVC Cups with Metal Hooks, Window Glass Suction Cups, Ideal for Bathrooms, Towels, Sponges, Wreaths or Kitchen Utensils",5017403019442.0,,B0CLDRTYK1,1.008,3.75,-1.1437500000000005,-82.28417266187051,,,0,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,UNPROFITABLE,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.032,Char TF-IDF cosine=0.296,Word TF-IDF cosine=0.100,Shared tokens=1",false,0.226,1,0.0323,12,12,BOTH_EQUAL,https://www.efghousewares.co.uk/ashley-suction-hook-set-12pc-109382,https://www.amazon.co.uk/dp/B0CLDRTYK1,,Diy   Tools
JL TOILETRIES BAG ASS COLOUR,4pcs Kids Toiletry Wash Bag Travel Solid Color Waterproof Dumpling Shape Make Up Organisers Convenient Women Girls,6931045618469.0,,B0F6Y33QNZ,1.008,5.38,-0.1266666666666663,-9.112709832134271,,,0,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,UNPROFITABLE,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.025,Char TF-IDF cosine=0.219,Word TF-IDF cosine=0.045,Shared tokens=1",false,0.324,1,0.0253,,4,ONLY_AMZ,https://www.efghousewares.co.uk/jl-toiletries-bag-ass-colour,https://www.amazon.co.uk/dp/B0F6Y33QNZ,Available (see Keepa data),Bathroom   Cosmetics   Beauty
BLOOME DIFFFUSERS FRAGRANCE,"Bloome 2pk Assorted Vase Aroma Mist Diffuser Lavender 200ml - Decorative Perfect Electric Essential Oil Diffusers for Home, Office, & Bathroom, Long Lasting USB Plug In for Pet Odours & Room Freshness",5056175972180.0,5056734417039.0,B0FTGD68DF,1.008,8.99,2.567916666666667,184.742206235012,50.0,50.0,50,TIER_4_REJECTED,3,EAN_MISMATCH,"Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.027,Char TF-IDF cosine=0.350,Word TF-IDF cosine=0.112,Shared tokens=1",false,0.2,1,0.0268,,2,ONLY_AMZ,https://www.efghousewares.co.uk/bloome-difffusers-fragrance,https://www.amazon.co.uk/dp/B0FTGD68DF,,Candles Air Fresheners Diffuse
XOXO HAIR SCRUNCHIE IRIDESCENT,"Hair Scrunchies 8 Pack Shiny Metallic Hair Ties, Colourful Holographic Scrunchies for Ponytails and Buns, Soft Elastic Hair Bands for Women, Girls, Parties, Sports and Everyday Styling",5050565566508.0,,B0GG5BTZJ6,1.008,5.76,1.43,102.8776978417266,50.0,50.0,50,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.026,Char TF-IDF cosine=0.300,Word TF-IDF cosine=0.063,Shared tokens=1",false,0.23,1,0.0259,,8,ONLY_AMZ,https://www.efghousewares.co.uk/xoxo-hair-scrunchie-iridescent-108295,https://www.amazon.co.uk/dp/B0GG5BTZJ6,Available (see Keepa data),Bathroom   Cosmetics   Beauty
AMTECH DIAMOND+CUT OFF BLADE 3PC SET,"Diamond Multi-Purpose Saw Blades 3Pcs, 115mm/4.5"" Angle Grinder Discs, Tile Cutting Disc, Grinder Tool Dry/Wet Cutting for Concrete, Steel, PVC, Granite, Marble, Wood",5032759022953.0,,B0GKG8D823,5.424,12.99,1.645000000000002,32.445759368836335,50.0,50.0,50,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.025,Char TF-IDF cosine=0.162,Word TF-IDF cosine=0.046,Shared tokens=1",false,0.249,1,0.025,3,3,BOTH_EQUAL,https://www.efghousewares.co.uk/amtech-diamond-cut-off-blade-3pc-set,https://www.amazon.co.uk/dp/B0GKG8D823,Available (see Keepa data),Amtech Tools
EVERYDAY 50CM STICK ON,"Aluminium Foil Blackout Window Film Privacy Film for Glass Windows, Heat Reflective Thermal Insulation Sun Blocking Cover, Anti UV No Drill Window Blinds for Home Bedroom(Black Edge,50cm x 50cm)",5055319515580.0,,B0GWH4NFBX,1.008,7.36,1.5433333333333332,111.03117505995202,,,0,TIER_4_REJECTED,3,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.030,Char TF-IDF cosine=0.159,Word TF-IDF cosine=0.193,Shared tokens=1,Measurement closeness=1.000",false,0.122,1,0.0305,,,NEITHER,https://www.efghousewares.co.uk/everyday-50cm-stick-on-108809,https://www.amazon.co.uk/dp/B0GWH4NFBX,,Diy   Tools
FLORAL DEHUMIDIFIER GARDENIA,"COMFEE' 30L/DAY Dehumidifier for Home, Low Noise Level, Continuous Drainage with Drain Hose, Smart App Control, Side-Access Water Tank, Ideal for Bedroom, Bathroom, Laundry, Attic, Basement, Office",5061031651192.0,4048164119110.0,B0DPKV2H5N,1.044,159.99,101.32500000000002,7135.563380281691,,,0,TIER_4_REJECTED,2,"EAN_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.021,Char TF-IDF cosine=0.194,Word TF-IDF cosine=0.055,Shared tokens=1,Suspiciously high ROI: 7136%,Price ratio 153.2x",false,0.234,1,0.0215,,,NEITHER,https://www.efghousewares.co.uk/floral-dehumidifier-gardenia-118781,https://www.amazon.co.uk/dp/B0DPKV2H5N,,Candles Air Fresheners Diffuse
GLASS PLAIN JUG 0.5LTR,"AOC Q27G4XD 27 inch WQHD Gaming Monitor 180Hz, Fast IPS Panel, 0.5ms MPRT, Adaptive Sync, HDR400, G-Sync Compatible, Height Adjustment, (2560x1440 HDMI 2x 2.0 DP 1x 1.4) Black",6942178910238.0,,B0CZ78S8GJ,0.936,134.99,91.87791666666668,6908.11403508772,300.0,300.0,300,TIER_4_REJECTED,2,"AMAZON_EAN_MISSING,EXTREME_ROI,EXTREME_PRICE_RATIO,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.020,Char TF-IDF cosine=0.031,Word TF-IDF cosine=0.000,Shared tokens=1,Suspiciously high ROI: 6908%,Price ratio 144.2x",false,0.138,1,0.0198,,2,ONLY_AMZ,https://www.efghousewares.co.uk/glass-plain-jug-0-5ltr,https://www.amazon.co.uk/dp/B0CZ78S8GJ,,Glass Tableware
CAROLINE PLASTIC 2 OZ 14 TUBS & LID 1430,"RIAARIO 1:18 All Terrain RC Car, 36 KPH High Speed Remote Control Car with 2.4 GHz Remote Control, 4WD Electric Vehicle Off-Road Truck, 4X4 Waterproof RC Trucks with 2 Rechargeable Batteries",5012145009416.0,,B0CS392QD8,0.768,79.99,50.028333333333336,4204.06162464986,,,0,TIER_4_REJECTED,2,"AMAZON_EAN_MISSING,EXTREME_ROI,EXTREME_PRICE_RATIO,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.019,Char TF-IDF cosine=0.025,Word TF-IDF cosine=0.000,Shared tokens=1,Suspiciously high ROI: 4204%,Price ratio 104.2x",false,0.16,1,0.0194,,,NEITHER,https://www.efghousewares.co.uk/caroline-plastic-2-oz-14-tubs-lid-1430,https://www.amazon.co.uk/dp/B0CS392QD8,Available (see Keepa data),Disposable Tableware
PPS PLASTIC 2 TABLECLOTHS WHITE,"Remote Control Car - 1:18 High Speed Off-Road RC Car, 2.4 GHz 4WD Fast All Terrain RC Drift Vehicle Buggy Monster Truck 4X4 Toy, Gift for Boys",5030481943010.0,,B0FNLKVG7X,0.744,48.18,28.16,2406.8376068376074,,,0,TIER_4_REJECTED,2,"AMAZON_EAN_MISSING,EXTREME_ROI,EXTREME_PRICE_RATIO,CATEGORY_MISMATCH,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.020,Char TF-IDF cosine=0.006,Word TF-IDF cosine=0.000,Shared tokens=1,Suspiciously high ROI: 2407%,Price ratio 64.8x,Category mismatch: supplier={'cleaning'} vs amazon={'toys'}",false,0.152,1,0.0195,,,NEITHER,https://www.efghousewares.co.uk/pps-plastic-2-tablecloths-white,https://www.amazon.co.uk/dp/B0FNLKVG7X,Available (see Keepa data),Disposable Tableware
BAROQ 2 CUP RELISH ON TRAY SET,"BENFEI Laptop Stand with USB C 7in1 Docking Station,HDMI 4K@60Hz,1*SD 1*Micro SD,100W Power Delivery,10Gbps 1*USB C 3.2 and 2*USB A 3.2 Compatible with MacBook Pro/Air, iPad Pro, XPS, Thinkpad",6269711011796.0,,B0F9P1GPGL,1.572,33.99,19.80625,1064.8521505376343,200.0,200.0,200,TIER_4_REJECTED,2,"AMAZON_EAN_MISSING,EXTREME_ROI,EXTREME_PRICE_RATIO,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.020,Char TF-IDF cosine=0.011,Word TF-IDF cosine=0.000,Shared tokens=1,Suspiciously high ROI: 1065%,Price ratio 21.6x",false,0.155,1,0.0197,,,NEITHER,https://www.efghousewares.co.uk/baroq-2-cup-relish-on-tray-set-124016,https://www.amazon.co.uk/dp/B0F9P1GPGL,,Glass Tableware
151 HARD AS NAILS ADHESIVE HIGH POWER 180ML,"Vuba Easihold Gravel Glue 4.1L – Gravel Binder & Resin Stone Glue for Rock, Pebbles & Mulch, Pour On Water-Based Adhesive for Garden Paths, Patios & Borders, Weather Resistant, Pet Safe, 10m²",5013748062600.0,,B0GF9MZ2W2,1.344,29.99,17.162916666666664,1027.719560878243,800.0,800.0,800,TIER_4_REJECTED,2,"AMAZON_EAN_MISSING,EXTREME_ROI,EXTREME_PRICE_RATIO,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.018,Char TF-IDF cosine=0.113,Word TF-IDF cosine=0.032,Shared tokens=1,Suspiciously high ROI: 1028%,Price ratio 22.3x",false,0.244,1,0.0182,,,NEITHER,https://www.efghousewares.co.uk/151-flexi-filler-hard-as-nails,https://www.amazon.co.uk/dp/B0GF9MZ2W2,,Diy   Tools
PALOMA CHRISTMAS NAPKINS 3 PLY 20 PACK ASSORTED DESIGNS,"Sandal 3-3 Eau de Parfum, 100ml – Unisex Inspired Fragrance, Long Lasting Scent",3838952032452.0,,B0FRSJGFR8,1.14,24.99,12.535,835.6666666666667,,,0,TIER_4_REJECTED,2,"AMAZON_EAN_MISSING,EXTREME_PRICE_RATIO,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.024,Char TF-IDF cosine=0.013,Word TF-IDF cosine=0.000,Shared tokens=1,Price ratio 21.9x",false,0.303,1,0.0237,20,,ONLY_SUP,https://www.efghousewares.co.uk/paloma-christmas-napkins-3-ply-20-pack-assorted-designs-122846,https://www.amazon.co.uk/dp/B0FRSJGFR8,Available (see Keepa data),Disposable Tableware
AMTECH FOLDBACK UTILITY KNIFE STAINLESS STEEL,"Victorinox Swiss Classic Kitchen Knife Set, Cooking Knives, Set of 5, Extra Sharp Blades, Swiss Made, Black",5032759029310.0,,B07PFW7NWS,6.132000000000001,72.01,42.93708333333335,758.6057126030627,200.0,200.0,200,TIER_4_REJECTED,2,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.021,Char TF-IDF cosine=0.121,Word TF-IDF cosine=0.052,Shared tokens=1",false,0.299,1,0.0209,,5,ONLY_AMZ,https://www.efghousewares.co.uk/amtech-foldback-utility-knife-stainless-steel,https://www.amazon.co.uk/dp/B07PFW7NWS,,Amtech Tools
