SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category
151 GORILLA DECORATORS INSTANT FILLER,Gorilla Ready Mixed Cracks Remover 300g Instant Filler for Interior & Exterior,5053249240978,5053249240978,B092RJGL1P,1.68,4.15,-1.681666667,-86.23931624,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=3)",TRUE,https://www.efghousewares.co.uk/151-gorilla-decorators-instant-filler,https://www.amazon.co.uk/dp/B092RJGL1P,,Diy   Tools
CAROLINE PAPER TABLE COVER DARK GREEN,"Disposable Tablecovers (pack of 2, Caroline brand) - Dark Green",5012145002936,5012145002936,B00111OC2Y,1.188,2.95,-1.331666667,-86.47186147,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.46, shared=3)",TRUE,https://www.efghousewares.co.uk/caroline-paper-table-cover-dark-green,https://www.amazon.co.uk/dp/B00111OC2Y,,Disposable Tableware
ESSENTIAL CAKE DRUM ROUND 10 INCH PK5,"Pack of 5 Essential 10"" Round Embossed Cake Drum CDRC10",5033298006497,5033298006497,B01F5TLR3E,8.664,4.29,-7.14125,-91.90797941,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=4)",TRUE,https://www.efghousewares.co.uk/essential-cake-drum-round-10-inch-pk5,https://www.amazon.co.uk/dp/B01F5TLR3E,,Disposable Tableware
AIRWICK AUTO SPRAY REFILL EUCALYPTUS & FREESIA 228ML PK4,"Air Wick Aerosol-Free Automatic Air Freshener Spray Refill, Eucalyptus & Freesia, Pack 1 x 228ml, 24x7 Active Fresh Odour Neutraliser, Lasts Up to 70 Days, Air freshener For Home",5059001014429,5059001014429,B0BLZ4NRG2,17.46,4.5,-14.5,-96.02649007,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=5)",TRUE,https://www.efghousewares.co.uk/airwick-auto-spray-refill-228ml-eucalyptus-freesia-pk4-120558,https://www.amazon.co.uk/dp/B0BLZ4NRG2,,Air Fresheners
WEED CONTROL FABRIC 1.5 X 1.25M,Bargain Guru Weed Control Fabric Membrane Garden Landscape Ground Cover Sheet 1.5m x 1.5m,5056239461049,5056239461049,B088Z2YYDJ,1.008,3.92,-1.383333333,-99.52038369,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.48, shared=3)",TRUE,https://www.efghousewares.co.uk/weed-control-fabric-1-5-x-1-25m,https://www.amazon.co.uk/dp/B088Z2YYDJ,,Diy   Tools
RAPIDE DP60 LUBRICANT SPRAY 250ML,250ml Dp60 Super Strong Penetrating Maintenance Spray,5019702950891,5019702950891,B0083IRRQG,1.14,4.16,-1.513333333,-100.8888889,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.40, shared=3)",TRUE,https://www.efghousewares.co.uk/rapide-dp60-spray,https://www.amazon.co.uk/dp/B0083IRRQG,,Diy   Tools
PPS BBQ PARTY 100 SKEWERS 30CM,100 x BAMBOO WOODEN BBQ SKEWERS- 20cm/ 8 inches FREE DELIVERY,5030481961038,5030481961038,B00VKDZE6Q,0.672,3.79,-1.191666667,-107.3573574,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.36, shared=3)",TRUE,https://www.efghousewares.co.uk/pps-bbq-party-100-skewers-30cm,https://www.amazon.co.uk/dp/B00VKDZE6Q,,Disposable Tableware
151 PVC TAPE BLACK 15M PACK OF 2,PVC Tape - Black 3pk,5050375002661,5050375002661,B009Z0LK6Y,1.14,2.19,-1.685,-112.3333333,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.67, shared=3)",TRUE,https://www.efghousewares.co.uk/151-tape-pvc-black-15m-pk2,https://www.amazon.co.uk/dp/B009Z0LK6Y,,Diy   Tools
151 DEHUMIDIFIER BAGS SMALL SPACE 36G PACK OF 2,151® HOME DEHUMIDIFIER BAGS 2pk,5053249224534,5053249224534,B07KFKW23N,1.008,3.38,-1.603333333,-115.3477218,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.62, shared=3)",TRUE,https://www.efghousewares.co.uk/151-dehumidifier-bags-2s,https://www.amazon.co.uk/dp/B07KFKW23N,Available (see Keepa data),Candles Air Fresheners Diffuse
GLOVES BLACK NYLON 10 INCH PK12,"Marksman 10""-13G Black Nylon, Black PU Smooth Finish gloves",5038673630632,5038673630632,B06XWKNVCD,8.064,3.97,-9.341666667,-128.4961027,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.44, shared=3)",TRUE,https://www.efghousewares.co.uk/gloves-black-nylon-10-inch-pk12,https://www.amazon.co.uk/dp/B06XWKNVCD,,Diy   Tools
BLACKSPUR WET & DRY SANDPAPER 10PCE BOTH,10 Sheets of wet and dry sandpaper,5017403762782,5017403762782,B000QF92U8,1.008,2.55,-2.605,-187.4100719,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=3)",TRUE,https://www.efghousewares.co.uk/blackspur-wet-dry-sandpaper-10pce-both,https://www.amazon.co.uk/dp/B000QF92U8,,Diy   Tools
KINGFISHER FOIL SET3 PLATTERS 17INCH,"Kingfisher Foil Platter, Silver, 17-Inch, Pack of 3",5013478557919,5013478557919,B01LZ8DKSW,1.644,7.2,-0.01,-0.520833333,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.75, shared=2),Brand match: kingfisher",TRUE,https://www.efghousewares.co.uk/kingfisher-foil-set3-platters-17inch,https://www.amazon.co.uk/dp/B01LZ8DKSW,,Disposable Tableware
ECOBAG GARDEN BAG GREEN 25 BAG 80 LTR,"EcoBag - 25 Pack Extra Strong Heavy Duty Garden Sacks - 80L - 30 Microns - Recyclable, Leak Resistant & Eco-Friendly, Durable Garden Waste Disposal Bags for Household & Commercial Use (700x860mm)",5019685103505,5019685103505,B097BHC3RH,2.124,6.99,-0.095,-4.094827586,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=2),Brand match: ecobag",TRUE,https://www.efghousewares.co.uk/ecobag-green-garden-25-bag-80-ltr-sp-,https://www.amazon.co.uk/dp/B097BHC3RH,,Bin Bag Carrier Bag Paper Bag
TIDYZ SANDWICH 15 BAGS SLIDE ZIP,"Tidyz Slide Zip Food Bags Pack of 15 Food Prep Accessories & Storage, Clear",5025364003745,5025364003745,B0B69DX7J9,0.744,4.89,-0.165,-14.1025641,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=4),Brand match: tidyz",TRUE,https://www.efghousewares.co.uk/tidyz-sandwich-15-bags-slide-zip,https://www.amazon.co.uk/dp/B0B69DX7J9,,Bin Bag Carrier Bag Paper Bag
KINGFISHER FOIL SET2 PLATTERS 14INCH,"Kingfisher Food Platter, Silver, 14-Inch, Pack of 2",5013478557902,5013478557902,B000XJ5Z44,0.852,5.39,-0.328333333,-26.05820106,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.70, shared=1),Brand match: kingfisher",TRUE,https://www.efghousewares.co.uk/kingfisher-foil-set2-platters-14inch,https://www.amazon.co.uk/dp/B000XJ5Z44,,Disposable Tableware
PAN AROMA C TEA-LIGHTS 16PK SOOTH LAVENDER,Pan Aroma 16 pc tealight Candles Soothing Lavander (Soothin Lavander),5053249228211,5053249228211,B082MJDP5X,1.08,3.7,-0.396666667,-27.35632184,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.65, shared=2),Brand match: pan",TRUE,https://www.efghousewares.co.uk/pan-aroma-c-tea-lights-16pk-sooth-lavender,https://www.amazon.co.uk/dp/B082MJDP5X,,Candles Air Fresheners Diffuse
MARKSMAN SAND PAPER WOOD,"Marksman Pack Of 10 Sheets 9"" X 11"" Sandpaper",5038673680743,5038673680743,B00EKNGRL4,1.008,4.99,-0.551666667,-39.6882494,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.54, shared=1),Brand match: marksman",TRUE,https://www.efghousewares.co.uk/marksman-sand-paper-wood,https://www.amazon.co.uk/dp/B00EKNGRL4,,Diy   Tools
CAROLINE 4PC FOODTRAY & LIDS,Caroline Plastic Tubs with Lids X4 1000ml,5012145004091,5012145004091,B0030FUIQS,1.104,5.38,-0.646666667,-43.99092971,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.56, shared=2),Brand match: caroline",TRUE,https://www.efghousewares.co.uk/caroline-4pc-foodtray-lids-2005,https://www.amazon.co.uk/dp/B0030FUIQS,,Disposable Tableware
KINGFISHER LINERS CAKE CASE,"Kingfisher Round Cake Tin Cases, White, Pack of 15",5013478130921,5013478130921,B0084EC34A,0.852,4.74,-0.64,-50.79365079,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.59, shared=2),Brand match: kingfisher",TRUE,https://www.efghousewares.co.uk/kingfisher-liners-cake-case-08-12,https://www.amazon.co.uk/dp/B0084EC34A,,Disposable Tableware
PAPER 50 HOTCUPS 8 OZ,Paper Hot Coffee Tea Drinking Cups 8oz - 228ml (50 Pack),5060357991784,5060357991784,B01M4S0QM4,1.728,5.63,-1.208333333,-60.72026801,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.46, shared=1),Brand match: paper",TRUE,https://www.efghousewares.co.uk/paper-50-hotcups-8-oz-30021060,https://www.amazon.co.uk/dp/B01M4S0QM4,,Disposable Tableware
151 HOOK & LOOP TAPE 1M,"151 Products TT1005-36 Tape, Clear",5050375001930,5050375001930,B004W3LJLA,1.14,4.5,-1.02,-68,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.44, shared=2),Brand match: 151",TRUE,https://www.efghousewares.co.uk/151-tape-hook-loop-1m-7-8,https://www.amazon.co.uk/dp/B004W3LJLA,,Diy   Tools
SAFETY SCRAPER,"Safety Scraping Tool for Window Cleaning - Tough Dirt, Tape, Sticker & Paint Scraper for Glass Car Sticker Remover, Removing Vinyl Decals Label Glue from Cars and Other Delicate Surfaces",5056338356611,5056338356611,B0BKK93FS9,1.008,3.74,-1.150833333,-82.79376499,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.14, shared=2),Brand match: safety",TRUE,https://www.efghousewares.co.uk/safety-scraper-108760,https://www.amazon.co.uk/dp/B0BKK93FS9,,Diy   Tools
KINGFISHER FOIL SET4 PLATTERS,"Kingfisher Foil Platter, Silver, 11-Inch, Pack of 4",5013478119902,5013478119902,B00742MCVC,0.972,5.69,-1.168333333,-85.90686275,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.63, shared=2),Brand match: kingfisher",TRUE,https://www.efghousewares.co.uk/kingfisher-foil-set4-platters-25-11,https://www.amazon.co.uk/dp/B00742MCVC,,Disposable Tableware
AIRPURE REFILL MULLED WINE 250ML PK12,"AIRPURE Air-O-Matic Air Freshener Refill, 250ml, Automatic Spray Fragrance for Home, Office, Kitchens and Anywhere for a Burst of Fresh Scent - Mulled Wine Fragrance",5060194130056,5060194130056,B007GX5ZFY,12.084,5.08,-9.546666667,-89.89328311,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.28, shared=5),Brand match: airpure",TRUE,https://www.efghousewares.co.uk/airpure-refill-mulled-wine-250ml-pk12-109875,https://www.amazon.co.uk/dp/B007GX5ZFY,,Air Fresheners
KINGFISHER MICRO 5 CONTAINER CLEAR,"Kingfisher Microwave Food Containers Lids, Transparent, Pack of 5",5013478119254,5013478119254,B003QGWVY8,0.972,3.75,-1.465,-107.7205882,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.64, shared=1),Brand match: kingfisher",TRUE,https://www.efghousewares.co.uk/kingfisher-micro-5-container-clear,https://www.amazon.co.uk/dp/B003QGWVY8,,Disposable Tableware
CAROLINE PAPER TABLE COVERS HOTPINK 1337,Caroline 90cm Square Tablecovers Hot Pink Pack Of 2,5012145011952,5012145011952,B00KYBDKNE,1.188,3.5,-1.823333333,-118.3982684,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.70, shared=1),Brand match: caroline",TRUE,https://www.efghousewares.co.uk/caroline-paper-table-covers-hotpink-1337,https://www.amazon.co.uk/dp/B00KYBDKNE,,Disposable Tableware
MARKSMAN MULTI PURPOSE WIRE,"Marksman Plastic Coated Garden Wire, 3mm x 5m",5038673702407,5038673702407,B00DZRDVN8,1.008,3.15,-1.655,-119.0647482,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.56, shared=2),Brand match: marksman",TRUE,https://www.efghousewares.co.uk/marksman-multi-purpose-wire,https://www.amazon.co.uk/dp/B00DZRDVN8,,Diy   Tools
KINGFISHER DEHUMIDIFIER PLAIN,Kingfisher Compact Dehumidifier Moisture Absorber,5013478137616,5013478137616,B00AAG0PO0,1.14,2.99,-1.948333333,-129.8888889,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.64, shared=2),Brand match: kingfisher",TRUE,https://www.efghousewares.co.uk/kingfisher-dehumidifier-plain,https://www.amazon.co.uk/dp/B00AAG0PO0,Available (see Keepa data),Candles Air Fresheners Diffuse
PALOMA 100 ROSA SERVIETTES,Paloma Napkins 30x30cm 1 Ply - x100 Napkins,3838952015059,3838952015059,B00AMHIH3S,1.104,2.87,-2.548333333,-173.3560091,,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.35, shared=1),Brand match: paloma",TRUE,https://www.efghousewares.co.uk/paloma-100-rosa-serviettes,https://www.amazon.co.uk/dp/B00AMHIH3S,,Disposable Tableware
CAROLINE PLASTIC SPIRIT 12 GLASSES,Spirit Glass Clear,5012145000642,5012145000642,B000XAB6X2,1.368,6.27,-0.075,-4.437869822,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.50, shared=1)",TRUE,https://www.efghousewares.co.uk/caroline-plastic-spirit-12-glasses-1621,https://www.amazon.co.uk/dp/B000XAB6X2,,Disposable Tableware
PPS PLASTIC 2 TABLECLOTHS IVORY,2 PACK PICNIC BARBECUE PARTY TABLEWARE PLASTIC TABLE COVERS CLOTH 137CM X 137CM (Cream),5030481943027,5030481943027,B008SD7K0O,0.744,4.98,-0.0525,-4.487179487,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.40, shared=1)",TRUE,https://www.efghousewares.co.uk/pps-plastic-2-tablecloths-ivory,https://www.amazon.co.uk/dp/B008SD7K0O,,Disposable Tableware
PPS 3PLY 33CM 20 NAPKINS SILVER,"20 LUXURY 3 PLY SILVER PAPER NAPKINS - 33cm x 33cm Ideal for weddings, christenings, parties, bbq's etc",5030481990953,5030481990953,B00O2A2BG0,0.852,5.59,-0.101666667,-8.068783069,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=3)",TRUE,https://www.efghousewares.co.uk/pps-3ply-33cm-20-napkins-silver,https://www.amazon.co.uk/dp/B00O2A2BG0,,Disposable Tableware
PPS PAPER 25 PLATES WHITE 23CM,30 WHITE PAPER PLATES - 9 inch/23cm quality durable plates ideal for hot and cold food,5030481980053,5030481980053,B00P59N86Y,0.672,5.04,-0.09,-8.108108108,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=4)",TRUE,https://www.efghousewares.co.uk/pps-paper-25-plates-white-23cm,https://www.amazon.co.uk/dp/B00P59N86Y,,Disposable Tableware
ESSENTIAL PLASTIC WINE 8 GLASSES,Plastic Wine Goblets 175ml 8pc,5033298002338,5033298002338,B004TA3QLM,1.368,6,-0.24,-14.20118343,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.45, shared=2)",TRUE,https://www.efghousewares.co.uk/essential-plastic-wine-8-glasses,https://www.amazon.co.uk/dp/B004TA3QLM,,Disposable Tableware
PPS RECTANGLE 20 DOYLEYS 35CM,20 X WHITE RECTANGLE LACE DOYLEYS - 35cm x 25cm quality disposable paper mats great for entertaining and parties,5030481940071,5030481940071,B07PSNL8YB,0.672,4.74,-0.1625,-14.63963964,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=3)",TRUE,https://www.efghousewares.co.uk/pps-rectangle-20-doyleys-35cm,https://www.amazon.co.uk/dp/B07PSNL8YB,,Disposable Tableware
TIDYZ FOOD BAG 300PCS,Tidy 300 Food Bags Reusable Fresh Food Storage Bags For Longer All Food Type used Standard Strength |19cm x 17cm (Pack of 1),5025364005572,5025364005572,B0FF4C3CSZ,0.744,4.51,-0.191666667,-16.38176638,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.23, shared=1)",TRUE,https://www.efghousewares.co.uk/tidyz-food-bag-300pc-106239,https://www.amazon.co.uk/dp/B0FF4C3CSZ,,Bin Bag Carrier Bag Paper Bag
EURO BIN LINER PEDAL BIN 75 BAG PK5,"75 x 10L Medium Duty Pedal Bin Liners Flat Top 420x420mm (16.5x16.5"") White",5022458004534,5022458004534,B09TLDV5FP,2.688,6.69,-0.46125,-16.53225806,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.30, shared=2)",TRUE,https://www.efghousewares.co.uk/euro-bin-liner-pedal-bin-75-bag-pk5,https://www.amazon.co.uk/dp/B09TLDV5FP,,Bin Bag Carrier Bag Paper Bag
ESSENTIAL CAKE BOX 12IN,"12"" White Cake Box - Wedding/Party-6"" Deep",5033298009146,5033298009146,B00BFGMEBG,2.244,5.99,-0.428333333,-17.69972452,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.43, shared=2)",TRUE,https://www.efghousewares.co.uk/essential-cake-box-12in,https://www.amazon.co.uk/dp/B00BFGMEBG,,Disposable Tableware
PVC INSULATION TAPE 6PC,RYSONS PVC ADHESIVE TAPE COLOUR CODED 6 PACK,5056239433435,5056239433435,B09X1YQK8D,1.14,4.19,-0.278333333,-18.55555556,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.42, shared=2)",TRUE,https://www.efghousewares.co.uk/pvc-insulation-tape-6pc-105754,https://www.amazon.co.uk/dp/B09X1YQK8D,Available (see Keepa data),Diy   Tools
151 GLUE STICKS PACK OF 4,12 X Glue Sticks Washable Non Toxic Kids Children School Craft Glue Adhesives,5053249013343,5053249013343,B07D7FX18S,1.14,5.49,-0.285,-19,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.41, shared=2)",TRUE,https://www.efghousewares.co.uk/151-glue-sticks,https://www.amazon.co.uk/dp/B07D7FX18S,,Diy   Tools
BELLO STRAW CLEANERS,Pack Of 3 Reusable Straw Cleaning Brush Mini Bottle Brushes Pipe Cleaner Brush,5015302412104,5015302412104,B07K48G16W,0.804,3.49,-0.261666667,-21.44808743,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.35, shared=1)",TRUE,https://www.efghousewares.co.uk/bello-straw-cleaners,https://www.amazon.co.uk/dp/B07K48G16W,Available (see Keepa data),Disposable Tableware
PPS 2PLY 30 NAPKINS BLUE 40X40CM eta,"30 LUXURY 2 PLY LIGHT BLUE PAPER DINNER NAPKINS - 40cm x 40cm Ideal for weddings, christenings, parties, bbq's etc",5030481990519,5030481990519,B00VIMRM3C,1.14,5.62,-0.326666667,-21.77777778,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.32, shared=2)",TRUE,https://www.efghousewares.co.uk/pps-2ply-30-napkins-blue-40x40cm-eta,https://www.amazon.co.uk/dp/B00VIMRM3C,,Disposable Tableware
ESSENTIAL CAKE BOX 10IN,10X10In Cake Box With Lid,5033298009153,5033298009153,B00BFGKGOI,1.992,4.99,-0.501666667,-22.69984917,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.50, shared=2)",TRUE,https://www.efghousewares.co.uk/essential-cake-box-10in,https://www.amazon.co.uk/dp/B00BFGKGOI,,Disposable Tableware
ROYAL MARKET BIN LINER GARDEN 10 BAG,Garden Sacks Heavy Duty 10pcs,8011893819039,8011893819039,B007H798XO,1.212,5.1,-0.37,-23.71794872,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.28, shared=1)",TRUE,https://www.efghousewares.co.uk/royal-market-bin-liner-garden-10-bag,https://www.amazon.co.uk/dp/B007H798XO,,Bin Bag Carrier Bag Paper Bag
CAROLINE FOIL TRAY 2 TRAYS 60 OZ  1013,Foil Tray 60oz Baking Tray Fast Postage,5012145001304,5012145001304,B00F8DN5ME,1.644,6.35,-0.498333333,-25.95486111,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.47, shared=2)",TRUE,https://www.efghousewares.co.uk/caroline-foil-tray-2-trays-60-oz-1013,https://www.amazon.co.uk/dp/B00F8DN5ME,,Disposable Tableware
151 DECORATORS TOOLS SAFETY SCRAPER,Safety Scrapper,5050375026995,5050375026995,B00641N41Q,1.344,5.19,-0.435,-26.04790419,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.56, shared=1)",TRUE,https://www.efghousewares.co.uk/151-decorator-tool-safety-scraper-1-2,https://www.amazon.co.uk/dp/B00641N41Q,,Diy   Tools
PPS 3PLY 33CM 20 NAPKINS RED,"20 LUXURY 3 PLY RED PAPER NAPKINS - 33cm x 33cm Ideal for weddings, christenings, parties, bbq's etc",5030481991110,5030481991110,B00O2AM95I,0.672,4.29,-0.295,-26.57657658,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=3)",TRUE,https://www.efghousewares.co.uk/pps-3ply-33cm-20-napkins-red,https://www.amazon.co.uk/dp/B00O2AM95I,,Disposable Tableware
BLACKSPUR GLUE EPOXY UP,"Epoxy Glue / Super Glue, Quick Setting",5017403024682,5017403024682,B005EXJY50,1.008,3.52,-0.376666667,-27.09832134,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.37, shared=2)",TRUE,https://www.efghousewares.co.uk/blackspur-glue-epoxy-up,https://www.amazon.co.uk/dp/B005EXJY50,,Diy   Tools
151 SPRAY PAINT 400ML WHITE SATIN,"All Purpose Aerosol Spray Paint 400ml Quick Drying Spray, Fast Dry and Excellent Coverage for Metal, Wood, Plastic and More (1, White Satin - 151)",5053249241241,5053249241241,B0CJYC3D9P,2.352,6.29,-0.908333333,-36.18857902,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.35, shared=6)",TRUE,https://www.efghousewares.co.uk/151-spray-paint-400ml-white-satin-104085,https://www.amazon.co.uk/dp/B0CJYC3D9P,Available (see Keepa data),Diy   Tools
PAINT FACTORY NEON RED 200ML,Spray Paint Aerosol Fluorescent Extra Bright Matt Finish Interior Exterior 225ml[Neon Red],5055319571210,5055319571210,B007OTABGI,1.14,5.25,-0.585,-39,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=3)",TRUE,https://www.efghousewares.co.uk/paint-factory-neon-red-200ml,https://www.amazon.co.uk/dp/B007OTABGI,,Diy   Tools
151 CONTACT ADHESIVE 30G,70 GRAM CONTACT ADHESIVE TUBE GLUE,5050375052109,5050375052109,B003BVM80A,1.344,5.7,-0.67,-40.11976048,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.66, shared=2)",TRUE,https://www.efghousewares.co.uk/151-glue-contact-adhesive,https://www.amazon.co.uk/dp/B003BVM80A,,Diy   Tools
BLOC SUPERGLUE 10G 2PCE,"White Liquid Superglue, 10 grams (Pack of 2) - Fast Acting, Perfect for Small Household Repairs on Metal, Pottery, Wood, & More",5056170305310,5056170305310,B07F3ZZ4FT,1.008,4.5,-0.65,-46.76258993,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=1)",TRUE,https://www.efghousewares.co.uk/bloc-superglue-10g-2pce,https://www.amazon.co.uk/dp/B07F3ZZ4FT,,Diy   Tools
PRECISION SCREWDRIVER SET 11PC,"AHBD Industries 11Pcs Mini Screwdriver Sets,Small Screwdriver Set Eyeglass Sunglass Repair Interchangeable Torx Screwdrivers Sets, Watch Repair Kit, Laptop Repair Tool kit, Precision Tools",5056338357076,5056338357076,B08Z24RXS1,1.008,3.49,-0.671666667,-48.32134293,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.22, shared=2)",TRUE,https://www.efghousewares.co.uk/precision-screwdriver-set-11pc-121515,https://www.amazon.co.uk/dp/B08Z24RXS1,Available (see Keepa data),Diy   Tools
PPS 3PLY 33CM 20 NAPKINS WHITE,"20 LUXURY 3 PLY WHITE PAPER NAPKINS - 33cm x 33cm Ideal for weddings, christenings, parties, bbq's etc",5030481991011,5030481991011,B00O2A0K86,0.672,5.29,-0.541666667,-48.7987988,,TIER_2_LIKELY,45,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=3)",TRUE,https://www.efghousewares.co.uk/pps-3ply-33cm-20-napkins-white,https://www.amazon.co.uk/dp/B00O2A0K86,,Disposable Tableware
