SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,token_overlap,underpriced_suspicious,supplier_pack_qty,amazon_pack_qty,Unit_Qty_Flag,Unit_Qty_Note,Net_Profit
Fun Time Finger Fun Stimulator,Fun Time Gel and Finger Fun Stimulator,5020535015718,,B09BCDG9JP,0.912,9.75,3.18625,243.22519083969465,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.88, shared=4),Brand match: fun",False,https://www.poundwholesale.co.uk/fun-time-finger-fun-stimulator,https://www.amazon.co.uk/dp/B09BCDG9JP,,Wholesale First Aid Medical,4,False,1,1,MATCH,,3.18625
Pan Aroma Wild Berries Scented Gel Crystals Air Freshener 150g,Pan Aroma Cherry Blossom Lava Gel Crystal Air Freshener,5053249003870,,B01N91KARP,0.912,8.99,2.1816666666666675,166.5394402035624,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.70, shared=5),Brand match: pan",False,https://www.poundwholesale.co.uk/pan-aroma-wild-berries-scented-gel-crystals-air-freshener-150g,https://www.amazon.co.uk/dp/B01N91KARP,,Wholesale Home Fragrance Candles Accessories,5,False,1,1,MATCH,,2.1816666666666675
Hot Shots High Bounce Swirl Balls CDU Assorted Colours,Hot Shot High Bounce Ball - Assorted,5050837394914,,B071LGC6TB,0.72,7.56,1.7949999999999993,156.08695652173907,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.79, shared=4),Brand match: hot",False,https://www.poundwholesale.co.uk/hot-shots-high-bounce-swirl-balls,https://www.amazon.co.uk/dp/B071LGC6TB,,Wholesale Outdoor Toys,4,False,1,1,MATCH,,1.7949999999999993
Elysium Spa Dinosaur Bath Dust Green Apple 400g,Elysium Spa Apple Scented Dinosaur Bath Dust (Pack of 2),5020535016890,,B0DDKWL884,0.972,7.58,1.926666666666667,141.66666666666669,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.65, shared=6),Brand match: elysium",False,https://www.poundwholesale.co.uk/elysium-spa-dinosaur-bath-dust-green-apple-400g,https://www.amazon.co.uk/dp/B0DDKWL884,,Wholesale Skin Care,6,False,1,2,MISMATCH_CHECK,Recalculated for Amazon multipack quantity,0.9546666666666663
Bettina Dustpan And Brush Set Assorted Colours,Bettina Dustpan & Brush Multiple Colours (Green),5052578030403,,B0CBZHJDNH,1.236,8.1,1.7474999999999994,110.60126582278475,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.70, shared=4),Brand match: bettina",False,https://www.poundwholesale.co.uk/dustpan-and-brush-assorted-green-and-blue,https://www.amazon.co.uk/dp/B0CBZHJDNH,,Brooms Mops Brushes,4,False,1,1,MATCH,,1.7474999999999994
Munch & Crunch Beef Chew Sticks 20 Pack CDU,Munch & Crunch Chew Sticks High In Beef,5050375125278,,B07KGGP6R4,0.972,7.26,1.3724999999999998,100.9191176470588,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.70, shared=5),Brand match: munch",False,https://www.poundwholesale.co.uk/20pk-chew-sticks-high-in-beef,https://www.amazon.co.uk/dp/B07KGGP6R4,,Wholesale Pet Toys Treats,5,False,20,1,MATCH,,1.3724999999999998
151 Interior Dehumidifier 250ml 3 Pack,"151 INTERIOR DEHUMIDIFIER 3 X 250ML PACKS FRAGRANCE FREE,3x250ml (Pack of 2)",5053249234939,,B0F8BJX46Z,1.872,10.58,2.076666666666666,98.42022116903632,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.68, shared=4),Brand match: 151",False,https://www.poundwholesale.co.uk/151-interior-dehumidifier-250ml-3-pack,https://www.amazon.co.uk/dp/B0F8BJX46Z,,Dehumidifiers,6,False,3,2,MATCH,,2.076666666666666
Just Stationery Small Desk Tape Dispenser Set,"Just stationery Small Desk Tape in Dispenser, 6003 (Assorted Color)",5013922060033,,B00C9WWJ5Q,0.78,6.49,0.9870833333333338,82.25694444444447,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.81, shared=6),Brand match: just",False,https://www.poundwholesale.co.uk/desk-tape-dispenser-small-and-tapes,https://www.amazon.co.uk/dp/B00C9WWJ5Q,,Wholesale Christmas,6,False,1,1,MATCH,,0.9870833333333338
Round Laundry Basket Graphite,Round Laundry Basket Graphite,5022092001821,,B06XBM3CZ4,1.5,8.01,1.46375,81.31944444444443,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=1.00, shared=4),Brand match: round",False,https://www.poundwholesale.co.uk/round-laundry-basket-graphite,https://www.amazon.co.uk/dp/B06XBM3CZ4,,Laundry,4,False,1,1,MATCH,,1.46375
Marksman 7-Function Spray Gun,Marksman 7-Function Spray Gun 70359C,5038673703596,,B096KJCPWP,1.548,7.8,1.275,69.29347826086956,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.89, shared=4),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-7-function-spray-gun,https://www.amazon.co.uk/dp/B096KJCPWP,,Hoses Watering Accessories,5,False,1,1,MATCH,,1.275
Trebl Portable Bluetooth Tower Speaker Assorted Colours,TREBL Portable Bluetooth Tower Speaker,5056283855672,,B0BTRXDVH7,5.796,15.99,3.5362500000000017,65.72955390334576,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.82, shared=5),Brand match: trebl",False,https://www.poundwholesale.co.uk/trebl-portable-bluetooth-tower-speaker-assorted-colours,https://www.amazon.co.uk/dp/B0BTRXDVH7,,Wholesale Electronic Accessories,5,False,1,1,MATCH,,3.5362500000000017
First Steps Baby Wash Cloths Assorted 4 Pack,First Steps Pack Of Four Baby Wash Cloths#2c,5015302106812,,B08H12WPX6,0.888,6.39,0.8262499999999999,64.05038759689921,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.67, shared=5),Brand match: first",False,https://www.poundwholesale.co.uk/first-steps-baby-wash-cloths-assorted-4-pack,https://www.amazon.co.uk/dp/B08H12WPX6,,Wholesale Baby Accessories,6,False,4,1,MATCH,,0.8262499999999999
Sabichi 5 Speed Hand Mixer Black,"Sabichi 5 Speed Hand Mixer, 100 Watt, Black",5021961094827,,B0033AF5B8,7.5,18.99,4.24125,62.37132352941177,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.88, shared=5),Brand match: sabichi",False,https://www.poundwholesale.co.uk/sabichi-5-speed-hand-mixer-black,https://www.amazon.co.uk/dp/B0033AF5B8,,Wholesale Small Kitchen Appliances,6,False,1,1,MATCH,,4.24125
Treat & Ease Clear Response Pregnancy Testing Kit 3 Pack,Treat & Ease Pregnancy Testing Kit (pack of 3),5055257804883,,B0057JYK5U,0.564,5.55,0.5012499999999998,49.14215686274508,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.78, shared=5),Brand match: treat",False,https://www.poundwholesale.co.uk/clear-response-pregnancy-testing-kit-3-pack,https://www.amazon.co.uk/dp/B0057JYK5U,,Wholesale First Aid Medical,7,False,3,3,MATCH,,0.5012499999999998
Marksman 1.6mm Galvanised Garden Wire 15m,"Marksman Galvanised Garden Wire, 1.6mm x 15m",5038673702360,,B00DZRDVOC,0.852,5.99,0.5729166666666667,45.46957671957673,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.85, shared=6),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-1-6mm-galvanised-garden-wire-15m,https://www.amazon.co.uk/dp/B00DZRDVOC,,Twine Ties,7,False,1,1,MATCH,,0.5729166666666667
Elysium Spa Rose Epsom Bath Salts 450g,Elysium Spa Natural Rose Epsom Bath Salts,5020535011970,,B07W6WYJ65,0.912,5.99,0.5229166666666667,39.91730279898219,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.84, shared=6),Brand match: elysium",False,https://www.poundwholesale.co.uk/elysium-spa-rose-epsom-bath-salts-450g,https://www.amazon.co.uk/dp/B07W6WYJ65,,Wholesale Skin Care,6,False,1,1,MATCH,,0.5229166666666667
Treat & Ease Mini First Aid Kit 35pc,Treat & Ease First Aid Kit 42pk,5060148033310,,B005IFUHCS,0.768,5.72,0.4516666666666664,37.95518207282911,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.83, shared=5),Brand match: treat",False,https://www.poundwholesale.co.uk/mini-first-aid-kit,https://www.amazon.co.uk/dp/B005IFUHCS,,Wholesale Travel Supplies,5,False,35,1,MATCH,,0.4516666666666664
Nuage Gel Nail Polish Remover 150ml,Nuage Gel Nail Polish Remoner 150ml 100% Acetone,5020535009564,,B07W4RQMZL,1.008,5.99,0.4429166666666667,31.864508393285373,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.83, shared=5),Brand match: nuage",False,https://www.poundwholesale.co.uk/nuage-gel-nail-polish-remover-150ml,https://www.amazon.co.uk/dp/B07W4RQMZL,,Wholesale Hand Nail,5,False,1,1,MATCH,,0.4429166666666667
Munch & Crunch Chicken Jumbo Rolls Dog Treats 2 Pack,Munch & Crunch Jumbo Rolls with Chicken 2 Pack,5050375125155,,B00SZ0J440,0.972,5.08,0.3833333333333335,28.186274509803933,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.73, shared=5),Brand match: munch",False,https://www.poundwholesale.co.uk/2pk-jumbo-rolls-with-chicken,https://www.amazon.co.uk/dp/B00SZ0J440,,Wholesale Pet Toys Treats,7,False,2,2,MATCH,,0.3833333333333335
Dekton 34 Piece Assorted Hose Clamp Set,"DEKTON DT30910 Assorted Hose Clamp Set, Black/Red, Set of 34 Pieces",5055441407968,,B00EBRV6II,7.512,15.57,1.8087500000000023,26.560205580029404,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.62, shared=4),Brand match: dekton",False,https://www.poundwholesale.co.uk/dekton-34-piece-assorted-hose-clamp-set,https://www.amazon.co.uk/dp/B00EBRV6II,,Hoses Watering Accessories,6,False,34,34,MATCH,,1.8087500000000023
Maxim LED Light Bulb 16W=100W Gls Pearl Warm White Bayonet Cap,Maxim (BC) LED GLS 16W (100W Equiv) Warm White,5022822201477,,B07GQT7Y71,1.104,5.95,0.3345833333333333,22.760770975056687,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.62, shared=7),Brand match: maxim",False,https://www.poundwholesale.co.uk/maxim-led-light-bulb-16w-100w-gls-pearl-warm-white-bayonet-cap,https://www.amazon.co.uk/dp/B07GQT7Y71,,Wholesale Lighting Light Bulbs,7,False,1,1,MATCH,,0.3345833333333333
Marksman 71pc Micro Irrigation System 23m,Marksman 71Pc Micro Irrigation System 23M,5038673702452,,B00C9AZ9MS,4.032,9.99,0.7562500000000008,19.34143222506396,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=1.00, shared=6),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-71pc-micro-irrigation-system-23m,https://www.amazon.co.uk/dp/B00C9AZ9MS,,Hoses Watering Accessories,6,False,71,71,MATCH,,0.7562500000000008
Marksman Flat & Phillips Insulated Screwdriver Set 4pc,Marksman 4Pc Insulated Screwdriver Set Red,5038673542430,,B0CGNSBP58,1.272,5.99,0.2229166666666666,13.84575569358178,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.78, shared=4),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-flat-phillips-insulated-screwdriver-set-4pc,https://www.amazon.co.uk/dp/B0CGNSBP58,,Wholesale Hand Tools,5,False,4,4,MATCH,,0.2229166666666666
First Steps Pink Hearts Baby Blanket 75cm X 100cm,First Steps Pink Baby Blanket 75X100CM Heart Design,5015302109547,,B08QTQ7CNK,2.9400000000000004,7.99,0.2495833333333335,8.31944444444445,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.76, shared=5),Brand match: first",False,https://www.poundwholesale.co.uk/first-steps-pink-hearts-baby-blanket-75cm-x-100cm,https://www.amazon.co.uk/dp/B08QTQ7CNK,,Wholesale Baby Blankets Bibs Babywear,5,False,1,1,MATCH,,0.2495833333333335
Tonkita Maxi Indoor Broom With Handle 130cm,"Tonkita – , Maxi, Indoor Broom",8003653033526,,B00LFSA4CU,3.576,8.79,0.2862499999999992,8.109065155807343,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.71, shared=4),Brand match: tonkita",False,https://www.poundwholesale.co.uk/tonkita-maxi-indoor-broom,https://www.amazon.co.uk/dp/B00LFSA4CU,,Brooms Mops Brushes,4,False,1,1,MATCH,,0.2862499999999992
Kreative Kids Pebble Painting Kids CDU,Kreative Kids Pebble Painting and Decoarting Set - Arts & Crafts Kit for Kids,5033849033613,,B07GYY8BGY,1.428,5.99,0.0929166666666667,5.340038314176251,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.60, shared=4),Brand match: kreative",False,https://www.poundwholesale.co.uk/pebble-painting-kit-colour-and-display-box,https://www.amazon.co.uk/dp/B07GYY8BGY,,Colouring Activity Books,4,False,1,1,MATCH,,0.0929166666666667
Prima Non-Stick Round Cake Tin 23cm X 3.5cm,"PRIMA Non-Stick Round Cake Pan 23x3.5cm, Steel, Black",5038673151076,,B005M8GMWK,1.524,5.99,0.0129166666666666,0.7097069597069608,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.78, shared=6),Brand match: prima",False,https://www.poundwholesale.co.uk/prima-non-stick-round-cake-tin-23cm-x-3-5cm,https://www.amazon.co.uk/dp/B005M8GMWK,,Wholesale Baking,6,False,3,1,MATCH,,0.0129166666666666
Yellowstone Luxury Fleece Blue Tartan Picnic Rug 200 X 150cm,Yellowstone Luxury Fleece Picnic Rug,5026390030590,,B00PPJ2JIC,9.312,14.99,-0.1020833333333322,-1.228439630966693,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.75, shared=5),Brand match: yellowstone",False,https://www.poundwholesale.co.uk/yellowstone-luxury-fleece-blue-tartan-picnic-rug-200-x-150cm,https://www.amazon.co.uk/dp/B00PPJ2JIC,,Wholesale Camping,5,False,200,1,MATCH,,-0.1020833333333322
Elpine Multi-Purpose Push Light,Elpine Multi Purpose Battery Operated Push Light LAMP 14CM,5038673310268,,B005IWX40I,1.524,5.88,-0.0650000000000001,-3.57142857142858,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.68, shared=5),Brand match: elpine",False,https://www.poundwholesale.co.uk/multipurpose-push-light,https://www.amazon.co.uk/dp/B005IWX40I,,Wholesale Lighting Light Bulbs,5,False,1,1,MATCH,,-0.0650000000000001
Marksman Self-Adhesive Hooks 12pc,Marksman 12 Self Adhesive Hanging Hooks - Bathroom/Kitchen,5038673231198,,B07J65Y6S5,0.768,4.99,-0.0654166666666663,-5.497198879551794,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.66, shared=4),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-self-adhesive-hooks-12pc,https://www.amazon.co.uk/dp/B07J65Y6S5,,Fasteners Assortments,4,False,12,1,MATCH,,-0.0654166666666663
Prima Stainless Steel Vacuum Flask 1l,Prima 1.0 Litre Stainless Steel Vacuum Flask,5038673171524,,B0104RWYIY,5.244,9.95,-0.2820833333333346,-5.733401084010866,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.85, shared=5),Brand match: prima",False,https://www.poundwholesale.co.uk/1l-stainless-steel-vaccum-flask,https://www.amazon.co.uk/dp/B0104RWYIY,,Wholesale Baking,5,False,1,1,MATCH,,-0.2820833333333346
Marksman 3-Arm Rotating Sprinkler,Marksman 3 Arm Rotating Sprinkler - Floor,5038673703114,,B01DC01UV2,1.956,6.29,-0.1345833333333328,-6.173547400611599,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.89, shared=4),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-3-arm-rotating-sprinkler,https://www.amazon.co.uk/dp/B01DC01UV2,,Hoses Watering Accessories,5,False,1,1,MATCH,,-0.1345833333333328
Marksman Portable Garden Hose Reel 60m,MARKSMAN PORTABLE HOSE REEL,5038673701448,,B004WLDMG2,13.188,18.5,-0.8458333333333325,-7.329578278451756,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.83, shared=4),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-portable-garden-hose-reel-60m,https://www.amazon.co.uk/dp/B004WLDMG2,,Hoses Watering Accessories,4,False,1,1,MATCH,,-0.8458333333333325
Marksman Watering Can Rose,Marksman Watering can rose,5038673703626,,B07PJVH8K8,0.768,4.95,-0.0937500000000001,-7.878151260504211,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=1.00, shared=4),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-watering-can-rose,https://www.amazon.co.uk/dp/B07PJVH8K8,,Hoses Watering Accessories,4,False,1,1,MATCH,,-0.0937500000000001
Munch & Crunch Dinosaur Dog Bone,Munch & Crunch Dinosaur Dog Bone,5053249206691,,B071S82W2T,2.664,6.98,-0.2358333333333326,-8.513838748495763,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=1.00, shared=5),Brand match: munch",False,https://www.poundwholesale.co.uk/munch-crunch-dinosaur-dog-bone,https://www.amazon.co.uk/dp/B071S82W2T,,Wholesale Pet Toys Treats,5,False,1,1,MATCH,,-0.2358333333333326
Marksman 4 Way Tap Connector,Marksman 4 way garden hose adapter connector tap Y switch,5038673703091,,B01DC0JGXQ,3.12,7.4,-0.3183333333333331,-10.1058201058201,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.64, shared=4),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-4-way-tap-connector,https://www.amazon.co.uk/dp/B01DC0JGXQ,,Hoses Watering Accessories,5,False,1,1,MATCH,,-0.3183333333333331
Paint Factory Household Clear Gloss Spray Varnish 250ml,Paint Factory Clear Gloss Varnish Spray Can 250ml,5055319571265,,B007TI0EYS,0.804,5.49,-0.1549999999999997,-12.704918032786855,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.75, shared=7),Brand match: paint",False,https://www.poundwholesale.co.uk/paint-factory-household-clear-gloss-spray-varnish-250ml,https://www.amazon.co.uk/dp/B007TI0EYS,Available (see Keepa data),Other,7,False,1,1,MATCH,,-0.1549999999999997
Hoot Jumbo Rectangular Paddling Pool 2m X 1.5m X 0.46m,"Hoot Jumbo Rectangle Paddling Pool, 2m x 1.5m x 45cm, Heavy Gauge PVC, Easy Inflate",5056283882005,,B0F8P59YWF,15.744,19.99,-1.9204166666666675,-14.0484028285784,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.72, shared=4),Brand match: hoot",False,https://www.poundwholesale.co.uk/hoot-jumbo-rectangular-paddling-pool-2m-x-1-5m-x-0-46m,https://www.amazon.co.uk/dp/B0F8P59YWF,,Wholesale Outdoor Toys,8,False,1,1,MATCH,,-1.9204166666666675
Marksman 3 Seater Bench Cover 160 X 70 X 63/89cm,Marksman Garden Bench Cover 160cm x 70cm x 63/89cm Garden Outddor indoor Bench Cover,5038673701967,,B07RKRL41F,5.880000000000001,9.99,-0.7837499999999997,-14.38073394495412,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.62, shared=4),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-3-seater-bench-cover-160-x-70-x-63-89cm,https://www.amazon.co.uk/dp/B07RKRL41F,,Garden Wear,6,False,160,63,MATCH,,-0.7837499999999997
Pan Aroma Reed Diffuser Vanilla And Coconut 30ml,Pan Aroma Vanilla and Coconut Reed Diffuser 30Ml,5053249227320,,B07KGHRZWW,0.936,5.54,-0.1933333333333329,-14.536340852130294,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.71, shared=7),Brand match: pan",False,https://www.poundwholesale.co.uk/pan-aroma-reed-diffuser-vanilla-and-coconut-30ml,https://www.amazon.co.uk/dp/B07KGHRZWW,,Wholesale Home Fragrance Candles Accessories,7,False,1,1,MATCH,,-0.1933333333333329
Marksman Clear Vinyl Gloves Medium 100pc,"Marksman Powder Free Vinyl Disposable Gloves, Medium 100 pieces",5038673630762,,B01N4GCWIZ,2.784,6.84,-0.4349999999999994,-15.156794425087089,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.73, shared=4),Brand match: marksman",False,https://www.poundwholesale.co.uk/clear-vinyl-powder-free-gloves-medium,https://www.amazon.co.uk/dp/B01N4GCWIZ,,Work Gloves,4,False,100,100,MATCH,,-0.4349999999999994
Pride & Groom Cherry Medicated Dog Shampoo 300ml,"Pride & Groom Medicated Dog Shampoo 300ml, White",5053249223650,,B074PQ3XTD,0.936,4.99,-0.2054166666666663,-15.444862155388448,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.86, shared=6),Brand match: pride",False,https://www.poundwholesale.co.uk/pride-groom-cherry-medicated-dog-shampoo-300ml,https://www.amazon.co.uk/dp/B074PQ3XTD,,Wholesale Pet Walking Grooming,6,False,1,1,MATCH,,-0.2054166666666663
Big Shot Air Pressure Water Soaker CDU Assorted Colours,Big Shot Soaker Water Pistol - 39cm Pump Action Triggered Water Gun - Assorted Colours,5033849357573,,B01FXMXHM2,3.948,7.97,-0.6045833333333335,-15.744357638888893,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.60, shared=6),Brand match: big",False,https://www.poundwholesale.co.uk/big-shot-air-pressure-water-soaker,https://www.amazon.co.uk/dp/B01FXMXHM2,,Wholesale Games Activity Toys,6,False,1,1,MATCH,,-0.6045833333333335
Marksman Blue Vinyl Gloves Large 100pc,"Marksman 100 x Vinyl Disposable Gloves, LARGE NON-Powdered Blue",5038673630847,,B075QFR1HG,2.9640000000000004,6.99,-0.4787500000000004,-15.85264900662253,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.61, shared=5),Brand match: marksman",False,https://www.poundwholesale.co.uk/blue-vinyl-powder-free-gloves-large,https://www.amazon.co.uk/dp/B075QFR1HG,,Work Gloves,5,False,100,100,MATCH,,-0.4787500000000004
Marksman Galvanised Garden Wire 10m X 2mm,"Marksman Galvanised Garden Wire, 2mm x 10m",5038673702377,,B00DZRDVUG,0.924,4.97,-0.2095833333333334,-15.87752525252526,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.90, shared=6),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-galvanised-garden-wire-10m-x-2mm,https://www.amazon.co.uk/dp/B00DZRDVUG,,Twine Ties,7,False,1,1,MATCH,,-0.2095833333333334
"Marksman 1/2"" Quick Click Brass Hose Coupling",Marksman 1/2-Inch Quick Click Brass Hose Coupling,5038673701646,,B01DKQDE30,1.956,5.99,-0.3470833333333332,-15.921253822629966,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.96, shared=6),Brand match: marksman",False,https://www.poundwholesale.co.uk/marksman-1-2-quick-click-brass-hose-coupling,https://www.amazon.co.uk/dp/B01DKQDE30,,Hoses Watering Accessories,8,False,1,1,MATCH,,-0.3470833333333332
Fluorodine Oxygen Whitening Toothpaste 100ml,Fluorodine Toothpaste Oxygen White 100ml,5060072086697,,B001ECQRUK,0.756,4.78,-0.2041666666666665,-17.302259887005633,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.69, shared=4),Brand match: fluorodine",False,https://www.poundwholesale.co.uk/fluorodine-oxygen-whitening-toothpaste-100ml,https://www.amazon.co.uk/dp/B001ECQRUK,,Wholesale Dental,4,False,1,1,MATCH,,-0.2041666666666665
Roadster 5-Digit Combination Bike Cable Lock 1M,Roadster 5 Digit Combination Cable Lock Security Bike Cycle Gate 10mm x 1000mm,5038673815664,,B088NMMRG8,3.06,6.99,-0.5587500000000001,-18.024193548387103,,,0,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.66, shared=6),Brand match: roadster",False,https://www.poundwholesale.co.uk/roadster-5-digit-combination-bike-cable-lock-1m,https://www.amazon.co.uk/dp/B088NMMRG8,,Wholesale Home Security,7,False,1,1,MATCH,,-0.5587500000000001
