SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,tier,new_tier,confidence_score,new_confidence_score,posterior_match_probability
BLOOME MIST AIR FRESHENER REFILL 20ML LAVENDER PACK OF 12,Air Wick |Relaxing Lavender |Essential Mist Refill|20ml | Pack of 6| Lasts up to 270 days,5056175943708.0,5011417795842.0,B07L6SCVJR,TIER_4_REJECTED,TIER_2_LIKELY,0,99.9,0.998891
SELENA SUNDAE FOOTED 6 PIECES,Glass Dessert Bowls Sundae Ice Cream Set of 6 Short Stemmed Tulip Prawn Cocktail Glasses Appetiser Fruit Salads Pudding Dishes Footed Dessert Sundae Cocktail Bowls,6269711012946.0,801786308287.0,B07LGFR1ZP,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,71.8,0.718157
NEUTRADOL GEL ODOUR DESTROYER PINK 135G PK12,"Neutradol Slow Release Gel, Air Freshener and Odour Eliminator, No Plug or Spray Needed, Fresh Pink, Multipack of 6 x 135g",5013912909304.0,5013912901025.0,B07MVB2SB1,TIER_4_REJECTED,TIER_2_LIKELY,0,99.3,0.993277
GLAMOUR STUDIO HAIR GRIPS 200PC,Hairdresser Stylist Blond 6.5cm Bobby Kirby Pins Hair Grips,5050565446121.0,5057948031240.0,B07N32GPS5,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,18.7,0.187221
AIRPURE FABRIC FRESH PET PROUD 750ML PK12,"airpure PET PROUD Fabric Freshener, 750ml Spray, Pet Odour Eliminator, Refresher Spray for the Mattress, Bed, Linen, Carpet, Clothing, Remove Cat&Dog Smells From Home & Car - LINEN ROOM Fragrance",5060194137857.0,5060194137840.0,B07NKLMD4Z,TIER_4_REJECTED,TIER_2_LIKELY,0,99.5,0.995351
ESSENTIAL PLASTIC 15 GLASSES 1/2 PINT,Ayn Al Madina 16oz Pack of 50 - Beer Glasses - Plastic Disposable Recyclable & Reusable – Drinking Cups for Parties & All Types of Events – Sturdy & Waterproof,5033298000341.0,695924399387.0,B07NQRNF5X,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,13.0,0.130409
KINGFISHER BIN LINER SWING BIN 50 BAG PK5,"Kordis Strong Tie Handle Swing Bin Bag Liners - 6 Rolls x 20 Bags. 50L White Plastic Bin Bags For Kitchen Bins & Large Indoor Trash Bin. 120 Heavy Duty, Unscented Garbage Bags - 60 x 90cm",5013478125910.0,,B07P963XYV,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,64.9,0.648715
VINYL ROLL 1.2M MARBLE EFFECT,Hode Marble Sticky Back Plastic 30cm X 2m Granite White Grey Vinyl Wrap Contact Paper Self Adhesive Wallpaper Waterproof PVC Roll for Kitchen Countertop Furniture Easy to Remove,5017403137207.0,635028027915.0,B07PHM6VLS,TIER_4_REJECTED,TIER_2_LIKELY,0,98.1,0.981401
"JAUNTY PARTYWARE CONFETTI PARTY BOWLS 6"" 12PK","Jaunty 24pk Bulk Party Flashing Glasses - Neon Rave Accessories - Light Up Glasses for Adults - Multicolour LED Glow for Birthdays, Festivals, Dance Events, Fancy Dress, and Celebration Parties",5056683919721.0,,B07PMB7PYK,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,14.4,0.143596
NATURAL RUBBER PALM GOLVES SIZE 8 PK12,"3 Pairs Nitrile Rubber Palm Coated Safety Work Gloves, Fine Knitted Bright Orange Color Liner, Oil/Greasy Resistance Palm, Multi-Purpose Wse, Mechanic Work, DIY, Construction, Gardening (8/M)",5038673630373.0,,B07PP684D7,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,68.9,0.689262
MARKSMAN HEX KEY SET 14PC,"G4GADGET 14PCS Hex Key Allen Key Set on Metal Ring – Metric (1.5mm, 2mm, 2.5mm, 3mm, 4mm, 5mm, 6mm) & Imperial (1/16”, 5/64”, 3/32”, 1/8”, 5/32”, 3/16”, 7/32”) – Durable Steel Wrench Tool Set",5038673685960.0,5060954911185.0,B07Q762TDP,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,19.3,0.193067
AIRWICK FRESHMATIC COMPLETE MULLED WINE PK4,"Airwick Freshmatic Mulled Wine Automatic Spray Holder and Refill Air Freshener, 550 g",15900627091820.0,5011417572221.0,B07QC6QTRK,TIER_4_REJECTED,TIER_2_LIKELY,0,97.0,0.969906
NATURAL RUBBER PALM GOLVES SIZE 8 PK12,"3 Pairs QEARSAFETY General Purpose Microfoam Breathable Nitrile Rubber Palm Coated Work Gloves, Knitted Elastic Liner, Abrasion, Grip, Dexterity,Anti-Hand Fatigue, 8/M",5038673630373.0,,B07QSDZ1CS,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,66.9,0.669458
NATURAL RUBBER PALM GOLVES SIZE 10 PK12,"3 Pairs QEARSAFETY General Purpose Microfoam Breathable Nitrile Rubber Palm Coated Work Gloves, Knitted Elastic Liner, Abrasion, Grip, Dexterity, For All Kinds of Jobs, 10/XL",5038673630274.0,,B07QTXX518,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,67.1,0.67144
BODY SCRUB BRUSH,"Dry Brushing Body Brush Exfoliating Brush Natural Bristle Bath Brush for Remove Dead Skin Toxins Cellulite,Treatment,Improves Lymphatic Functions,Exfoliates,Stimulates Blood Circulation",5056283822896.0,,B07RL263FP,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,17.1,0.170824
FALSE EYELASHES 4 ASSTD DESIGNS.,"False Eyelashes 4 Pairs - Professional Reusable Face Eyelashes Fit for All Eyes, Natural Thick Hand-Made 3D Faux Mink Eyelashes for a Beautiful Makeup Look (G106)",5050565782236.0,742025066738.0,B07RP7YW58,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,80.6,0.805637
FEBREZE AIR FRESHENER BATH NORDIC SKY PK8,"Febreze Bathroom Air Freshener, Odour Fighter, Blossom & Breeze, Febreze Air Fresheners, 8 Items",8700216609821.0,8001841231990.0,B07RPY195C,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,89.1,0.890524
PPS FOOD CATERING FOIL 75MX450MM,"Caterserve Premium 18 Micron Food Service Catering Aluminium Foil Roll, 30cm x 50m",5030481930805.0,5060659230017.0,B07RQ8RHLN,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,68.8,0.688494
AMTECH LONG REACH ANGLED PAINT BRUSH 1.5 INCH,"Amtech G4495 Long Reach Angled Paint Brush, 2” (50mm) Radiator Paint Brush, No Bristle Loss design with 30cm handle",5032759049745.0,5032759049752.0,B07RX1J58Y,TIER_4_REJECTED,TIER_2_LIKELY,0,99.9,0.999393
HANGING BASKET PULLY & HOOK,"KINGLAKE 2 Pcs Retractable Hanging Basket Pulley System, Hanging Basket Hooks Hanger Adjustable Pull Down Plant Pulley for Hanging Basket and Bird Feeder Rise and Fall",5056239461056.0,,B07S32VR5X,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,41.3,0.412607
TIDYZ SUPER STRING REFUSE DRAWSTRING 10 BAGS 70LTR,Tidyz Super Strong Drawstring Refuse Sacks Black Bin Liners 100L - 10 Bin Liners,5025364003998.0,5025364015281.0,B07SC3SG3R,TIER_4_REJECTED,TIER_2_LIKELY,0,99.7,0.997174
MARKSMAN PAINT BRUSH 10CM YELLOW HANDLE,"Marksman 5pc Paint Brush Cherry Red, Brown, L",5038673640655.0,5038673640006.0,B07SKJ43LD,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,80.3,0.80277
PRISTINE GLEAM KIDS TOOTHBRUSHES 3PC,"4pk Children Toothbrush | BPA Free Toothbrush Pack in Red, Green, Blue & Purple | Kids Toothbrushes with Child Friendly Grips & Bristles by Pristine Gleam",5056175990405.0,5055566995500.0,B07T3B2ZP5,TIER_4_REJECTED,TIER_2_LIKELY,0,99.0,0.989876
PPS PLASTIC DRINK SHOT 30 GLASSES 30ML,100 Plastic Shot Glasses - Multi Use Crystal Clear Hard Plastic Sampling Cups - 30ml - 1 oz,5030481960178.0,5060659230123.0,B07T68VD2Y,TIER_4_REJECTED,TIER_2_LIKELY,0,96.9,0.969441
STATUS GLS BULB ES 3W REMOTE CONTROL,Energizer 9W RGBW Colour Changing E27 GLS LED Opal Bulb ES with Remote Control,5022822226722.0,5050028184584.0,B07T99R371,TIER_4_REJECTED,TIER_2_LIKELY,0,99.9,0.998573
FOREVER BEAUTIFUL DETANGLING BRUSH,"Detangling Brush - glide the Detangler Brush through Tangled hair - Best Comb for Women, Girls, Men & Boys - Use in Wet and Dry Hair (Rose Red)",5056170351324.0,778957841495.0,B07T9KZZHC,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,44.0,0.440357
BLACKSPUR KNIFE RETRACTABLE UP,"Amazon Basics Heavy Duty Retractable Auto-Load Ergonomic Utility Knife 3-Position Locking Blade with 4 Replaceable Blades in Designed Storage, Black/Silver",5017403143024.0,672352800258.0,B07TDTLFPT,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,13.2,0.131737
BOWL GLASS 160X140X20MM FISH,URBNLIVING Elegant Round Glass Vases in Various Sizes - Ideal for Flowers or as Fish Bowls (20cm),8721037386548.0,5056333812822.0,B07VXWD89T,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,14.4,0.144198
STRONG AS AN OX REMOVABLE REPLACEMENT STRIP SMALL  4PC,Strong as an Ox Smart Strips 4 Pairs Small,5055319529211.0,5055319529181.0,B07WGV8PZJ,TIER_4_REJECTED,TIER_2_LIKELY,0,97.4,0.973515
AIRWICK PLUG COMPLETE MULLED WINE PK4,"AIRWICK Essential Oils Electrical Plug In Refills Mulled Wine Scent, 6 Refills X 19 ml, 19 ml (Pack of 6) 3099066",5059001508621.0,5059001500847.0,B07WK52CN3,TIER_4_REJECTED,TIER_2_LIKELY,0,98.3,0.982608
FEBREZE 3VOL REFILL ORANGE & CINNAMON 20ML PK7,"Febreze 3Volution Plug In Air Freshener Refill, Fruity Tropics, 7 Refills (20ML X 7), Odour Fighter & Bathroom Air Freshener, Febreze Plug In Refill 3volution",8700216575188.0,8700216081078.0,B07WV2MTFM,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,75.0,0.750313
BOWL SET DIMPLE FOOTED 7 PIECES,"7-Piece Glass Bowls Set - Decorative Footed Dishes for Fruit, Salad, Trifle, Dessert, Sundae, Appetizer, Prawn Cocktail, Pudding",8964003448523.0,,B07X3CRXXX,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,24.6,0.245658
NAILBRUSH & PUMICE,So Eco Lava Stone Brush and Pumice 80 40 059,8711252527383.0,,B07X8HSCST,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,19.6,0.195962
XOXO SPIRAL HAIR BANDS  12PC ASS,"Spiral Hair Ties, 12Pcs Plastic Hair Coil Bands, Spiral Ponytail Holder Phone Cord Bobbles Bands Set for Women Girls Hair Accessories",5050565566409.0,696629001148.0,B07X92ZS19,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,77.0,0.770363
STATUS LED MR11 PA PEARL CLAM SHELL 1PK,"SINCELIGHT MR11 GU4 12V LED Small Spotlight Bulb Ø35mm Reflector, 3W, 280 Lumens, 25W Halogen Equivalent, 6000K (Cool White), High Color Rending RA≈92, 35°Beam Angle, Pack of 6",5022822228160.0,882791578766.0,B07XC4264F,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,14.6,0.145925
AMTECH DRIVE METRIC SOCKET SET 1/2 INCH 12PC,"KATSU 1/2 Inch Socket Set 12Pcs, 10-24mm Metric Drive with 24-Teeth Quick-Released Ratchet Wrench and 5"" Extension Bar, High Grade Chrome Vanadium Steel, Auto Repairing Garage Tool 420343",5032759050512.0,5060524764982.0,B07XGM42Y8,TIER_4_REJECTED,TIER_2_LIKELY,0,99.9,0.999486
ECO WISE PAPER CUPS RIPPLE DOTTED12OZ 6PCS,100 Paper Cups - Disposable Paper Cups for Hot and Cold Drinks | Eco Freindly Drinking Coffee Cups Disposable | 8oz - 236ml,5060743591604.0,5060659230154.0,B07XLNJDY9,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,63.0,0.630342
PPS DRINK CUPS RIPPLE 4OZ ESPRESSO PACK OF 25 (NO LIDS),Disposable Paper Hot Coffee Tea Drinking Espresso Cups 4oz - 118ml (100 Pack),5030481970580.0,5060659230147.0,B07XTPDF3T,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,75.7,0.756976
"PPS BAGASSE LUNCH BOX 3 COMPARTMENTS  8x8"" 50 PIECES","100% Compostable Clamshell Take Out Food Containers [8X8"" 3-Compartment 50-Pack] Heavy-Duty Quality to go Containers, Natural Disposable Bagasse, Eco-Friendly Biodegradable Made of Sugar Cane Fibers",5030481985768.0,,B07XV8KDKD,TIER_4_REJECTED,TIER_2_LIKELY,0,97.0,0.970052
PRIMA HAIR DRESSER SPRAY BOTTLE,"Uervoton Spray Bottles Continuous Ultra Fine Mist Empty Water Bottles Hairdresser Spray Bottles Salon Hairdresser Hair Tool Water Sprayer (160 ml, Black)",5038673410937.0,,B07XYNJ6X7,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,54.8,0.547987
SHOWER COMB DETANGLING W/HOOK,"3 Pack Hair Comb Large Wide Tooth Comb Shower Combs Curl Wet Comb for Long, Wet or Curly Hair Detangling",9333527583147.0,619156297075.0,B07Y59B1KK,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,74.2,0.742087
SCREWDRIVER SET W/HOLDER 4PC,Sealey AK4314 4PC JIS Screwdriver Set,5039164429919.0,5054511683615.0,B07YDSR1HL,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,62.0,0.620252
PATTERN PVC ADHESIVE WALLPAPER,"Hode Self Adhesive Wallpaper Green Leaf, Patterned Sticky Back Plastic Roll, Bathroom Kitchen Cupboard Worktop Vinyl Wrap for Furniture Table 44cmx2m",6923456813779.0,749269411300.0,B07Z54NGHY,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,18.8,0.187872
PPS CUTLERY CHIP FORK WOODEN BIO DEGRADABLE 1000 PIECES,100 x Enviro Wooden Forks - Biodegradable Compostable Disposable Cutlery 100% Birchwood,5030481800610.0,5030481985157.0,B07ZB8X9RN,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,23.3,0.233066
PPS BIODEGRADABLE SPOONS WODDEN 24 PACK,100 x Enviro Wooden Spoons - Biodegradable Compostable Disposable Cutlery 100% Birchwood,5030481985478.0,,B07ZBB48V6,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,28.4,0.283763
GLAM SPIRAL RAINBOW HAIR TIES 5PC,"4 pce x 3.5cm Rainbow Spiral Hair Bobbles, Hair Bands, Hair Ties, Stretchy Ponytail Holders for kids or fine hair",5050565702241.0,7141099890684.0,B07ZBJWT46,TIER_4_REJECTED,TIER_2_LIKELY,0,98.7,0.987331
PPS PARTY BURGER SKEWERS 20CM 100 PIECE,"100 x Wooden Flat Paddle Burger Sandwich Skewers - 15cm Bamboo Sticks, 100% Compostable and Biodegradable Barbeque, Kebabs, Cocktails Buffet Party",5030481800627.0,,B07ZC75ZSN,TIER_4_REJECTED,TIER_2_LIKELY,0,96.6,0.96646
LIFETIME HAIR COMB ASSORTED,"12 Pieces Hair Combs Set for Women Men 5 Inch Pocket Fine Tooth Hair Comb Unbreakable Plastic, 6 Assorted Colour (12 Pieces)",8711252473192.0,619156335753.0,B07ZF9MKK4,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,66.5,0.665271
STATUS 4W SES ROUND DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,4 watts = 40 watts Filament Led Round Golf Light Bulb SES E14 Small Screw in Daylight 6500K Packs of 2-12 (Pack of 3),5022822207288.0,7625929150853.0,B07ZJHRY32,TIER_4_REJECTED,TIER_2_LIKELY,0,99.9,0.998751
BLOOME COLLECTION GEL AIR FRESHENER ADJUSTABLE ASSORTED,"3pk Gel Ball Air Fresheners | 150g Fragrant Gel Beads in Tropical Coconut, Raspberry and Passion Fruit and Cotton Fresh Scents That Lasts Up to 4 Weeks by Bloome",5056683929614.0,5055566909200.0,B07ZJS6K7T,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,81.8,0.81802
REED DIFFUSER 50ML ASSORTED,"MATANA - 10 Empty Reed Diffuser Glass Clear Bottles with 40 Reed Diffuser Sticks, 50ml - Glass Diffuser Bottle Essential Fragrance Oil Diffusers for Home Bathroom Decorative, Glass Reed Diffuser",5050565779014.0,5060630692537.0,B07ZQN89MD,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,87.0,0.869757
STATUS 4W B/C CANDLE COOL WHITE LIGHT FILAMENT LED BULB SINGLE,4 Watts = 40 Watts Filament LED Candle Light Bulb BC B22 Push in Cool White Packs of 2-12 (Pack of 3),5022822207387.0,7625929682651.0,B07ZQPTYQC,TIER_4_REJECTED,TIER_2_LIKELY,0,100.0,0.999926
STATUS 4W SES ROUND COOL WHITE FILAMENT LED LIGHT BULB SINGLE,4 watts = 40 watts Filament LED Round Golf Light Bulb SES E14 Small Screw in Cool White 4000K Packs of 2-12 Status (Pack of 3),5022822207929.0,7625929991302.0,B07ZRSTLC4,TIER_4_REJECTED,TIER_2_LIKELY,0,100.0,0.999996
UNIQUE ROUND GOLD TABLE COVER 84IN,"D&Z 6 Pack Gold Plastic Tablecloth Table Cloth 84"" Round Disposable Table Covers for Party Birthday Wedding Christmas",11179500352.0,775185004951.0,B081QJ69BF,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,83.8,0.837985
ASHLEY OVER THE DOOR HANGER DOUBLE HOOK,"WEBI Over The Door Hook,Over Door Towel Rack,Door Hanger,Over Door Hanger Coat Rack,6 Hooks for Hanging Clothes,Towels,Behind Back of Bathroom,White",5017403099673.0,,B0825LG4J1,TIER_4_REJECTED,TIER_2_LIKELY,0,96.9,0.968951
PALOMA 2PLY WHITE 50 NAPKINS 40X40CM,"Paper Serviettes Soft Napkins 40x40cm 2PLY BulkySoft Solid Colours Choose Colours (Green, 100)",3838952008532.0,619660485593.0,B082B6TRBV,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,84.3,0.84254
PALOMA 2PLY RED 50 NAPKINS 40X40CM,"Paper Serviettes Soft Napkins 40x40cm 2PLY BulkySoft Solid Colours Choose Colours (Dark Red, 100)",3838952023894.0,619660485586.0,B082B76683,TIER_4_REJECTED,TIER_2_LIKELY,0,96.4,0.963888
PAN AROMA COLOUR TEALIGHTS MEDITERRANEAN ORCHARD PACK OF 12,"Wax Lyrical Scented Tealight Candles, Box of 9, Mediterranean Orange",5053249268781.0,5015802220872.0,B083T2F18M,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,14.0,0.140193
NUAGE NAIL POLISH REMOVER WITH DOSING CAP 150ML,Nuage Twist & Out Instant Nail Polish Remover Acetone,5053249279992.0,5020535009625.0,B083VV1JND,TIER_4_REJECTED,TIER_2_LIKELY,0,99.0,0.990318
PAN AROMA CANDLE TALL APPLE&CINN EACH,Pan Aroma 16 Tea Lights Apple & Cinnamon,5053249224688.0,5053249228174.0,B083XH692T,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,79.2,0.791836
GRACE AIR FRESHENER SWEET VANILLA 300ML PK12,glade 3 x Aerosol Air Freshener 300ml - Romantic Vanilla Blossom,5050796004275.0,5000204957396.0,B084GWHZM9,TIER_4_REJECTED,TIER_2_LIKELY,0,99.2,0.992001
151 PRECISION SUPER GLUE 10GM WITH BRUSH,"151 Hard As Nails Adhesive, Brush On Super Glue",5053249241876.0,5053249233130.0,B084JNN26Q,TIER_4_REJECTED,TIER_2_LIKELY,0,99.2,0.992418
SACHETS AIR FRESHENER GEL OCEAN FRESH PK12,"Glade Solid Gel Air Freshener, Odour Eliminator for Home & Bathroom, Clean Linen, Pack of 8 (8 x 150g)",5018063840360.0,5000204123081.0,B084V7Z77B,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,62.4,0.623588
BLOOME DECORATIVE CANDLE FRESH BERRIES PK12,"SOL 15pk Tea Light Candles Fresh Berries – 3.5 Hour Burn Time, Scented Tea Lights, Long-Lasting and Ideal for Home, Relaxation, Romantic Dinners, Weddings, Festive Decor, Cosy Evenings",5055566985310.0,,B084Z25J33,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,17.0,0.170294
STRONG AS AN OX WHO NEEDS NAILS HIGH STRENGTH ADHESIVE,Strong as an Ox Sticks Like Nails Fast Grab Adhesive 280ml,5055319529457.0,5055319529945.0,B084Z44TDW,TIER_4_REJECTED,TIER_2_LIKELY,0,99.6,0.995546
STATUS LED CANDLE SES PA PEARL W/WHT 1PK BOX,Status 8watt Candle LED SES E14 Small Screw Cap Opal Warm White Equivalent to 60watt Dimmable,5022822203167.0,5022822209824.0,B084ZVHZSY,TIER_4_REJECTED,TIER_2_LIKELY,0,97.5,0.975176
LAMINATED PADLOCK 30MM,"Yale Y115B/30/117/1 Series Y115B Laminated Steel Padlock 40 mm, 30 mm, 30mm",5056338357519.0,5052847099865.0,B08563DLC7,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,88.3,0.882545
HANDY HOME MINI PAINT ROLLER SET 4 PIECES,"Harris Seriously Good Woodwork Mini Roller Set 4in, Tray, Roller Frame, Gloss Roller Sleeves",5055566900955.0,5056287402339.0,B0866P663M,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,23.7,0.23735
SOZALI ASHTRAY GLASS 2PCE,Square Glass Ashtray Crystal Cut Effect Transparent Glass Ash Tray for Cigarettes Cigars Glass Indoor Outdoor Home Office Tabletop Pub Garden,5060082725906.0,,B086DNNHJM,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,19.2,0.191634
RAPIDE PAINT BRUSH 2INCH 2PC,"2"" Harris Seriously Good Walls & Ceilings Angled Paint Brush",5055319558242.0,5056287400342.0,B086HJDDQC,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,17.0,0.170401
PPS BAKING PAPER 5M,"220 Pcs 12x16 in(30.5x40.6cm) Unbleached Parchment Paper Baking Sheets, Baklicious Pre-Cut Heavy Duty Parchment Baking Paper for Air Fryer, Oven, Bakeware, Steaming, Cooking Bread, Cupcake, Cookies",5030481930539.0,795802393015.0,B086JKC2BJ,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,19.7,0.196503
MASON POWER BIT SET 11 PIECES,"NEIKO 01148A Hex Allen Power Bit Set, 11-Piece Metric Sizes 1.5mm to 8mm | Magnetic Hex Head Bits | 3 Quick Release Shanks | Premium S2 Steel | Compatible with Power Drills and Impact Drivers",5060298505880.0,816914023093.0,B086RJW49Q,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,70.9,0.709383
NUAGE GEL POLISH & TIP REMOVER 100% ACETONE 160ML,JND 100% Pure Acetone Soak-Off Gel Acrylic Tips Nail Glue Nail Polish Remover (100ml),5053249279978.0,7111601420227.0,B086RV1MRZ,TIER_4_REJECTED,TIER_2_LIKELY,0,99.6,0.995794
STATUS 4.5W SES CANDLE COOL WHITE LIGHT FILAMENT LED BULB SINGLE,"Lepro E14 LED Light Bulb, LED Candle Bulbs Small Screw, 4W 470lm, 40W Equivalent SES E14 Bulb Vintage, Warm White 2700K C35 Light Bulbs, 360° Beam Angle, Clear Filament, Non-dimmable, Pack of 6",5022822207400.0,4894495033300.0,B086WZ2FS9,TIER_4_REJECTED,TIER_2_LIKELY,0,100.0,0.999694
SIL MAKEUP BRUSHES ROSE GOLD ASSORTED,"HEYMKGO Makeup Brushes, 15 Pcs Make Up Brushes Set Professional Champagne Gold Makeup Brush Pack, Foundation Blending Powder Blush Concealers Eyeshadow Eyeliner Make-up Brush Kits with Cosmetics Bag",5024418552741.0,740306567417.0,B086YR5KY4,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,83.1,0.831461
NT TOILET BLOCKS 6 PACK,"Mighty Burst Fresh Blues Toilet Block, 6 Pack, Cistern Blocks That Freshen, Cleans and Leaves Sparkling Blue Water, Freshens The Bathroom, FBTB724",5038673411668.0,5060194137246.0,B087XQX6PV,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,78.7,0.787469
SPRING DISH COMPARTMENT ROUND 22CM,"NUTRIUPS 8.5"" Glass Pie Dish - 22cm Round Bake Plate with Handle, High Heat Resistance, Serves 1100ML, Ideal for Cake, Tart, Flan",6269711012885.0,769390276852.0,B088NJQM2G,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,70.8,0.708231
CAST IRON PADLOCK 40MM,"AKH® Stainless Steel Keyed Padlock | 40 mm Cast Iron Padlock with 2 Keys | Heavy Duty Weatherproof Lock for Gates, Sheds, Lockers | Secure Shrouded Shackle, Cut‑Resistant Design",5056170305297.0,7426932890138.0,B088P58ZP4,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,69.6,0.696333
MASON PALM SANDER PADS 6 PIECES,"40 Pieces Mouse Detail Sander Paper, Sanding Sheets Hook and Loop Assorted 60/80/120/240 Grits 5 Holes Detail Sandpaper Black and Decker Detail Palm Sander Pads",5060298505484.0,8190290835528.0,B0893CMH5D,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,93.5,0.93465
151 DAMP & STAIN BLOCK 400ML,"JENOLITE Stain Blocker Paint | WHITE | 400ml | Damp Seal & Stain Blocking Spray Paint | Damp & Anti Mould Paint For Walls & Ceilings | Immediately Block Stains, Mould & Mildew",5053249281339.0,,B0897TT28M,TIER_4_REJECTED,TIER_2_LIKELY,0,97.3,0.973318
GLAMOUR STUDIO 10 PACK HAIR  CLIPS - 3 ASSORTED COLOURS,"Funtopia 120 Pcs 2 Inch Hair Clips for Girls - Non Slip Metal Snap Barrettes for Kids, Teens, Women - Cute Candy Color Hair Accessories (40 Assorted Colors)",5050565398673.0,769638447242.0,B089K3WZYZ,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,56.8,0.567836
MULTI COLOURED HAIR BOBBLES,"Hair Bobbles, 200Pcs Hair Ties Elastic Hair Bands Ponytail Holders for Girls Women with 15Pcs Mini Hair Clips (Multicolor)",5056239472199.0,,B089K4BBSY,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,21.0,0.210259
HEARTS CROWNS STARS HAIR CLIPS 3PK,10 Pairs Cute Hair Clips - Star/Crown/Heart/Butterfly Shaped Metal Snap Barrettes Sparkly Heart Shaped Hair Clips for Kids,5056175913411.0,671486153926.0,B08B3LYPJ4,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,19.4,0.194208
HAIR BANDS 50PK ASSTD COLS,"Thick Multi Colour Hair Bobbles 50 Pack 8mm, Hair Bands for Girls, Ladies Bright Hair Band, School Hair Accessories, Snag Free Hair Tie",5050565852359.0,,B08BS2LFGY,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,24.1,0.241445
APOLLO PAPER STRAWS 40 STRIPES,Party Paper Solutions 50 x Bendy Red and White Stripe Paper Drinking Straws Biodegradable Eco 8 (20cm) approx.,5026180081931.0,5030481800559.0,B08CC9TKRJ,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,0,18.2,0.182251
ROSE GOLD MAKEUP BRUSH  ASSORTED,"Oscar Charles Makeup Brush Set, 12 Piece Makeup Brushes Set Professional, Six Face Make up Brushes & Six Eye Makeup Brushes Set - Rose Gold",5050565757487.0,5060597570251.0,B08CDXHZZ4,TIER_4_REJECTED,TIER_2_LIKELY,0,98.2,0.982083
