supplier_product_title,amazon_target_title,match_type,tier,ean_status,ean,ean_on_page,asin,sales_value,net_profit,roi,selling_price,supplier_price_ex_vat,supplier_price_inc_vat,fba_fee,referral_fee,fba_seller_count,fbm_seller_count,total_offer_count,bucket,inclusion_reason,rationale,confidence,validation_required,priority,match_similarity,match_verification_result,supplier_url,amazon_url
AIRWICK FRESHMATIC REFILL PINK SWEET PEA PK4,"Air Wick Essential Oils Pink Sweet Pea Freshmatic Max Single Refill, 250 ml",EAN,T1,Confirmed,5011417780619.0,5011417780619.0,B0725CDJFJ,200.0,-0.4850000000000005,-5.425055928411639,15.39,8.39,10.068,3.15,1.22,Available (see Keepa data),Available (see Keepa data),12.0,C,Moderate sales volume (200/month); Very close to breakeven (loss only GBP0.49); Only 3.2% price increase needed; Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.53,Exact EAN match (title sim=0.53),https://www.efghousewares.co.uk/airwick-freshmatic-refill-pink-sweet-pea-pk4-122504,https://www.amazon.co.uk/dp/B0725CDJFJ
AMTECH LED MINI TORCH,Amtech S1532 9 LED mini Torch,EAN,T1,Confirmed,5032759031078.0,5032759031078.0,B003XKPUSQ,200.0,-0.3883333333333327,-20.017182130584164,4.37,1.39,1.668,1.52,0.57,,Available (see Keepa data),3.0,C,Moderate sales volume (200/month); Very close to breakeven (loss only GBP0.39); 8.9% price increase needed; Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.84,Exact EAN match (title sim=0.84),https://www.efghousewares.co.uk/amtech-led-mini-torch,https://www.amazon.co.uk/dp/B003XKPUSQ
CAROLINE FOIL TRAY ROASTING 2 TRAYS 1016,"Large Aluminium Foil Trays Food Large Container with lids Oven BBQ Takeaway Roasting Freezing Storing (No 9) 9"" x 9"" x 2"" (10)",Title,T3,Not matched,5012145001182.0,5065010529175.0,B0B4B6Y517,200.0,-0.3149999999999997,-16.15384615384614,6.99,1.4,1.68,3.14,1.05,Available (see Keepa data),,1.0,C,Moderate sales volume (200/month); Very close to breakeven (loss only GBP0.31); Only 4.5% price increase needed; Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium-low,Yes,HIGH,0.36,Moderate similarity (0.36) + category match,https://www.efghousewares.co.uk/caroline-foil-tray-roasting-2-trays-1016,https://www.amazon.co.uk/dp/B0B4B6Y517
NUAGE BODY POWDER TALC-FREE CHERRY / WATER LILY ASSORTED  250G,"Nuage Body Powder Set - Talc-Free, Cherry Blossom and Water Lily Scents, Anti-Chafing and Moisture Absorbing - 2 Pack",Title,T2,Not matched,5053249279756.0,5053249279770.0,B0FH524WXP,200.0,-0.1383333333333334,-8.592132505175988,5.99,1.06,1.272,3.04,0.48,,,1.0,C,Moderate sales volume (200/month); Very close to breakeven (loss only GBP0.14); Only 2.3% price increase needed; Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium,Yes,HIGH,0.62,High title similarity (0.62) - category uncertain,https://www.efghousewares.co.uk/nuage-body-powder-talc-free-cherry/water-lily-assorted-250g-120457,https://www.amazon.co.uk/dp/B0FH524WXP
PAN AROMA DINNER CANDLES PK4 8 INCH RED,"Spaas Unscented Dinner Candles 21/240mm, 8 Hours, 10 Pieces, Red",Title,T2,Not matched,5053249252018.0,,B015KP3EU2,200.0,-0.120416666666667,-7.210578842315392,5.59,1.12,1.344,2.41,0.69875,,,,C,Moderate sales volume (200/month); Very close to breakeven (loss only GBP0.12); Only 2.2% price increase needed; Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,medium-high,Yes,HIGH,0.58,High title similarity (0.58) with category match,https://www.efghousewares.co.uk/pan-aroma-dinner-candles-pk4-8-inch-red,https://www.amazon.co.uk/dp/B015KP3EU2
PRIMA EMERY BOARDS 24PCE,"Professional Nail Files, Double Sided Emery Board for Nails 180/240 Grit, Coarse Washable Nail Files for Acrylic Nails & Natural Nails, 5 Pack Fine Grit Nail File",Title,T3,Not matched,5038673410982.0,,B0CSTH7MP2,200.0,-0.0516666666666661,-3.717026378896848,3.79,0.84,1.008,1.52,0.3,Available (see Keepa data),,1.0,C,Moderate sales volume (200/month); Very close to breakeven (loss only GBP0.05); Only 1.4% price increase needed; Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,low,Yes,HIGH,0.25,Low similarity (0.25) but category match - re-check candidate,https://www.efghousewares.co.uk/prima-emery-boards-24pce-14-9,https://www.amazon.co.uk/dp/B0CSTH7MP2
151 INTERIOR DEHUMIDFIER 250ML PACK OF 3,"151 INTERIOR DEHUMIDIFIER 3 X 250ML PACKS FRAGRANCE FREE,3x250ml",EAN,T1,Confirmed,5053249234939.0,5053249234939.0,B08TCK86CP,100.0,-1.9399999999999995,-86.99551569506724,4.44,1.68,2.016,3.04,0.37,Available (see Keepa data),Available (see Keepa data),18.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.94); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.75,Exact EAN match (title sim=0.75),https://www.efghousewares.co.uk/151-dehumidfier-interiior-3x250ml-103879,https://www.amazon.co.uk/dp/B08TCK86CP
151 PAINT SPRAY 400ML GREY PRIMER,"151 Spray Paint, Grey Primer, 400Ml",EAN,T1,Confirmed,5053249215303.0,5053249215303.0,B06XWPRCND,100.0,-1.9050000000000005,-75.8964143426295,4.77,1.96,2.352,2.75,0.62,,Available (see Keepa data),7.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.91); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.67,Exact EAN match (title sim=0.67),https://www.efghousewares.co.uk/151-paint-spray-400ml-grey-primer-104070,https://www.amazon.co.uk/dp/B06XWPRCND
AMTECH HAMMER CLUB HICKORY SHAFT 1KG,"Amtech - Club Hammer, Drop Forged Head with Chamfered Edges, Hickory Handle, Excellent Shock Absorption, Ideal for Stonework and Site Use (35oz / 1kg)",EAN,T1,Confirmed,5032759000036.0,5032759000036.0,B004TRT6B4,100.0,-1.8616666666666664,-32.66081871345029,9.79,5.15,6.180000000000001,3.05,1.27,,Available (see Keepa data),6.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.86); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.38,Exact EAN match (title sim=0.38),https://www.efghousewares.co.uk/amtech-hammer-club-hickory-shaft-1kg,https://www.amazon.co.uk/dp/B004TRT6B4
LITTLE TREES CAR FRESHENER UNION JACK FLAG,"Little Trees Air Freshener Tree MTR0087 United Kingdom For Car Home Boat Caravan - Single Pack, Red white blue",EAN,T1,Confirmed,7612720208845.0,7612720208845.0,B093H42SVK,100.0,-1.79,-134.58646616541353,1.5,0.78,0.936,1.46,0.25,Available (see Keepa data),Available (see Keepa data),5.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.79); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.50,Exact EAN match (title sim=0.50),https://www.efghousewares.co.uk/little-trees-car-fresh-union-jack,https://www.amazon.co.uk/dp/B093H42SVK
UNIQUE RECT BLACK TABLE COVER 54X108IN,"Solid Black Rectangular Plastic Table Cover (137cm x 274cm) 1 Count - Elegant & Durable Tablecloth for Parties, Events, and Home Use",EAN,T1,Confirmed,11179050963.0,11179050963.0,B001GMY7AA,100.0,-1.7716666666666665,-134.21717171717168,3.25,0.77,0.924,2.67,0.49,,Available (see Keepa data),8.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.77); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.30,Exact EAN match (title sim=0.30),https://www.efghousewares.co.uk/unique-rect-black-table-cover-54x108in,https://www.amazon.co.uk/dp/B001GMY7AA
AMTECH RIBBED LEVEL 24INCH,"Amtech P4460 600mm (24"") Ribbed Spirit Level",EAN,T1,Confirmed,5032759012022.0,5032759012022.0,B003XKIGNW,100.0,-1.766666666666666,-31.268436578171084,10.6,5.1,6.119999999999999,3.49,1.46,,Available (see Keepa data),4.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.77); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.57,Exact EAN match (title sim=0.57),https://www.efghousewares.co.uk/amtech-ribbed-level-24inch,https://www.amazon.co.uk/dp/B003XKIGNW
RAPIDE SPRAY ALL PURPOSE F/GREEN 400ML,All Purpose Forest Green 400ML - Professional Gloss Finish Spray Wood Color Paint,EAN,T1,Confirmed,5055319517386.0,5055319517386.0,B078HCM7LQ,100.0,-1.76,-75.21367521367523,4.74,1.79,2.148,2.75,0.62,Available (see Keepa data),Available (see Keepa data),16.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.76); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.43,Exact EAN match (title sim=0.43),https://www.efghousewares.co.uk/rapide-spray-all-purpose-f-green-400ml,https://www.amazon.co.uk/dp/B078HCM7LQ
AMTECH PLIER PUNCH & EYELET,Amtech B1460 LEATHER PUNCH & EYELET PLIER SET - WITH 100pc EYELETS,EAN,T1,Confirmed,5032759030675.0,5032759030675.0,B0071NVA6C,100.0,-1.6633333333333329,-40.868140868140856,6.08,3.52,4.224,1.87,0.79,,Available (see Keepa data),6.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.66); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.53,Exact EAN match (title sim=0.53),https://www.efghousewares.co.uk/amtech-plier-punch-eyelet,https://www.amazon.co.uk/dp/B0071NVA6C
AMTECH PLIER HOLE PUNCH & EYELET,Amtech B1450 INTERCHANGEABLE HOLE PUNCH & EYELET PLIER,EAN,T1,Confirmed,5032759010660.0,5032759010660.0,B00303U6AI,100.0,-1.6549999999999996,-34.33609958506224,7.95,4.27,5.124,2.42,1.04,,Available (see Keepa data),13.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.65); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.68,Exact EAN match (title sim=0.68),https://www.efghousewares.co.uk/amtech-plier-hole-punch-eyelet,https://www.amazon.co.uk/dp/B00303U6AI
AMTECH PLIER LOCKING GRIP 10INCH,"Amtech C1500 250mm (10"") Locking Grip plier",EAN,T1,Confirmed,5032759000951.0,5032759000951.0,B003XKIFK6,100.0,-1.6516666666666655,-48.29434697855748,5.95,2.87,3.444,2.42,0.77,Available (see Keepa data),Available (see Keepa data),5.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.65); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.61,Exact EAN match (title sim=0.61),https://www.efghousewares.co.uk/amtech-plier-locking-grip-10inch,https://www.amazon.co.uk/dp/B003XKIFK6
AMTECH HAMMER PIN,"Amtech – Pin Hammer, Precision Tool for Upholstery and Fine Fixing Jobs, Lightweight with Drop Forged Head and Durable Hardwood Shaft (4oz/110g)",EAN,T1,Confirmed,5032759000074.0,5032759000074.0,B004QDU35Y,100.0,-1.6250000000000002,-75.5813953488372,4.59,1.6,1.92,2.7,0.6,,,14.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.63); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.22,Exact EAN match (title sim=0.22),https://www.efghousewares.co.uk/amtech-hammer-pin,https://www.amazon.co.uk/dp/B004QDU35Y
151 FRAME SEALANT BROWN,"151 Frame Sealant - for All UPVC, Wood & Metal Door & Window Frames | Permanent & Fast Drying - Suitable for Internal Use Only (Brown, 280ml)",EAN,T1,Confirmed,5013748039138.0,5013748039138.0,B00577JZ2A,100.0,-1.5799999999999998,-94.61077844311376,3.9,1.12,1.344,2.65,0.51,Available (see Keepa data),Available (see Keepa data),15.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.58); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.31,Exact EAN match (title sim=0.31),https://www.efghousewares.co.uk/151-frame-sealant-brown-103889,https://www.amazon.co.uk/dp/B00577JZ2A
LITTLE TREES CAR FRESHENER CINNAMON APPLE,Little Trees Air Freshener Tree MTR0083 Cinnamon Apple Fragrance For Car Home Boat Caravan - Single Pack,EAN,T1,Confirmed,76171103383.0,76171103383.0,B000CIPNO8,100.0,-1.5683333333333334,-117.91979949874688,1.79,0.78,0.936,1.46,0.27,,,1.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.57); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.56,Exact EAN match (title sim=0.56),https://www.efghousewares.co.uk/little-trees-car-freshener-cinnamon-apple-116770,https://www.amazon.co.uk/dp/B000CIPNO8
NUAGE NAIL POLISH REMOVER WITH DOSING CAP 150ML,Nuage Twist & Out Instant Nail Polish Remover Acetone,Title,T2,Not matched,5053249279992.0,5020535009625.0,B083VV1JND,100.0,-1.5683333333333331,-97.41200828157348,3.71,1.06,1.272,2.75,0.3,,Available (see Keepa data),7.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.57); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium-high,Yes,MEDIUM,0.59,High title similarity (0.59) with category match,https://www.efghousewares.co.uk/nuage-nail-polish-remover-with-dosing-cap-150ml-119960,https://www.amazon.co.uk/dp/B083VV1JND
151 INSTANT FILLER CARTRIDGE WHITE 280ML,"151® Ready to USE Instant Filler Cartridge, 310ml",EAN,T1,Confirmed,5050375108080.0,5050375108080.0,B00EZ4VGX2,100.0,-1.5549999999999995,-103.66666666666664,3.69,0.95,1.14,2.65,0.48,,Available (see Keepa data),11.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.55); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.74,Exact EAN match (title sim=0.74),https://www.efghousewares.co.uk/151-cartridge-instant-filler-310-ml-11-6,https://www.amazon.co.uk/dp/B00EZ4VGX2
MARKSMAN SCREWDRIVER OFFSET 3PC,"1 Pack of 3 PCS MARKSMAN Offset Screwdriver Set with Slotted & Cross Point Heads 4XPH0X82X23MM, 5XPH1X95X25MM, 6XPH2X95X30MM Ideal for Getting INTO Awkward Places",Title,T3,Not matched,5038673540696.0,,B08HDKLYHF,100.0,-1.4908333333333337,-107.25419664268588,3.26,0.84,1.008,2.41,0.4075,,,,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.49); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,low,Yes,MEDIUM,0.30,Low similarity (0.30) but category match - re-check candidate,https://www.efghousewares.co.uk/marksman-screwdriver-offset-3pc,https://www.amazon.co.uk/dp/B08HDKLYHF
AMTECH SCRAPER W/HANDLE 1INCH,"Amtech G0700 25mm (1"") Heavy Duty Scraper with Wooden Handle",EAN,T1,Confirmed,5032759002122.0,5032759002122.0,B00D2W55A8,100.0,-1.481666666666667,-79.23351158645278,4.45,1.32,1.584,2.7,0.62,,Available (see Keepa data),5.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.48); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.53,Exact EAN match (title sim=0.53),https://www.efghousewares.co.uk/amtech-scraper-w-handle-1inch,https://www.amazon.co.uk/dp/B00D2W55A8
AMTECH DEEP SOCKET SET 9PC 1/4 INCH,Amtech I6400 9 Piece 1/4” Metric deep Socket Set,EAN,T1,Confirmed,5032759003167.0,5032759003167.0,B003XKIGR8,100.0,-1.4616666666666658,-35.13621794871792,6.49,3.61,4.332,1.87,0.84,,Available (see Keepa data),7.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.46); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.54,Exact EAN match (title sim=0.54),https://www.efghousewares.co.uk/amtech-deep-socket-set-9pc-1-4-inch,https://www.amazon.co.uk/dp/B003XKIGR8
KINGFISHER BIN LINER 50 BAG 75 LTR,Kingfisher BB50HD 75 Litre Everyday Dustbin Bin Bag Liners/Refuse Sacks Black (50 Bags),EAN,T1,Confirmed,5013478117793.0,5013478117793.0,B005TH6L5W,100.0,-1.4533333333333325,-50.9941520467836,5.9,2.3,2.76,3.05,0.47,,Available (see Keepa data),9.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.45); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.45,Exact EAN match (title sim=0.45),https://www.efghousewares.co.uk/kingfisher-bin-liner-50-bag-75-ltr,https://www.amazon.co.uk/dp/B005TH6L5W
AMTECH ORGANISER BOX 15INCH,"Amtech S6460 Storage Box, Screw Box Organiser for Hardware Assortment, 23 Compartments with Removable Dividers",EAN,T1,Confirmed,5032759033485.0,5032759033485.0,B005GUQ0XU,100.0,-1.4383333333333328,-20.286788904560407,12.83,6.54,7.848,3.26,1.78,,Available (see Keepa data),3.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.44); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.30,Exact EAN match (title sim=0.30),https://www.efghousewares.co.uk/amtech-organiser-box-15inch,https://www.amazon.co.uk/dp/B005GUQ0XU
AMTECH HACKSAW JUNIOR WITH 6 BLADES 6INCH,"Amtech M1000 150mm (6"") Junior Hacksaw with 6 Blades",Title,T2,Not matched,5032759004492.0,,B0056IXCN8,100.0,-1.4033333333333338,-98.13519813519817,3.44,0.88,1.056,2.41,0.43,,,,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.40); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium-high,Yes,MEDIUM,0.62,High title similarity (0.62) with category match,https://www.efghousewares.co.uk/amtech-hacksaw-junior-with-6-blades-6inch,https://www.amazon.co.uk/dp/B0056IXCN8
PAINT FACTORY COLOUR IT SPRAY SATIN WHITE 250ML,"Colour It White Satin, 250 ml",Title,T2,Not matched,5055319528535.0,,B07NJGDCKF,100.0,-1.3779166666666665,-77.41104868913857,3.97,1.23,1.476,2.41,0.49625,,,,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.38); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium-high,Yes,MEDIUM,0.59,High title similarity (0.59) with category match,https://www.efghousewares.co.uk/paint-factory-colour-it-spray-satin-white-250ml-111523,https://www.amazon.co.uk/dp/B07NJGDCKF
NUAGE AQUEOUS LOTION 250ML EACH,Nuagé Aqueous Lotion Pump | Softens & Moisturises For Cleansing and Hydrating Skin - Dermatologically Tested Fragrance Free Water Cream (250ml),EAN,T1,Confirmed,5020535010751.0,5020535010751.0,B07Z3D2NGD,100.0,-1.3116666666666668,-81.46997929606626,3.61,1.06,1.272,2.42,0.29,,Available (see Keepa data),14.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.31); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.30,Exact EAN match (title sim=0.30),https://www.efghousewares.co.uk/nuage-aqueous-lotion-250ml-each-17-11,https://www.amazon.co.uk/dp/B07Z3D2NGD
PAINT FACTORY COLOUR IT SPRAY MATT WHITE 400ML,All Purpose White MATT 400ML - Professional Satin Finish Spray Wood Color Paint,EAN,T1,Confirmed,5055319517362.0,5055319517362.0,B078HN4VV9,100.0,-1.298333333333334,-55.48433048433051,5.39,1.79,2.148,2.75,0.7,,,14.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.30); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.26,Exact EAN match (title sim=0.26),https://www.efghousewares.co.uk/paint-factory-colour-it-spray-matt-white-400ml-111640,https://www.amazon.co.uk/dp/B078HN4VV9
NUAGE SKIN TATTOO MOISTURISER 150ML,Nuage Skin Tattoo Moisturiser 150 ml,Title,T2,Not matched,5020535010607.0,,B074FW99YS,100.0,-1.2891666666666666,-85.94444444444443,3.7,0.95,1.14,2.41,0.4625,,,,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.29); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium-high,Yes,MEDIUM,0.99,High title similarity (0.99) with category match,https://www.efghousewares.co.uk/nuage-skin-tattoo-moisturiser-150ml-19-5,https://www.amazon.co.uk/dp/B074FW99YS
151 BLACK GLOSS PAINT IRON GATE 180ML,151 Iron GATE Gloss Black 180ML,Title,T2,Not matched,5050375085466.0,,B0054UBZXM,100.0,-1.236666666666666,-63.41880341880339,4.78,1.4,1.68,2.65,0.62,,Available (see Keepa data),18.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.24); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium-high,Yes,MEDIUM,0.56,High title similarity (0.56) with category match,https://www.efghousewares.co.uk/151-tin-paint-iron-black-gloss-16-9,https://www.amazon.co.uk/dp/B0054UBZXM
MARKSMAN TAPE DOUBLE SIDED FOAM 3PC 2.6M,"151 Double Sided Foam Tape, 3 Rolls, 18Mm X 2.6M, White",Title,T3,Not matched,5038673720043.0,,B004P8LJFI,100.0,-1.2325000000000004,-82.16666666666669,3.78,0.95,1.14,2.41,0.4725,,,,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.23); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,medium-low,Yes,MEDIUM,0.54,Moderate similarity (0.54) + category match,https://www.efghousewares.co.uk/marksman-tape-double-sided-foam-3pc-2-6m,https://www.amazon.co.uk/dp/B004P8LJFI
AMTECH MAN HOLE KEY 2PC SET,Amtech C3190 2 Piece Manhole Key Set,EAN,T1,Confirmed,5032759029990.0,5032759029990.0,B001IP0074,100.0,-1.144999999999999,-34.17910447761191,6.57,2.8,3.36,2.42,0.85,,Available (see Keepa data),7.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.14); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.70,Exact EAN match (title sim=0.70),https://www.efghousewares.co.uk/amtech-man-hole-key-2pc-set,https://www.amazon.co.uk/dp/B001IP0074
UNIQUE ROUND 9IN MIDNIGHT BLACK 16 PLATE,"Unique 32080EU Eco-Friendly Paper Plates-23 cm-Black Colour-16 Count (Pack of 1), Pack of 16",EAN,T1,Confirmed,11179005796.0,11179005796.0,B097TQVQB5,100.0,-1.091666666666666,-55.98290598290595,3.79,1.4,1.68,1.73,0.57,Available (see Keepa data),Available (see Keepa data),6.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.09); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.39,Exact EAN match (title sim=0.39),https://www.efghousewares.co.uk/unique-round-9in-midnight-black-16-plate,https://www.amazon.co.uk/dp/B097TQVQB5
PAN AROMA INCENSE STICKS ASSORTED PACK OF 4,Pan Aroma - Assorted Incense Stick Set - 80 Sticks (1),Title,T3,Not matched,5053249267517.0,,B00LK1NN5C,100.0,-1.0866666666666664,-74.94252873563217,3.7,0.9,1.08,2.42,0.3,Available (see Keepa data),Available (see Keepa data),2.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.09); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,medium,Yes,MEDIUM,0.55,Moderate similarity (0.55) + brand match (PAN) + category match,https://www.efghousewares.co.uk/pan-aroma-incense-sticks-4pk-champ-rose-frankin-sage-111236,https://www.amazon.co.uk/dp/B00LK1NN5C
AMTECH SNAP OFF KNIFE BLADES 20PC,Amtech S0155 20 Piece snap Off Knife Blades (9mm and 18mm),Title,T2,Not matched,5032759049684.0,,B07L5C1F52,100.0,-1.0583333333333331,-62.99603174603175,4.28,1.13,1.356,2.41,0.535,,,,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.06); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium-high,Yes,MEDIUM,0.65,High title similarity (0.65) with category match,https://www.efghousewares.co.uk/amtech-snap-off-knife-blades-20pc,https://www.amazon.co.uk/dp/B07L5C1F52
AMTECH PADLOCK RHOMBIC IRON 25MM,Amtech T0702 25mm Rhombic Chrome Plated Iron Padlock,EAN,T1,Confirmed,5032759038626.0,5032759038626.0,B008BQZGH2,100.0,-1.0466666666666669,-67.96536796536797,2.86,0.99,1.188,1.52,0.37,,Available (see Keepa data),5.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.05); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.50,Exact EAN match (title sim=0.50),https://www.efghousewares.co.uk/amtech-padlock-rhombic-iron-25mm,https://www.amazon.co.uk/dp/B008BQZGH2
PAN AROMA VAPOURISING OIL 10ML,Nuage Vapour Oil | Contains Soothing Menthol & Eucalyptol - Breathe Easy (10ml),EAN,T1,Confirmed,5053249249865.0,5053249249865.0,B0BLT1QW8G,100.0,-1.02,-70.34482758620689,3.78,0.9,1.08,2.42,0.3,Available (see Keepa data),Available (see Keepa data),10.0,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.02); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,high,No,HIGH,0.34,Exact EAN match (title sim=0.34),https://www.efghousewares.co.uk/pan-aroma-vapourising-oil-10ml,https://www.amazon.co.uk/dp/B0BLT1QW8G
AMTECH DRILL HAND,Amtech F0300 Hand Drill,Title,T2,Not matched,5032759001729.0,,B0047TPJUG,100.0,-1.0129166666666658,-21.414728682170526,8.65,4.18,5.016,2.41,1.08125,,,,C,Moderate sales volume (100/month); Within GBP2 of breakeven (loss GBP1.01); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium-high,Yes,MEDIUM,0.60,High title similarity (0.60) with category match,https://www.efghousewares.co.uk/amtech-drill-hand,https://www.amazon.co.uk/dp/B0047TPJUG
