supplier_product_title,amazon_target_title,match_type,tier,ean_status,ean,ean_on_page,asin,sales_value,net_profit,roi,selling_price,supplier_price_ex_vat,supplier_price_inc_vat,fba_fee,referral_fee,fba_seller_count,fbm_seller_count,total_offer_count,bucket,inclusion_reason,rationale,confidence,validation_required,priority,match_similarity,match_verification_result,supplier_url,amazon_url
MASON CASH MIXING BOWL IN THE MEADOW DAFFODIL 21CM,"Mason Cash in The Meadow Size 30 Mixing Bowl 21cm | 1.1 Litre Floral Embossed Earthenware Bowl for Baking, Prep & Serving | Dishwasher Safe",Title,T3,Not matched,5010853281667.0,,B0BTJ6TGC7,50.0,4.386250000000001,96.82671081677708,15.99,3.98,4.776,2.41,1.99875,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium,Yes,MEDIUM,0.35,Moderate similarity (0.35) + brand match (MASON) + category match,https://www.efghousewares.co.uk/mason-cash-mixing-bowl-in-the-meadow-daffodil-21cm-118428,https://www.amazon.co.uk/dp/B0BTJ6TGC7
KINGAVON LED LIGHT BULB SET USB RECHARGEABLE,"Rechargeable Light Bulbs with Remote Control, 3 Color + RGB USB Rechargeable Light Bulb, B22 LED Dimmable Battery Light Bulb Up to 24H, A60 Emergency LED Light Bulbs with Touch Control(2 PK)",Title,T3,Not matched,5017403155881.0,5056776452999.0,B0F9NKW65N,50.0,3.7550000000000017,92.2604422604423,15.99,3.52,4.224,3.1,2.4,,,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.31,Low similarity (0.31) but category match - re-check candidate,https://www.efghousewares.co.uk/kingavon-led-light-bulb-set-usb-rechargeable-126008,https://www.amazon.co.uk/dp/B0F9NKW65N
AMTECH HATCHET SPLITTING 1KG,Amtech A2970 1kg (40oz) Axe with fibreglass shaft,Title,T3,Not matched,5032759043156.0,5032759033669.0,B008PQDXLE,50.0,3.615000000000002,45.586380832282494,21.69,7.38,8.856,3.71,2.82,,,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.32,Low similarity (0.32) but brand+category match - re-check candidate,https://www.efghousewares.co.uk/amtech-hatchet-splitting-1kg-46291,https://www.amazon.co.uk/dp/B008PQDXLE
AIRWICK AIR FRESHENER SWEET PEA 300ML PK6,Air Wick |Pink Sweet Pea |Air Freshener Reed Diffuser 33ml | Pack of 5,Title,T2,Not matched,5059001013989.0,,B08R4SFW8J,50.0,3.5995833333333325,44.16666666666666,19.99,7.6,9.12,2.41,2.49875,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-high,Yes,MEDIUM,0.62,High title similarity (0.62) with category match,https://www.efghousewares.co.uk/airwick-air-freshener-sweet-pea-300ml-pk6-124929,https://www.amazon.co.uk/dp/B08R4SFW8J
PAINT FACTORY COLOUR IT SPRAY GLOSS SKY BLUE 400ML,7x Neon Spray Paint Aerosol DIY Graffiti Extra Bright Assorted Colours Paint Blue Green Orange Pink,Title,T3,Not matched,5055319517447.0,717995769330.0,B09CDVRG2Y,50.0,3.4349999999999987,146.79487179487174,12.69,1.79,2.148,3.15,1.65,,Available (see Keepa data),4.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.35,Low similarity (0.35) but category match - re-check candidate,https://www.efghousewares.co.uk/paint-factory-colour-it-spray-gloss-sky-blue-400ml-111643,https://www.amazon.co.uk/dp/B09CDVRG2Y
PPS PLASTIC CUTLERY HEAVY DUTY 50 SPOONS BLACK,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",Title,T3,Not matched,50304811950246.0,,B0DPNM9J3L,50.0,3.0616666666666674,233.71501272264635,10.79,0.76,0.912,3.0,1.62,Available (see Keepa data),Available (see Keepa data),2.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-low,Yes,MEDIUM,0.36,Moderate similarity (0.36) + category match,https://www.efghousewares.co.uk/pps-plastic-cutlery-heavy-duty-50-spoons-black-106871,https://www.amazon.co.uk/dp/B0DPNM9J3L
JAUNTY PARTWARE CONFETTI GIFT BAG BOTTLE PK2,"jijAcraft 30PCS White Organza Wine Bags: 37x16cm Organza Bottle Gift Bags with Drawstring for Wine Glasses, Flip Flops, Wedding, Party Favours",Title,T3,Not matched,5056683919790.0,,B0CDPLLJNP,50.0,3.038333333333334,237.36979166666669,7.99,0.73,0.876,1.7,0.64,,,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.30,Low similarity (0.30) but category match - re-check candidate,https://www.efghousewares.co.uk/jaunty-partware-confetti-gift-bag-bottle-pk2-120827,https://www.amazon.co.uk/dp/B0CDPLLJNP
PPS FOIL PIE 4 PLATTERS ROUND,Bakery Direct 50 Round Aluminium foil Pie foils/Dishes in 4 Colours! (Red/Silver),Title,T3,Not matched,5030481930089.0,5060309625736.0,B07JZ17JHL,50.0,2.9350000000000014,240.5737704918033,9.99,0.67,0.804,2.67,1.5,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.34,Low similarity (0.34) but category match - re-check candidate,https://www.efghousewares.co.uk/pps-foil-pie-4-platters-round,https://www.amazon.co.uk/dp/B07JZ17JHL
PPS BAGASSE FOOD 50 BOX 450ML,"Bagasse Clamshell Food Containers, Disposable Food Containers, Takeaway Boxes for Hot, Cold, Wet, & Oily Food, WHITE Meal Prep Container, 450 ml, 50-Pcs",Title,T3,Not matched,5030481985201.0,7426968404132.0,B0BFHTBLSY,50.0,2.2216666666666667,50.03753753753754,14.99,3.89,4.668,3.58,2.25,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.27,Low similarity (0.27) but category match - re-check candidate,https://www.efghousewares.co.uk/pps-bagasse-food-50-box-450ml,https://www.amazon.co.uk/dp/B0BFHTBLSY
PPS KRAFT DOUBLE WALL CUP 8OZ 25 PIECES,"Paper Cups - Double Wall Coffee Cup - Unique Aqueous Lining, Plastic-Free - Certified Home & Industrial Compostable - 8 oz - Biodegradable for Hot & Cold Drinks 25 Pcs (No Lids)",Title,T3,Not matched,5030481970511.0,7426968333012.0,B09LZ4RB6X,50.0,2.005000000000001,120.059880239521,9.99,1.12,1.344,3.15,1.5,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.30,Low similarity (0.30) but category match - re-check candidate,https://www.efghousewares.co.uk/pps-kraft-double-wall-cup-8oz-25-pieces-123576,https://www.amazon.co.uk/dp/B09LZ4RB6X
DECOR PLASTIC 20 PLATE 9 INCH,"MATANA 20 Premium White Square Plastic Dinner Plates with Gold Rim, 24cm / 9 Inch - Elegant & Reusable Party Plates for Christmas, Weddings, Birthdays, Picnic, BBQ, Parties",Title,T3,Not matched,615867835261.0,5060630696610.0,B0DG8P89XT,50.0,1.948333333333333,43.58687546607009,13.99,3.92,4.704,3.14,2.1,Available (see Keepa data),Available (see Keepa data),2.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.25,Low similarity (0.25) but category match - re-check candidate,https://www.efghousewares.co.uk/decor-plastic-20-plate-9-inch,https://www.amazon.co.uk/dp/B0DG8P89XT
MASON CASH ORIGINAL PUDDING BASIN WHITE 17CM,"Mason Cash Original White Traditional Stoneware Pudding Basin, 17 cm",Title,T2,Not matched,5012133014309.0,,B0000BVFTH,50.0,1.6433333333333342,57.66081871345033,11.68,2.3,2.76,3.49,1.75,,Available (see Keepa data),8.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-high,Yes,MEDIUM,0.68,High title similarity (0.68) with category match,https://www.efghousewares.co.uk/mason-cash-original-pudding-basin-white-17cm-118285,https://www.amazon.co.uk/dp/B0000BVFTH
MASON PRECISION SCREWDRIVER SET 6 PIECES,"Shall 6-Piece Precision Screwdriver Set w/ Case, 12-Size Magnetic Mini Screwdrivers, DIY Repair Tools Kit (Double-end Phillips/Slotted/Torx/Pentalobe/Triwing)",Title,T3,Not matched,5060298505873.0,,B09LHNV2MP,50.0,1.5450000000000002,111.15107913669064,6.63,0.84,1.008,1.73,0.86,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.34,Low similarity (0.34) but category match - re-check candidate,https://www.efghousewares.co.uk/mason-precision-screwdriver-set-6-pieces-123928,https://www.amazon.co.uk/dp/B09LHNV2MP
BUTTERCUP SPIRAL HAIR TIES ASSORTED SMALL PACK OF 6,"JessLab Spiral Hair Ties, 10 Pcs Traceless Phone Cord Bracelet Plastic Coil Ponytail Holders No-Damage Accessory for Girls Women Ladies, Color Assorted, Set 6",Title,T3,Not matched,5056683919240.0,843798156319.0,B0924JDRC2,50.0,1.4516666666666669,104.43645083932856,5.99,0.84,1.008,1.67,0.48,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.30,Low similarity (0.30) but category match - re-check candidate,https://www.efghousewares.co.uk/buttercup-spiral-hair-ties-assorted-small-pack-of-6-125061,https://www.amazon.co.uk/dp/B0924JDRC2
MASON CASH ORIGINAL PUDDING BASIN WHITE 14CM,"Mason Cash Original Earthenware All-Purpose Pudding Basin, 14 cm",Title,T2,Not matched,5012133014422.0,,B0000VLTAO,50.0,1.1624999999999996,55.88942307692306,7.98,1.53,1.836,2.41,0.9975,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-high,Yes,MEDIUM,0.71,High title similarity (0.71) with category match,https://www.efghousewares.co.uk/mason-cash-original-pudding-basin-white-14cm-118429,https://www.amazon.co.uk/dp/B0000VLTAO
BLOC PAINT BRUSHES 2PCE,Major Brushes Sable Substitute Size 2 Paint Brushes - Pack of 10,Title,T3,Not matched,5056283854682.0,5060098470340.0,B00XDO8LUG,50.0,0.955,63.66666666666667,5.25,0.95,1.14,1.5,0.42,Available (see Keepa data),Available (see Keepa data),6.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-low,Yes,MEDIUM,0.45,Moderate similarity (0.45) + category match,https://www.efghousewares.co.uk/bloc-paint-brushes-2pce,https://www.amazon.co.uk/dp/B00XDO8LUG
151 PAINT SPRAY 400ML GREEN,3 x Green Spray Paint,EAN,T1,Confirmed,5053249219806.0,5053249219806.0,B07BQFP366,50.0,0.9450000000000014,37.64940239043831,9.39,1.96,2.352,3.15,1.22,,Available (see Keepa data),8.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,high,No,MEDIUM,0.42,Exact EAN match (title sim=0.42),https://www.efghousewares.co.uk/151-paint-spray-400ml-green-104083,https://www.amazon.co.uk/dp/B07BQFP366
CAROLINE PLASTIC 2 OZ 14 TUBS & LID 1430,"50 Pack 2oz Round Stackable Plastic Food Containers with Lids - Reusable, Leakproof, Dishwasher & Microwave Safe, Meal Prep Containers",Title,T3,Not matched,5012145009416.0,,B0BBZDD2WX,50.0,0.885,74.36974789915966,6.99,0.64,0.768,2.7,1.05,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.28,Low similarity (0.28) but category match - re-check candidate,https://www.efghousewares.co.uk/caroline-plastic-2-oz-14-tubs-lid-1430,https://www.amazon.co.uk/dp/B0BBZDD2WX
APOLLO VINEGAR SHAKER,"apollo THE HOUSEWARES BRAND 3357 Glass Vinegar Shaker, Clear 15 x 5.5 x 5.5 cm",Title,T3,Not matched,5026180033572.0,,B009SJXB32,50.0,0.5029166666666667,37.813283208020046,5.99,0.78,0.936,2.41,0.74875,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium,Yes,MEDIUM,0.43,Moderate similarity (0.43) + brand match (APOLLO) + category match,https://www.efghousewares.co.uk/apollo-vinegar-shaker,https://www.amazon.co.uk/dp/B009SJXB32
BLACKSPUR CHIPBOARD SCREWS 125G 35MM,3.5mm x 35mm Black Phosphate Phillips Countersunk Drywall Screws Plasterboard Wood Screw Bugle Head (Pack of 100) A11CD,Title,T3,Not matched,5017403136347.0,5059629251602.0,B09W9RGQG5,50.0,0.4016666666666669,28.896882494004817,5.99,0.84,1.008,2.42,0.78,,,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.27,Low similarity (0.27) but category match - re-check candidate,https://www.efghousewares.co.uk/blackspur-chipboard-screws-125g-35mm-109470,https://www.amazon.co.uk/dp/B09W9RGQG5
MASON PLASTIC WIRE BRUSH WITH SCRAPPER 4 ROW,ZAVIA Wire Brush with Metal Scraper | 4 Row Wire Scratch Brush with Carbon Steel Grit & Plastic Handle for Scrapping Corrosion & paint | Metal Cleaning Wire Brushes for Welding Slag Removal,Title,T3,Not matched,5060298504883.0,,B0GFPV7ZBK,50.0,0.4016666666666669,28.896882494004817,5.99,0.84,1.008,2.42,0.78,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.28,Low similarity (0.28) but category match - re-check candidate,https://www.efghousewares.co.uk/mason-plastic-wire-brush-with-scrapper-4-row-123897,https://www.amazon.co.uk/dp/B0GFPV7ZBK
BLACKSPUR CHIPBOARD SCREWS 125G 40MM,50 PCS Black Wood Screws (4mm x 40mm) Double Countersunk Multi Purpose Organic Woodscrews,Title,T3,Not matched,5017403136354.0,5056610204029.0,B0D4SSF2VD,50.0,0.398333333333334,28.657074340527625,4.99,0.84,1.008,1.73,0.64,Available (see Keepa data),,3.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.34,Low similarity (0.34) but category match - re-check candidate,https://www.efghousewares.co.uk/blackspur-chipboard-screws-125g-40mm-109471,https://www.amazon.co.uk/dp/B0D4SSF2VD
PAN AROMA INCENSE STICKS & HOLDER NAG CHAMPA PACK OF 40,"Original Satya Nag Champa Agarbatti Incense Sticks | with M&J incense sticks holder | x4 pack | for Aromatherapy, Spa, Yoga, Weddings, Meditation, Healing, Positivity and Relaxation",Title,T3,Not matched,5053249277424.0,5060794444348.0,B0BKDSJR3S,50.0,0.3916666666666667,27.011494252873565,5.69,0.9,1.08,2.42,0.48,,,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.33,Low similarity (0.33) but category match - re-check candidate,https://www.efghousewares.co.uk/pan-aroma-incense-sticks-holder-nag-champa-pack-of-40-119997,https://www.amazon.co.uk/dp/B0BKDSJR3S
TRAVEL MAKEUP BRUSH SET W/POUCH 18PC,10 Pcs Mini Travel Makeup Brush Set With Pouch Pink Portable Travel Size Makeup Brushes Professional Cosmetic Brush Travel Essentials kits for Women Girls Foundation Brush Blush Powder Eye Shadow,Title,T3,Not matched,5050565855060.0,,B0DRK9LQLW,50.0,0.3216666666666667,18.173258003766485,5.99,1.22,1.464,2.42,0.48,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.29,Low similarity (0.29) but category match - re-check candidate,https://www.efghousewares.co.uk/travel-makeup-brush-set-w/pouch-18pc-120133,https://www.amazon.co.uk/dp/B0DRK9LQLW
AMTECH SWAN NECK PRY BAR 225MM,Amtech I9330 3 Piece go-Thru pry bar Set,Title,T3,Not matched,5032759051748.0,5032759028160.0,B00BTFR3H8,50.0,0.3116666666666658,10.458612975391471,9.95,2.43,2.9160000000000004,3.71,1.29,,Available (see Keepa data),3.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium,Yes,MEDIUM,0.54,Moderate similarity (0.54) + brand match (AMTECH) + category match,https://www.efghousewares.co.uk/amtech-swan-neck-pry-bar-225mm-121860,https://www.amazon.co.uk/dp/B00BTFR3H8
MARKSMAN KNIFE FOLDING LOCK BACK,Rolson 62848 Folding Lock-Back Knife,Title,T2,Not matched,5038673570167.0,5029594628488.0,B071RZR4QM,50.0,0.2966666666666676,21.34292565947249,4.82,0.84,1.008,1.7,0.63,,,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-high,Yes,MEDIUM,0.65,High title similarity (0.65) with category match,https://www.efghousewares.co.uk/marksman-knife-folding-lock-back,https://www.amazon.co.uk/dp/B071RZR4QM
PPS FOIL PIZZA 2 PLATTERS,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm disposable foil catering serving dish,Title,T3,Not matched,5030481930652.0,5030481930027.0,B01HILDGK4,50.0,0.278333333333333,19.739952718676097,7.39,0.86,1.032,3.36,1.11,Available (see Keepa data),Available (see Keepa data),6.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.31,Low similarity (0.31) but brand+category match - re-check candidate,https://www.efghousewares.co.uk/pps-foil-pizza-2-platters,https://www.amazon.co.uk/dp/B01HILDGK4
AMTECH SANDING SHEET(P80 GRIT),"Amtech V4005 P80 Grit 1/3 Sheet Sander Set, 10 Piece Sanding Sheets, 93mm x 230mm",EAN,T1,Confirmed,5032759048397.0,5032759048397.0,B07BBZZ69J,50.0,0.1950000000000007,9.65346534653469,5.61,1.47,1.764,1.73,0.73,Available (see Keepa data),Available (see Keepa data),4.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,high,No,MEDIUM,0.41,Exact EAN match (title sim=0.41),https://www.efghousewares.co.uk/amtech-sanding-sheet-p80-grit-,https://www.amazon.co.uk/dp/B07BBZZ69J
PPS PLASTIC GLASSES PINT 50PCS,CHEF ROYALE 50 Disposable Clear Plastic Glasses - Recyclable - CE Marked - Full Pint (660ml) for Large Events and Parties (Pack of 50),Title,T3,Not matched,5030481970283.0,,B0CGKRQGM4,50.0,0.1183333333333338,4.241338112305872,7.99,2.24,2.688,2.7,1.05,Available (see Keepa data),Available (see Keepa data),4.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.34,Low similarity (0.34) but category match - re-check candidate,https://www.efghousewares.co.uk/pps-plastic-pint-50-glasses,https://www.amazon.co.uk/dp/B0CGKRQGM4
PAINT FACTORY GLITTER EFFECT RED 200ML,"2 x Glitter Red Spray Paint 200ml Decorative, Creative, Dazzling Effect to Your Hobby Art and Craft Use",Title,T3,Not matched,5055319516594.0,5056555401644.0,B0BDRVQKNN,50.0,0.0745833333333335,5.365707434052774,5.47,0.84,1.008,2.41,0.68375,,Available (see Keepa data),2.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.29,Low similarity (0.29) but category match - re-check candidate,https://www.efghousewares.co.uk/paint-factory-glitter-effect-red-200ml-111550,https://www.amazon.co.uk/dp/B0BDRVQKNN
BLACKSPUR CHIPBOARD SCREWS 125G 50MM,ForgeFix Drywall Screws Coarse Thread | 3.5 x 50mm | Black Phosphate | Box 200,Title,T3,Not matched,5017403136361.0,5028485020165.0,B0073CHN2G,50.0,0.0183333333333336,1.318944844124723,5.77,0.84,1.008,2.65,0.75,,Available (see Keepa data),9.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.28,Low similarity (0.28) but category match - re-check candidate,https://www.efghousewares.co.uk/blackspur-chipboard-screws-125g-50mm-109472,https://www.amazon.co.uk/dp/B0073CHN2G
