SupplierTitle,AmazonTitle,match_type,EAN,EAN_OnPage,ASIN,bought_in_past_month,NetProfit,ROI,SellingPrice_incVAT,SupplierPrice_exVAT,bucket,inclusion_reason,confidence,verification_status,title_similarity,asin_product_count,supplier_category,SupplierURL,AmazonURL,ProfitMargin,Breakeven,fba_seller_count,fbm_seller_count,total_offer_count,validation_required,priority
DLUX ALL PURPOSE CLEANING CLOTHS 40PCS,WOLVERINE 18-Sheet 60 Mins Running Time Cross Cut High Security Level P-4 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office with 22-Litre Pullout Waste Bin SD9113(Black),T3,5055706640901,,B085HN95YZ,,118.57166666666669,7649.784946236559,194.39,1.0,B,"Strong absolute profit (>5 GBP); High ROI (7650%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,4,unknown,https://www.efghousewares.co.uk/dlux-all-purpose-cleaning-cloths-40pcs-115767,https://www.amazon.co.uk/dp/B085HN95YZ,73.19615206543546,52.10399999999999,,,1.0,YES,MEDIUM
BRIGHT & HOMELY TOILET BRUSH WHITE,Remanufactured Toner Cartridge Replacement for Lexmark C2320K0 C2320C0 C2320M0 C2320Y0 C2325dw C2325 MC2325adw C2535dw MC2535adwe C2425dw MC2425adw MC2640adwe Printer (4 pack x 1000 pages),T2,5050796009935,,B09ZTKXBRJ,,79.23166666666665,7545.873015873015,119.99,0.5,B,"Strong absolute profit (>5 GBP); High ROI (7546%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/bright-homely-toilet-brush-white-105424,https://www.amazon.co.uk/dp/B09ZTKXBRJ,79.23826985582131,24.912000000000003,,,1.0,YES,MEDIUM
NORTHPOLE GIFT TAG BOOKLET PK20 HOLOGRAPHIC GOLD,"DOOGEE Blade 10 Energy Rugged Smartphone - 10.7mm Ultra-Thin Rugged Phone, 6150mAh Battery Android 15 Phone with 24GB RAM+128GB ROM, 6.56 inch 90Hz Screen 16MP+8MP Cameras/NFC/Dual SIM/Face ID - Plain",T3,5033601035046,,B0FCXVT75G,,77.21583333333334,6956.381381381381,113.98,0.56,B,"Strong absolute profit (>5 GBP); High ROI (6956%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,4,unknown,https://www.efghousewares.co.uk/northpole-gift-tag-booklet-pk20-holographic-gold-122640,https://www.amazon.co.uk/dp/B0FCXVT75G,81.294086681874,21.321,,,,YES,MEDIUM
SMART CHOICE RAINBOW POOP BAGS 150 PACK (10 ROLLS X 15 BAGS),PEDAL COMMANDER for Porsche Macan 2015+ - Throttle Response Controller to Help Reduce Accelerator Lag - 4 Driving Modes + App Control - Performance Mods Upgrades - Macan Accessories,T3,5052516214094,,B0848C38JL,,139.90833333333336,6791.666666666667,199.99,1.51,B,"Strong absolute profit (>5 GBP); High ROI (6792%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,4,unknown,https://www.efghousewares.co.uk/smart-choice-rainbow-poop-bags,https://www.amazon.co.uk/dp/B0848C38JL,83.94919745987299,32.1,,,1.0,YES,MEDIUM
NORTHPOLE CHRISTMAS CUTE STICKERS PK50,"DOOGEE Blade 10 Energy Rugged Smartphone - 10.7mm Ultra-Thin Rugged Phone, 6150mAh Battery Android 15 Phone with 24GB RAM+128GB ROM, 6.56 inch 90Hz Screen 16MP+8MP Cameras/NFC/Dual SIM/Face ID - Plain",T3,5033601034957,,B0FCXVT75G,,77.15583333333333,6594.515669515669,113.98,0.62,B,"Strong absolute profit (>5 GBP); High ROI (6595%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,4,unknown,https://www.efghousewares.co.uk/northpole-christmas-cute-stickers-pk50-122622,https://www.amazon.co.uk/dp/B0FCXVT75G,81.2309177048605,21.393,,,,YES,MEDIUM
THE BIG CHEESE RAT TRAP WOODEN PK2,WOLVERINE 18-Sheet 60 Mins Running Time Cross Cut High Security Level P-4 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office with 22-Litre Pullout Waste Bin SD9113(Black),T3,5036200120472,,B085HN95YZ,,148.18291666666667,6174.288194444443,215.99,1.85,B,"Strong absolute profit (>5 GBP); High ROI (6174%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,4,unknown,https://www.efghousewares.co.uk/the-big-cheese-rat-trap-wooden-pk2,https://www.amazon.co.uk/dp/B085HN95YZ,82.32765405805824,38.1705,,,,YES,MEDIUM
SECURPAK HARD WALL PIC WHITE 32MM,"Waterproof Steel/Soft Moc Toe Classic Fashion Safety Work Boots for Men,Industrial Construction Insulated 6'' Brown",T2,5019923200782,,B0BG3BTPGV,,73.135,6044.214876033058,108.36,0.66,B,"Strong absolute profit (>5 GBP); High ROI (6044%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/securpak-hard-wall-pic-white-32mm,https://www.amazon.co.uk/dp/B0BG3BTPGV,80.99114064230344,20.598000000000003,,,,YES,MEDIUM
NORTHPOLE EMBOSSED RIBBON 10M,"DOOGEE Blade 10 Energy Rugged Smartphone - 10.7mm Ultra-Thin Rugged Phone, 6150mAh Battery Android 15 Phone with 24GB RAM+128GB ROM, 6.56 inch 90Hz Screen 16MP+8MP Cameras/NFC/Dual SIM/Face ID - Plain",T3,5033601024552,,B0FCXVT75G,,77.04583333333333,6019.205729166666,113.98,0.73,B,"Strong absolute profit (>5 GBP); High ROI (6019%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,4,unknown,https://www.efghousewares.co.uk/northpole-embossed-ribbon-10m-122618,https://www.amazon.co.uk/dp/B0FCXVT75G,81.11510791366906,21.525,,,,YES,MEDIUM
APOLLO RAMEKIN 6.5CM,Leaf Blower Cordless Turbo Mode 500000RPM 21V Air Blower 5 Gears with 2 X 4.0Ah Battery and Charger Lightweight 180°Rotation for Lawn Yard Garage Patio Blowing Leaves and Dust,T1,5026180095426,9313448724034.0,B0F66LVY3M,,61.855,5890.952380952381,99.99,0.5,B,"Strong absolute profit (>5 GBP); High ROI (5891%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,3,unknown,https://www.efghousewares.co.uk/apollo-ramekin-6-5cm-10-10,https://www.amazon.co.uk/dp/B0F66LVY3M,74.23342334233423,25.764000000000003,,,3.0,NO,HIGH
BRIGHT & HOMELY HEAVY DUTY CONCERTINA DRAIN PLUNGER MEDIUM,"Betopper 4x100W LED Satge Lights, Upgraded Amber+Cool White COB Blinder Light, High CRI/RA(>95) DMX512 Spotlight, 4 Eye Matrix Disco Lights for Wedding Party Photostudio Theater, 1S",T1,5050796012065,797725867024.0,B0DYJKPDK5,,134.47833333333335,5746.937321937323,199.99,1.79,B,"Strong absolute profit (>5 GBP); High ROI (5747%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,2,unknown,https://www.efghousewares.co.uk/bright-homely-heavy-duty-plunger-midi-122839,https://www.amazon.co.uk/dp/B0DYJKPDK5,80.69103455172758,38.616,,,2.0,NO,HIGH
BOWL GLASS 260X200X85MM FISH,"Diversa Aquarium with LED Lid - Professional Fish Tank - Real Glass, AQUARIUM WITH LED LID (200 Litre (100x40x50cm))",T1,8721037386906,5425647164192.0,B07DYH8QCZ,,147.51833333333332,5740.012970168611,269.95,2.02,B,"Strong absolute profit (>5 GBP); High ROI (5740%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.08333333333333333,1,unknown,https://www.efghousewares.co.uk/bowl-glass-260x200x85mm-fish-119489,https://www.amazon.co.uk/dp/B07DYH8QCZ,65.57584737914428,92.928,,,1.0,NO,HIGH
WATER & FOOD 2 IN 1 PET BOTTLE 2 COLOURS,"PEDAL COMMANDER for Ford F-150 Raptor F150 2011+ Throttle Response Controller Fits: SVT, 3.5L Ecoboost, 5.4L V8, 6.2L V8, Raptor Performance Parts & Accessories - PC18",T2,5052516314886,,B00O831ZLI,,139.47433333333336,5592.395081529004,199.99,1.944,B,"Strong absolute profit (>5 GBP); High ROI (5592%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/water-food-2-in-1-pet-bottle-2-colours-116379,https://www.amazon.co.uk/dp/B00O831ZLI,83.68878443922196,32.6208,,,1.0,YES,MEDIUM
PROKLEEN MICROFIBRE MOP & HANDLE,WOLVERINE 18-Sheet 60 Mins Running Time Cross Cut High Security Level P-4 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office with 22-Litre Pullout Waste Bin SD9113(Black),T3,5055706641250,,B085HN95YZ,,118.00166666666668,5566.1163522012575,194.39,1.57,B,"Strong absolute profit (>5 GBP); High ROI (5566%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,4,unknown,https://www.efghousewares.co.uk/prokleen-microfibre-mop-handle,https://www.amazon.co.uk/dp/B085HN95YZ,72.84428211327743,52.78799999999999,,,1.0,YES,MEDIUM
SERVING SQUARE PLATE STILO 17CM ASSORTED,"Triton Perea Electric Shower 8.5kW (Opal 3, Aquasurge, Rosato)",T1,8414926484257,5012663017658.0,B00I5FUS9K,,75.705,5369.148936170212,117.99,0.86,B,"Strong absolute profit (>5 GBP); High ROI (5369%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/serving-square-plate-stilo-17cm-assorted-118575,https://www.amazon.co.uk/dp/B00I5FUS9K,76.9946605644546,27.144,,,1.0,NO,HIGH
DUNLOP LED LIGHT SE SC 2PC,"Betopper 4x100W LED Satge Lights, Upgraded Amber+Cool White COB Blinder Light, High CRI/RA(>95) DMX512 Spotlight, 4 Eye Matrix Disco Lights for Wedding Party Photostudio Theater, 1S",T1,871125241792,797725867024.0,B0DYJKPDK5,,134.28833333333336,5307.839262187088,199.99,1.98,B,"Strong absolute profit (>5 GBP); High ROI (5308%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.04,2,unknown,https://www.efghousewares.co.uk/dunlop-led-light-se-sc-2pc-116130,https://www.amazon.co.uk/dp/B0DYJKPDK5,80.57702885144256,38.844,,,2.0,NO,HIGH
3M X 15MM TAPE MEASURE,"Pack of 96 Measuring Tapes 3M x 15mm – Durable Bulk Wholesale Tape Measures for Professional, DIY, and Retail Use",T2,5056338360304,,B0F4RMXPL6,,67.09391666666667,5185.001287995879,99.95,0.744,B,"Strong absolute profit (>5 GBP); High ROI (5185%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.2,1,unknown,https://www.efghousewares.co.uk/3m-x-15mm-tape-measure-119243,https://www.amazon.co.uk/dp/B0F4RMXPL6,80.55297648824413,19.4373,,,,YES,MEDIUM
HEART SHAPED CANDLE IN GLASS JAR,2G 64G Android 6.2 Inch Car Radio for Fiat Punto 2010-2016/Linea 2012-2015 with Wireless Carplay Android Auto Touchscreen Car Stereo with GPS WiFi Bluetooth Mirror Link FM RDS EQ Backup Camera,T2,5050565758835,,B0F6TK9H5V,,83.09791666666666,5161.361283643892,122.99,1.06,B,"Strong absolute profit (>5 GBP); High ROI (5161%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,3,unknown,https://www.efghousewares.co.uk/mothers-day-heart-shaped-candle-in-glass-jar-117761,https://www.amazon.co.uk/dp/B0F6TK9H5V,81.07772989673957,23.2725,,,,YES,MEDIUM
30X11 PASTEL FOILED STICKERS,"Triton Perea Electric Shower 9.5kW (Opal 3, Aquasurge, Rosato)",T1,5024418234050,5012663017641.0,B00I5FUT3U,,79.31366666666668,5090.735986307232,122.99,1.008,B,"Strong absolute profit (>5 GBP); High ROI (5091%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/30x11-pastel-foiled-stickers-107296,https://www.amazon.co.uk/dp/B00I5FUT3U,77.38547849418653,27.8136,,,1.0,NO,HIGH
GIFTMAKER CHRISTMAS WOVEN SHOPPING BAGS TEXT,"Artago 68T/B Maximum Security Padlock, 14mm/0,55in Shackle, Sold Secure Gold Approved, Forged MONOBLOK System, Bunker Selection, Multipurpose Keyed Padlock Combinable with Chains, Door, Container",T2,5012128618291,,B00BAVI0I2,,57.08041666666667,4324.27398989899,85.85,0.77,B,"Strong absolute profit (>5 GBP); High ROI (4324%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/giftmaker-christmas-woven-shopping-bags-text-122882,https://www.amazon.co.uk/dp/B00BAVI0I2,79.78625509609785,17.3535,,,,YES,MEDIUM
ASHLEY OVAL FLOOR MOUNTED,INMOZATA Patchwork Armchair with Footstool Linen Accent Chair with Pouffes Lounge Leisure Chairs High Wing Back Occasional Tub Chairs with Stool Reading Chair for Living Room Bedroom (Patchwork Blue),T2,5017403155645,,B0D9PWTBBQ,,67.06366666666668,4304.471544715448,134.99,1.008,B,"Strong absolute profit (>5 GBP); High ROI (4304%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/ashley-oval-floor-mounted-124239,https://www.amazon.co.uk/dp/B0D9PWTBBQ,59.61656418994,54.5136,,,1.0,YES,MEDIUM
FOLD AWAY SHOPPING BAG,"Belaco 2500W Oil Filled Radiator Heater, 11 Fins Portable Electric Radiator with Adjustable Thermostat, 24h Timer & Safety Cut-Off, Energy Saving Room Heater for Home & Office - Black",T1,5056170307055,5060598912838.0,B0G2HR9JXH,,50.708333333333336,4156.420765027322,85.99,0.67,B,"Strong absolute profit (>5 GBP); High ROI (4156%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,3,unknown,https://www.efghousewares.co.uk/fold-away-shopping-bag,https://www.amazon.co.uk/dp/B0G2HR9JXH,70.76404233050356,25.14,,,2.0,NO,HIGH
CASA & CASA OCEANIC TELESCOPIC BENDY DUSTER STAINLESS STEEL,WOLVERINE 18-Sheet 60 Mins Running Time Cross Cut High Security Level P-4 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office with 22-Litre Pullout Waste Bin SD9113(Black),T3,5056295710150,,B085HN95YZ,,117.27166666666668,4114.795321637428,194.39,2.3,B,"Strong absolute profit (>5 GBP); High ROI (4115%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,4,unknown,https://www.efghousewares.co.uk/casa-casa-oceanic-telescopic-bendy-duster-stainless-steel-121249,https://www.amazon.co.uk/dp/B085HN95YZ,72.39364164823293,53.66399999999999,,,1.0,YES,MEDIUM
PALOMA 100 YELLOW SERVIETTES,"Mould King City Aircraft Engine Building Kit, Turbojet Engine Model That Runs, Mini Engine Build Kit for Adults with Battery, Mechanical Science Education STEM Toy(2256 PCS)",T1,3838952033862,705736242693.0,B0DFCG7G7Q,,59.15166666666666,4023.9229024943297,95.99,0.92,B,"Strong absolute profit (>5 GBP); High ROI (4024%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,7,unknown,https://www.efghousewares.co.uk/paloma-100-yellow-serviettes-113917,https://www.amazon.co.uk/dp/B0DFCG7G7Q,73.94728617564328,25.008,,,1.0,NO,HIGH
NORTHPOLE CHRISTMAS STICKER BY NUMBERS BOOK,"DOOGEE Blade 10 Energy Rugged Smartphone - 10.7mm Ultra-Thin Rugged Phone, 6150mAh Battery Android 15 Phone with 24GB RAM+128GB ROM, 6.56 inch 90Hz Screen 16MP+8MP Cameras/NFC/Dual SIM/Face ID - Plain",T3,5033601032953,,B0FCXVT75G,,76.37583333333333,3916.7094017094014,113.98,1.4,B,"Strong absolute profit (>5 GBP); High ROI (3917%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,4,unknown,https://www.efghousewares.co.uk/northpole-christmas-sticker-by-numbers-book-122645,https://www.amazon.co.uk/dp/B0FCXVT75G,80.40972100368485,22.329,,,,YES,MEDIUM
PURE GOLD PERFUME MENS 100ML EACH,"VLAND Rear Lights for Mini Cooper F55 F56 F57 2014-2021 Union Jack Tail Lights Assembly with Dynamic Signal,None Fog Light (Black-Red)",T2,5060309522332,,B0BWRP5XDS,,151.267,3880.631092868138,219.99,3.348,B,"Strong absolute profit (>5 GBP); High ROI (3881%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/pure-gold-homme-fm-perfume-100ml-each,https://www.amazon.co.uk/dp/B0BWRP5XDS,82.51302331924177,38.4696,,,1.0,YES,MEDIUM
CLASSIC CHIC PERFUME 100ML EACH,VLAND Tail Lights for Mini Cooper R56 R57 R58 R59 2007-2013 Rear Lights Lamp Assembly With Sequential Indicator and Welcome Lights(Smoked),T2,5060309522912,,B0BWJP3R3N,,150.81699999999998,3869.0867111339135,219.99,3.348,B,"Strong absolute profit (>5 GBP); High ROI (3869%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,2,unknown,https://www.efghousewares.co.uk/classic-chic-perfume-100ml-each-110228,https://www.amazon.co.uk/dp/B0BWJP3R3N,82.26755761625526,39.00959999999999,,,1.0,YES,MEDIUM
COLOUR YOUR OWN MUG GIRLS,"2G 64G 9 Inch Android Car Radio for VW Passat Jetta Tiguan Golf MK5 MK6 T5 EOS Polo CarPlay Android Auto, Rimoody Touch Screen Car Stereo GPS Navigation Bluetooth FM RDS EQ SWC Backup Camera",T2,5050565680136,,B0F2H6YLQ4,,86.22166666666665,3866.442451420029,119.99,1.68,B,"Strong absolute profit (>5 GBP); High ROI (3866%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,2,unknown,https://www.efghousewares.co.uk/colour-your-own-cup-girls-112099,https://www.amazon.co.uk/dp/B0F2H6YLQ4,86.22885240436702,16.524,,,1.0,YES,MEDIUM
TIMELESS GRANDE PEDESTAL VOLCANIC ASH,FWStyle 1 Drawer Corner TV Unit – Hudson Ready Assembled Natural Ash Wooden Media Cabinet with Storage Drawer & Open Shelf – Solid Wood Ash Veneer TV Stand with Cable Management,T2,5014348279887,,B0FPDCTZKN,,169.495,3791.8344519015664,249.0,3.92,B,"Strong absolute profit (>5 GBP); High ROI (3792%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.041666666666666664,1,unknown,https://www.efghousewares.co.uk/timeless-grande-pedestal-volcanic-ash-104428,https://www.amazon.co.uk/dp/B0FPDCTZKN,81.6843373493976,45.606,,,,YES,MEDIUM
ADORN MUG 8.8X9.4CM ASSORTED,"RØDE NTH-50 Professional On-ear Wired DJ Headphones | Durable, Comfortable, Hi-Fi Audio | Musicians, Filmmakers, Creators (Black)",T1,6923456821224,698813014903.0,B0F118YSX2,,52.196666666666665,3755.15587529976,83.0,0.84,B,"Strong absolute profit (>5 GBP); High ROI (3755%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,2,unknown,https://www.efghousewares.co.uk/adorn-mug-8-8x9-4cm-assorted-118131,https://www.amazon.co.uk/dp/B0F118YSX2,75.46506024096385,20.364,,,12.0,NO,HIGH
APOLLO CERAMIC JUG WHITE 0.08 LTR,Leaf Blower Cordless Turbo Mode 500000RPM 21V Air Blower 5 Gears with 2 X 4.0Ah Battery and Charger Lightweight 180°Rotation for Lawn Yard Garage Patio Blowing Leaves and Dust,T1,5026180094252,9313448724034.0,B0F66LVY3M,,61.265,3735.670731707317,99.99,1.09,B,"Strong absolute profit (>5 GBP); High ROI (3736%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,3,unknown,https://www.efghousewares.co.uk/apollo-ceramic-jug-white-0-08-ltr-10-10,https://www.amazon.co.uk/dp/B0F66LVY3M,73.52535253525352,26.472,,,3.0,NO,HIGH
BROOKSTONE ASSORTED FUSES,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",T1,5060211774980,705736912404.0,B0DN6BWS36,,61.69500000000001,3716.566265060241,99.99,1.11,B,"Strong absolute profit (>5 GBP); High ROI (3717%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,17,unknown,https://www.efghousewares.co.uk/brookstone-assorted-fuses-117389,https://www.amazon.co.uk/dp/B0DN6BWS36,74.04140414041404,25.956,,,1.0,NO,HIGH
ADORN DEEP BOWL 8INCH,"Portable Infrared Patio Heater 1500W Electric Heater with 8 Heating Levels, Tip-over Protection, IP45 Waterproof, 8H Timer, Remote Control, 33 Inch, Elegent Brown",T2,6923456816282,,B0CG8L4ZR2,,69.58833333333334,3681.922398589065,118.99,1.34,B,"Strong absolute profit (>5 GBP); High ROI (3682%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/adorn-deep-bowl-8inch-116013,https://www.amazon.co.uk/dp/B0CG8L4ZR2,70.17900663921338,35.484,,,1.0,YES,MEDIUM
CARINE DINNER PLATE WHITE 26CM,"Western Bank Heist Building Kit – 2875pcs West Town Flagship Model with 11 LED Lights, 6 Minifigures, Highly Detailed Western Architecture, Collectible Gift for Adults & Kids",T2,26102895139,,B0FNN1JYYV,,67.70833333333333,3640.232974910394,115.99,1.31,B,"Strong absolute profit (>5 GBP); High ROI (3640%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/carine-dinner-plate-white-26cm-1-09,https://www.amazon.co.uk/dp/B0FNN1JYYV,70.04914216742823,34.739999999999995,,,1.0,YES,MEDIUM
POLAROID SUPER HEAVY DUTY BATTERIES AA 8 PACK,"AI Voice Recorder with transcription, Note Voice Recorder App Control Dictaphone, Transcribe and Summarize with AI Technology, voice to text transcription Magnetic Phone call Recording Device",T2,5025301442804,,B0F6B9NTF2,,42.37166666666666,3473.087431693988,59.99,0.67,B,"Strong absolute profit (>5 GBP); High ROI (3473%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/polaroid-super-heavy-duty-batteries-aa-8-pack-118930,https://www.amazon.co.uk/dp/B0F6B9NTF2,84.75745957659609,9.144,,,1.0,YES,MEDIUM
MARKSMAN TAPE DOUBLE SIDED FOAM 5M,"Cara Electric Shower - 7.5kW White (Perluso, Seville, Enrich, Madrid 2)",T1,5038673720753,5012663159372.0,B0CL9WVPY4,,52.68450000000001,3381.546854942234,79.98,1.008,B,"Strong absolute profit (>5 GBP); High ROI (3382%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/marksman-tape-double-sided-foam-5m,https://www.amazon.co.uk/dp/B0CL9WVPY4,79.04651162790698,16.7586,,,1.0,NO,HIGH
ROUND CABLE 64PC,"LEGO Star Wars 75434 K-2SO Security Droid Figure - Posable Play & Display Building Toy - Collectible Model Kit incl. an Information Plaque - Gift for Boys, Girls & Adult Andor Fans",T2,5056338359889,,B0DWDWH5MZ,,42.33058333333334,3271.297011849562,64.99,0.744,B,"Strong absolute profit (>5 GBP); High ROI (3271%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,2,unknown,https://www.efghousewares.co.uk/round-cable-64pc-121519,https://www.amazon.co.uk/dp/B0DWDWH5MZ,78.16079396830283,14.1933,,,,YES,MEDIUM
MR CANDY GIANT SWIRL STRAWBERRY LOLLY,ZUGU iPad Pro 12.9 Case 2022/2021 6th & 5th Generation - Ultra Slim Protective Cover - Wireless Apple Pencil Charging - Convenient 10-angle Magnetic Stand & Auto Sleep/Wake [ Black ],T2,5050565466266,,B093R1SGLJ,,49.85824999999999,3200.1444159178427,75.99,1.008,B,"Strong absolute profit (>5 GBP); High ROI (3200%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/mr-candy-giant-swirl-strawberry-lolly,https://www.amazon.co.uk/dp/B093R1SGLJ,78.73391235688906,16.1601,,,,YES,MEDIUM
STICKER BOOK BY NUMBER DINO,"Triton Ivory 4 Electric Shower 10.5kW (Caselona 3, Eclipse, Excite Plus, T80gsi)",T1,5033601022572,5012663016095.0,B08GKXYTP8,,63.48491666666666,3025.973149030823,95.99,1.548,B,"Strong absolute profit (>5 GBP); High ROI (3026%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/sticker-book-by-number-dino-112175,https://www.amazon.co.uk/dp/B08GKXYTP8,79.3644129596833,19.8081,,,1.0,NO,HIGH
PRIMA DISH BRUSH,"Remington RX7 Electric Head Shaver for Bald Men (Cordless, 60-Min Usage, USB, 5 Cutting Heads Skin Close Results (0.2mm), Turbo, Wet & Dry, Easy Clean, Waterproof, Pop-up Trimmer, Travel Pouch) XR1600",T1,5038673230771,5038061144048.0,B0BGJ6BKW8,,33.24333333333334,2994.8948948948955,55.0,0.56,B,"Strong absolute profit (>5 GBP); High ROI (2995%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,14,unknown,https://www.efghousewares.co.uk/prima-dish-brush-112223,https://www.amazon.co.uk/dp/B0BGJ6BKW8,72.5309090909091,15.108,,,3.0,NO,HIGH
THL COTTON MOP & HANDLE 250GRM,"TYMO CurlPro Plus Hair Curler Automatic Rotating - Long Barrel Curling Wand for Long Hair, Ceramic Curling Iron for Women, Anti-Scald, Tangle-Free, 600M Ionic, Dual Voltage, Gold, 25 mm",T1,8692521025284,759041282578.0,B0DPZLWX8J,,63.08500000000001,2989.8104265402844,99.99,1.56,B,"Strong absolute profit (>5 GBP); High ROI (2990%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/thl-cotton-mop-handle-250g,https://www.amazon.co.uk/dp/B0DPZLWX8J,75.70957095709572,24.288,,,1.0,NO,HIGH
DEKTON FLEX SAND BLOCK 80GRIT,"Flex - Sandpaper Xtreme Plus 225mm, 25 Sheet Pack, P120 Grit - 282405 - Sandpaper for Wood and Drywall, Sand Paper Pack for Walls in Different Sizes - Home Improvement and Decorating Tools",T1,5055441432380,4030293093041.0,B002J5JXW0,,37.77166666666668,2950.911458333334,59.99,0.73,B,"Strong absolute profit (>5 GBP); High ROI (2951%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.09090909090909091,1,unknown,https://www.efghousewares.co.uk/dekton-flex-sand-block-80grit,https://www.amazon.co.uk/dp/B002J5JXW0,75.55592598766464,14.664,,,9.0,NO,HIGH
KINGFISHER 15INCH  BRACKET,"Heavy Duty Shelf Brackets，max Load 900 LBS,Premium Alloy Metal Mantel Brackets , (Set of 2) Fireplace Mantel Brackets - Countertop Support Brackets (Matte Black, 24 inch x 15 inch)",T2,5013478661159,,B0CLNVD3LX,,77.20708333333334,2891.651061173534,116.17,2.12,B,"Strong absolute profit (>5 GBP); High ROI (2892%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/kingfisher-15inch-bracket,https://www.amazon.co.uk/dp/B0CLNVD3LX,79.75251786175434,23.5215,,,,YES,MEDIUM
