SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,Bucket,Unit_Qty_Flag,Unit_Qty_Note,FinReport_NetProfit,Profit_Discrepancy
REGNANT EDT 100ML POUR HOMME EACH,Regnant Mens Eau de Toilette Pour Homme e100ml Present Christmas Xmas Gift Set for Him,5055170260094,5055170260094,B07K8NS5RJ,2.148,9.99,0.628333333,104.0598291,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.45, shared=3),Brand match: regnant",TRUE,https://www.efghousewares.co.uk/regnant-edt-100ml-pour-homme-each-110192,https://www.amazon.co.uk/dp/B07K8NS5RJ,,Regnant Edt 100Ml Pour Homme Each 110192,B,MATCH,,,NO
BEETANICAL POPPY MUGS SET OF 2,Lesser & Pavey Bee-Tanical Set of 2 Ceramic Mugs - Poppy or Thistles Floral Design (Poppy),5010792342184,5010792342184,B0D427Y1B7,3.36,12.9,0.628333333,72.23880597,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=2)",TRUE,https://www.efghousewares.co.uk/beetanical-poppy-mugs-set-of-2-116486,https://www.amazon.co.uk/dp/B0D427Y1B7,,Beetanical Poppy Mugs Set Of 2 116486,B,MATCH,,,NO
BLACKMOOR PAPER AIR FRYER LINERS 22X14CM 80 PIECES,"Blackmoor 65559 80pcs Paper Air Fryer Liners/Non-Stick Parchment Paper/Multipurpose for Other Cooker Types Inc. Steamers, Microwaves and Ovens / 22 x 14 cm",5025301655594,5025301655594,B0DP5GWLQM,1.032,7.99,0.628333333,166.5484634,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.40, shared=5),Brand match: blackmoor",TRUE,https://www.efghousewares.co.uk/blackmoor-paper-air-fryer-liners-22x14cm-80-pieces-118471,https://www.amazon.co.uk/dp/B0DP5GWLQM,,Blackmoor Paper Air Fryer Liners 22X14Cm 80 Pieces 118471,B,UNCLEAR,Supplier qty 80 PIECES exceeds Amazon qty 22 x; manual review advised.,,NO
HOBBY MEGA STRAINER,Hobby MEGA Strainer,8694064005327,8694064005327,B00GLRYQG0,2.148,9.99,0.628333333,99.41239316,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=1.00, shared=3),Brand match: hobby",TRUE,https://www.efghousewares.co.uk/hobby-mega-strainer,https://www.amazon.co.uk/dp/B00GLRYQG0,,Hobby Mega Strainer,B,MATCH,,,NO
VASE ACRYLIC 25CM,Clear Plastic Acrylic Flower Vase (H25cm),5055141657182,5055141657182,B01KADI7GK,3.828,11.9,0.628333333,60.9402852,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.54, shared=2)",TRUE,https://www.efghousewares.co.uk/acrylic-vase-25cm,https://www.amazon.co.uk/dp/B01KADI7GK,,Acrylic Vase 25Cm,B,MATCH,,,NO
ADORN 4PC  SUCTION HOOK,ADRON 4 x Heavy Duty Large Suction Cup Hooks Snap Lever Vacuum Holder Bathroom/Kitchen Holder Sucker Caddy,6923456792937,6923456792937,B0717B2TZ2,1.008,7.99,0.628333333,161.8405276,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=1)",TRUE,https://www.efghousewares.co.uk/adorn-4pc-suction-hook,https://www.amazon.co.uk/dp/B0717B2TZ2,,Adorn 4Pc Suction Hook,B,MATCH,,,NO
VASE ACRYLIC 25CM,APAC Clear Acrylic Cylinder (25x12cm),5055579115308,5055579115308,B01K7KE0ZI,4.032,11.95,0.628333333,54.8486786,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.58, shared=1)",TRUE,https://www.efghousewares.co.uk/acrylic-vase-25cm-15-01-23,https://www.amazon.co.uk/dp/B01K7KE0ZI,,Acrylic Vase 25Cm 15 01 23,B,MATCH,,,NO
KINGFISHER RACHET BYPASS LOPPER,Kingfisher RC203 Pro Gold Deluxe Telescopic Ratchet Bypass Lopper - Multi-Colour,5013478131997,5013478131997,B007N4OZFC,19.2,34.99,0.628333333,12.73917422,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=3),Brand match: kingfisher",TRUE,https://www.efghousewares.co.uk/kingfisher-rachet-bypass-lopper,https://www.amazon.co.uk/dp/B007N4OZFC,,Kingfisher Rachet Bypass Lopper,B,MATCH,,,NO
LAV KLASIK GLASS TEA GLASS 115ML 6 PACK,Set 6 PCS Traditional USEABLE Turkish MOROCCAN OLD Persian Eastern Tea Glasses,8692952000263,8692952000263,B000WPO4YQ,1.944,9.99,0.628333333,96.5437788,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=1)",TRUE,https://www.efghousewares.co.uk/lav-klasik-glass-tea-glass-pk6,https://www.amazon.co.uk/dp/B000WPO4YQ,,Lav Klasik Glass Tea Glass Pk6,B,MATCH,,,NO
VPL DOUBLE COLOUR 16 LTR  BUCKET & LID,Bucket With Lid 16 Lt Dc Vpl,8904051800768,8904051800768,B00GX8JHLG,3.228,10.9,0.628333333,63.91460905,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=3)",TRUE,https://www.efghousewares.co.uk/vpl-double-colour-16-ltr-bucket-lid,https://www.amazon.co.uk/dp/B00GX8JHLG,,Vpl Double Colour 16 Ltr Bucket Lid,B,MATCH,,,NO
SIGNATURE CARRYALL 28CM SILVER,Small Carryall,5014348273793,5014348273793,B00755LGVK,1.212,8.52,0.628333333,132.3717949,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.50, shared=1)",TRUE,https://www.efghousewares.co.uk/signature-carryall-28cm-silver,https://www.amazon.co.uk/dp/B00755LGVK,,Signature Carryall 28Cm Silver,B,MATCH,,,NO
MATCHO EDT 100ML FOR MEN EACH,MATCHO FOR MEN(D),5055170260193,5055170260193,B09MZQ7V1D,2.148,10.99,0.628333333,86.25356125,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.64, shared=2),Brand match: matcho",TRUE,https://www.efghousewares.co.uk/matcho-edt-100ml-for-men-each-110045,https://www.amazon.co.uk/dp/B09MZQ7V1D,,Matcho Edt 100Ml For Men Each 110045,B,MATCH,,,NO
BELLO DIMPLE CHAMPAGNE FLUTE,Set of Bello Dimple Effect Plastic 200ml Champagne Sparkling Wine Flute Glass (4),5015302427429,5015302427429,B08BHTNSQK,0.804,7.85,0.628333333,158.2308743,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4)",TRUE,https://www.efghousewares.co.uk/bello-dimple-champagne-flute,https://www.amazon.co.uk/dp/B08BHTNSQK,,Bello Dimple Champagne Flute,B,MATCH,,,NO
SS SEEWING MACHINE OIL 120ML,Sewing Machine Oil 120ml (4),5055319530767,5055319530767,B08VD6M8K5,1.008,7.91,0.628333333,129.706235,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.89, shared=3)",TRUE,https://www.efghousewares.co.uk/ss-seewing-machine-oil-120ml-111454,https://www.amazon.co.uk/dp/B08VD6M8K5,,Ss Seewing Machine Oil 120Ml 111454,B,MATCH,,,NO
VPL DOUBLE COLOUR 12IN TUB,Black Tie Dye Design 30cm Circular Round Plastic Reusable Washing Up Bowl Basin Kitchen,8904051807729,8904051807729,B072BVGDQ4,1.056,7.83,0.628333333,119.3181818,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=0)",TRUE,https://www.efghousewares.co.uk/vpl-double-colour-12in-tub,https://www.amazon.co.uk/dp/B072BVGDQ4,,Vpl Double Colour 12In Tub,B,MATCH,,,NO
WHITE LIES EDT 100ML FOR HER EACH,White Lies Womens Perfume e100ml Xmas Christmas Spray Giftset for Her,5055170260469,5055170260469,B07JNRBQ9G,2.148,8.99,0.628333333,71.86609687,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=3),Brand match: white",TRUE,https://www.efghousewares.co.uk/white-lies-edt-100ml-for-her-each-109978,https://www.amazon.co.uk/dp/B07JNRBQ9G,,White Lies Edt 100Ml For Her Each 109978,B,MATCH,,,NO
WHAM CASA BLACK SWING BIN 50LTR,Wham Casa 50L Swing Bin (Black),5038135170867,5038135170867,B0FC6RBC9Z,8.868,16.98,0.628333333,21.12720403,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.77, shared=5),Brand match: wham",TRUE,https://www.efghousewares.co.uk/wham-casa-black-swing-bin-50ltr-120806,https://www.amazon.co.uk/dp/B0FC6RBC9Z,,Wham Casa Black Swing Bin 50Ltr 120806,B,MATCH,,,NO
WHAM STUDIO BASKET GREY 11.01,Wham 11.01 20cm Rectangular Home Studio Storage Basket (Grey),5038135259272,5038135259272,B08CHHJ1WT,1.032,7.76,0.628333333,118.9125296,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=4),Brand match: wham",TRUE,https://www.efghousewares.co.uk/wham-studio-basket-grey-11-01,https://www.amazon.co.uk/dp/B08CHHJ1WT,,Wham Studio Basket Grey 11 01,B,MATCH,,,NO
WHAM STUDIO BASKET WHITE 8.01,Wham 8.01 12.5cm Rectangular Studio Storage Basket (White),5038135258503,5038135258503,B08CHKKYF1,0.852,7.52,0.628333333,131.4814815,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=4),Brand match: wham",TRUE,https://www.efghousewares.co.uk/wham-studio-basket-white-8-01,https://www.amazon.co.uk/dp/B08CHKKYF1,,Wham Studio Basket White 8 01,B,MATCH,,,NO
PAN AROMA LAVA GEL CRYSTAL 150G VANILLA AND COCONUT,Lava Gel Crystal Air Freshener French Vanilla,5053249003894,5053249003894,B00F4LBW6Q,1.14,8.49,0.628333333,110.3333333,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4)",TRUE,https://www.efghousewares.co.uk/pan-aroma-lava-gel-crystal-150g-vanilla-and-coconut-111150,https://www.amazon.co.uk/dp/B00F4LBW6Q,,Pan Aroma Lava Gel Crystal 150G Vanilla And Coconut 111150,B,MATCH,,,NO
TRICIRCLE COMBINATION PADLOCKS 40ML,40mm Steel Combination Padlock - 3 Number,6901750818058,6901750818058,B008ESLXCO,2.808,8.9,0.628333333,56.63206459,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.64, shared=1)",TRUE,https://www.efghousewares.co.uk/tricircle-combination-padlocks-40ml,https://www.amazon.co.uk/dp/B008ESLXCO,,Tricircle Combination Padlocks 40Ml,B,MATCH,,,NO
ROADSTER BIKE LOCK CABLE 10MMX650MM,Roadster 2 Key Bicycle Cable Lock Security Bike Cycle Gate 10mm x 650mm,5038673815213,5038673815213,B088N7M48Z,1.008,6.92,0.628333333,117.7458034,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.60, shared=4),Brand match: roadster",TRUE,https://www.efghousewares.co.uk/roadster-bike-lock-cable-10mmx650mm,https://www.amazon.co.uk/dp/B088N7M48Z,,Roadster Bike Lock Cable 10Mmx650Mm,B,MATCH,,,NO
BLUE CANYON STORAGE BASKET PLASTIC WOODEN HANDLE GREY LARGE,"Storage Basket Wooden (Grey, Large)",5056295710013,5056295710013,B0DY7YKV6G,2.76,9.72,0.628333333,57.01754386,,,0,TIER_1_VERIFIED,75,BRAND_MISMATCH,"Exact EAN match (checksum verified),Strong title match (sim=0.70, shared=5)",TRUE,https://www.efghousewares.co.uk/blue-canyon-storage-basket-plastic-wooden-handle-grey-large-121262,https://www.amazon.co.uk/dp/B0DY7YKV6G,,Blue Canyon Storage Basket Plastic Wooden Handle Grey Large 121262,B,MATCH,,,NO
DEKTON FLAT PRO SCREWDRIVER 3MMX75MM,Dekton Flat Screwdriver 3mm x 75mm | Durable CR-V Steel Construction | Magnetic Tip for Easy Screw Pick-Up | Non-Slip Rubber Handle for Improved Grip and Control | Ideal for DIY & Home Improvement,5055441423982,5055441423982,B0DH57P7LG,1.008,6.41,0.628333333,116.6666667,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=3),Brand match: dekton",TRUE,https://www.efghousewares.co.uk/dekton-flat-pro-screwdriver-3mmx75mm,https://www.amazon.co.uk/dp/B0DH57P7LG,Available (see Keepa data),Dekton Flat Pro Screwdriver 3Mmx75Mm,B,MATCH,,,NO
BLUE CANYON STORAGE BASKET PLASTIC WOODEN HANDLE WHITE MEDIUM,"Blue Canyon Storage Basket Wooden (White, Medium)",5056295710006,5056295710006,B0DY7Z45CM,2.112,8.91,0.628333333,68.88528139,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.86, shared=7),Brand match: blue",TRUE,https://www.efghousewares.co.uk/blue-canyon-storage-basket-plastic-wooden-handle-white-medium-121263,https://www.amazon.co.uk/dp/B0DY7Z45CM,,Blue Canyon Storage Basket Plastic Wooden Handle White Medium 121263,B,MATCH,,,NO
BLUE CANYON STORAGE BASKET PLASTIC WOODEN HANDLE GREY MEDIUM,"Storage Basket Wooden (Grey, Medium)",5056295709994,5056295709994,B0DY7Y5J44,2.112,8.91,0.628333333,68.88528139,,,0,TIER_1_VERIFIED,75,BRAND_MISMATCH,"Exact EAN match (checksum verified),Strong title match (sim=0.71, shared=5)",TRUE,https://www.efghousewares.co.uk/blue-canyon-storage-basket-plastic-wooden-handle-grey-medium-121264,https://www.amazon.co.uk/dp/B0DY7Y5J44,,Blue Canyon Storage Basket Plastic Wooden Handle Grey Medium 121264,B,MATCH,,,NO
WHAM STUDIO BASKET GREY 12.01,Wham 12.01 40cm Rectangular Home Studio Storage Basket (Grey),5038135259524,5038135259524,B08CHLZ9C2,1.416,7.97,0.628333333,87.01830443,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=4),Brand match: wham",TRUE,https://www.efghousewares.co.uk/wham-studio-basket-grey-12-01,https://www.amazon.co.uk/dp/B08CHLZ9C2,,Wham Studio Basket Grey 12 01,B,MATCH,,,NO
SMART CHOICE COLLAR FABRIC LRG ASSTD,Smart choice dog collar,5052516106443,5052516106443,B08T7R9KDP,1.08,7.57,0.628333333,103.591954,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.64, shared=3),Brand match: smart",TRUE,https://www.efghousewares.co.uk/smart-choice-collar-fabric-lrg-asstd,https://www.amazon.co.uk/dp/B08T7R9KDP,,Smart Choice Collar Fabric Lrg Asstd,B,MATCH,,,NO
TIME SHOCK GAME,"A to Z Time Shock Game, Blue",5012866080886,5012866080886,B07ZQHRVYK,3.828,11.54,0.628333333,39.75044563,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.71, shared=3)",TRUE,https://www.efghousewares.co.uk/time-shock-game,https://www.amazon.co.uk/dp/B07ZQHRVYK,,Time Shock Game,B,MATCH,,,NO
KEY STAGE STICKER WORK BOOKS,Pre School Activity Workbooks with Reward Stickers,9781842392751,9781842392751,1842392751,1.83168,7.73,0.628333333,71.04925191,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.38, shared=0)",TRUE,https://www.efghousewares.co.uk/key-stage-sticker-work-books-117439,https://www.amazon.co.uk/dp/1842392751,,Other,B,MATCH,,,NO
LAV BUTTER DISH 405CC,LAV -- 145010,8692952200700,8692952200700,B08MJSBZY4,1.704,8.99,0.628333333,74.70389171,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.44, shared=1),Brand match: lav",TRUE,https://www.efghousewares.co.uk/lav-buter-dish-405cc-112093,https://www.amazon.co.uk/dp/B08MJSBZY4,,Lav Buter Dish 405Cc 112093,B,MATCH,,,NO
VINERS EVERYDAY BREEZE 16PC CUTLERY SET,Viners Everyday Breeze 16 Piece 18/0 Silver Stainless Steel Cutlery Set,5010853267579,5010853267579,B087K9G76Y,14.64,25.25,0.628333333,11.46405229,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.72, shared=4),Brand match: viners",TRUE,https://www.efghousewares.co.uk/viners-everyday-breeze-16pc-cutlery-set,https://www.amazon.co.uk/dp/B087K9G76Y,Available (see Keepa data),Viners Everyday Breeze 16Pc Cutlery Set,B,MATCH,,,NO
SIGNATURE SILVER RECTANGULAR BOWL,Thumbs Up Rectangle Bowl Platinum,5014348251272,5014348251272,B007R2FIOW,1.452,7.95,0.628333333,83.02556818,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.48, shared=1)",TRUE,https://www.efghousewares.co.uk/signature-silver-rect-bowl,https://www.amazon.co.uk/dp/B007R2FIOW,,Signature Silver Rect Bowl,B,MATCH,,,NO
PET BLANKET 55X80CM,PET BLANKET 55CM X 80CM 3 ASSORTED,5050565545404,5050565545404,B0CPLMQPS1,1.1232,7.56,0.628333333,98.18304172,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.72, shared=2),Brand match: pet",TRUE,https://www.efghousewares.co.uk/pet-blanket-55x80cm,https://www.amazon.co.uk/dp/B0CPLMQPS1,,Other,B,MATCH,,,NO
BLUE CANYON STORAGE BASKET PLASTIC WOODEN HANDLE WHITE SMALL,"Storage Basket Wooden (White, Small)",5056295709987,5056295709987,B0DY83YY59,1.596,8.06,0.628333333,75.48758865,,,0,TIER_1_VERIFIED,75,BRAND_MISMATCH,"Exact EAN match (checksum verified),Strong title match (sim=0.71, shared=5)",TRUE,https://www.efghousewares.co.uk/blue-canyon-storage-basket-plastic-wooden-handle-white-small-121265,https://www.amazon.co.uk/dp/B0DY83YY59,,Blue Canyon Storage Basket Plastic Wooden Handle White Small 121265,B,MATCH,,,NO
CHRISTMAS LAPTRAY  ROBINS,Cushioned Lap Tray - Christmas Robins Design,5010792542676,5010792542676,B0FMS875KH,9.204,16.99,0.628333333,17.08738848,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.47, shared=2)",TRUE,https://www.efghousewares.co.uk/christmas-laptray-robins-120560,https://www.amazon.co.uk/dp/B0FMS875KH,,Christmas Laptray Robins 120560,B,MATCH,,,NO
SECURIT 3 LEVER DEAD LOCK NP 63MM,"Securit S1816 3 Lever Dead Lock NP 63mm, Black",5019923118162,,B01MUYVST3,6.648,13.97,0.628333333,22.91324576,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.85, shared=5),Brand match: securit",FALSE,https://www.efghousewares.co.uk/securit-3-lever-dead-lock-np-63mm,https://www.amazon.co.uk/dp/B01MUYVST3,,Securit 3 Lever Dead Lock Np 63Mm,B,MATCH,,,NO
MEMORIAL WATERPROOF GRAVESIDE LANTERN WITH ROBIN SOMEONE SPECIAL,Waterproof Robin Memorial Graveside Lantern with LED Candle (Someone Special),5055361761119,5055361761119,B096KRFC4W,6.948,13.84,0.628333333,21.81913775,,,0,TIER_1_VERIFIED,75,BRAND_MISMATCH,"Exact EAN match (checksum verified),Strong title match (sim=0.73, shared=7)",TRUE,https://www.efghousewares.co.uk/memorial-waterproof-graveside-lantern-with-robin-someone-special-110901,https://www.amazon.co.uk/dp/B096KRFC4W,,Memorial Waterproof Graveside Lantern With Robin Someone Special 110901,B,MATCH,,,NO
ROLSON BICYCLE REPAIR KIT 33PC,Rolson 40608 Puncture Repair Kit,5029594406086,5029594406086,B00MU31K7C,0.78,6.05,0.628333333,115.1388889,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.65, shared=3),Brand match: rolson",TRUE,https://www.efghousewares.co.uk/rolson-bicycle-repair-kit-33pc,https://www.amazon.co.uk/dp/B00MU31K7C,,Rolson Bicycle Repair Kit 33Pc,B,UNCLEAR,Supplier qty 33PC exceeds Amazon qty 1; manual review advised.,,NO
ACCTIM RILEY WALL CLOCK BLACK,Acctim 22573 Riley 30cm Retro Black Wall Clock,5012562225734,5012562225734,B07B9JSJRQ,16.056,26.89,0.628333333,9.894711654,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.61, shared=5),Brand match: acctim",TRUE,https://www.efghousewares.co.uk/acctim-riley-wall-clock-black-106888,https://www.amazon.co.uk/dp/B07B9JSJRQ,,Acctim Riley Wall Clock Black 106888,B,MATCH,,,NO
TWO TONE PLASTIC TUMBERS,"PMS TWO TONE PLASTIC TUMBLER 2 ASSORTED COLOURS, 834150",5050565697400,5050565697400,B0CPLMLG2T,0.804,7.02,0.628333333,110.0409836,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.62, shared=3)",TRUE,https://www.efghousewares.co.uk/two-tone-plastic-tumbers-108309,https://www.amazon.co.uk/dp/B0CPLMLG2T,,Two Tone Plastic Tumbers 108309,B,MATCH,,,NO
SIGNATURE RECTANGULAR BOWL SILVER,A Haunting We Will Go [DVD],5014348238440,5014348238440,B005L8EJVC,1.032,6.49,0.628333333,94.20803783,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.28, shared=0)",TRUE,https://www.efghousewares.co.uk/signature-rectangular-bowl-silver,https://www.amazon.co.uk/dp/B005L8EJVC,,Signature Rectangular Bowl Silver,B,MATCH,,,NO
SECURIT CHAIN PRE-CUT 3MMX16MMX1M,3mmx 1m Zinc Plated Oval Link Chain,5019923157420,5019923157420,B008D0O8V6,1.884,7.33,0.628333333,62.6572327,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.24, shared=1)",TRUE,https://www.efghousewares.co.uk/securit-chain-pre-cut-3mmx16mmx1m,https://www.amazon.co.uk/dp/B008D0O8V6,,Securit Chain Pre Cut 3Mmx16Mmx1M,B,MATCH,,,NO
FORTUNE EDT 100ML POUR HOMME EACH,Spring Flower Ladies Perfume 100ml Fragrance Natural spray,5055170260087,5055170260087,B008HSO1J8,3.09312,9.99,0.628333333,39.88361683,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.35, shared=1)",TRUE,https://www.efghousewares.co.uk/fortune-edt-100ml-pour-homme-each-110041,https://www.amazon.co.uk/dp/B008HSO1J8,,Other,B,MATCH,,,NO
VPL DOUBLE COLOUR 7 LTR BUCKET & LID,Bucket With Lid 7ltr Dc,8904051800362,8904051800362,B00GX8VGHY,1.68,7.9,0.628333333,63.37606838,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.38, shared=2)",TRUE,https://www.efghousewares.co.uk/vpl-double-colour-7-ltr-bucket-lid,https://www.amazon.co.uk/dp/B00GX8VGHY,,Vpl Double Colour 7 Ltr Bucket Lid,B,MATCH,,,NO
PRODEC BLACK HANDLE CAGE FRAME 9in,"Plastic Roller Cage Frame 9"" Push Fit Roller Frame Plastic Handle",5019200237906,5019200237906,B086SFJWP8,2.28,8.31,0.628333333,50.40816327,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.43, shared=3)",TRUE,https://www.efghousewares.co.uk/prodec-black-handle-cage-frame-9in,https://www.amazon.co.uk/dp/B086SFJWP8,,Prodec Black Handle Cage Frame 9In,B,MATCH,,,NO
JUST STATIONERY DOUBLE SIDED TAPE SET,Just stationery Double Sided Tape and Squares Set,5013922061559,5013922061559,B00DOUN8IE,0.852,5.99,0.628333333,96.95767196,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.86, shared=5),Brand match: just",TRUE,https://www.efghousewares.co.uk/just-stationery-double-sided-tape-set,https://www.amazon.co.uk/dp/B00DOUN8IE,,Just Stationery Double Sided Tape Set,B,MATCH,,,NO
VPL DOUBLE COLOUR 13 LTR BUCKET & LID,Bucket With Lid 13 Lt Dc Vpl,8904051800669,8904051800669,B00GX8EWUM,2.784,9.17,0.628333333,42.34901278,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=3)",TRUE,https://www.efghousewares.co.uk/vpl-double-colour-13-ltr-bucket-lid,https://www.amazon.co.uk/dp/B00GX8EWUM,,Vpl Double Colour 13 Ltr Bucket Lid,B,MATCH,,,NO
DOOR MAT PVC COIR  WELCOME ASSORTED  60 X 40CM,Optimal Products Doormats Non Slip Natural Coir Welcome Indoor Home Outdoor Garden Mat (Welcome Two),5055319526258,5055319526258,B09CZ617M8,5.1552,11.95,0.628333333,24.9398129,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=3)",TRUE,https://www.efghousewares.co.uk/door-mat-pvc-coir-welcome-assorted-60-x-40cm-117712,https://www.amazon.co.uk/dp/B09CZ617M8,,Other,B,UNCLEAR,Supplier qty 60 X exceeds Amazon qty 1; manual review advised.,,NO
MOON DIG KIT,World Of Science Moon Dig Kit,5033849987534,5033849987534,B0DJBQW1KW,5.364,12.19,0.628333333,23.99568393,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=3)",TRUE,https://www.efghousewares.co.uk/moon-dig-kit-122339,https://www.amazon.co.uk/dp/B0DJBQW1KW,,Moon Dig Kit 122339,B,MATCH,,,NO
GEL  LED CANDLE FESTIVE ROBIN,Macneil Christmas Robin LED Gel Candle,5010792542737,5010792542737,B0FQK17X7F,7.728,14.95,0.628333333,17.01835956,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=4)",TRUE,https://www.efghousewares.co.uk/gel-led-candle-festive-robin-120514,https://www.amazon.co.uk/dp/B0FQK17X7F,,Gel Led Candle Festive Robin 120514,B,MATCH,,,NO
VPL DOUBLE COLOUR RECT BOWL,Tie Dye Design 37x31cm Rectangular Reusable Plastic Washing Up Bowl Basin Kitchen (Black),8904051806678,8904051806678,B071Z65VR5,1.68,7.83,0.628333333,60.83333333,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=1)",TRUE,https://www.efghousewares.co.uk/vpl-double-colour-rect-bowl,https://www.amazon.co.uk/dp/B071Z65VR5,,Vpl Double Colour Rect Bowl,B,MATCH,,,NO
